variant,candidate_BCE,AUC,AP,Precision,Recall,F1,Accuracy
no_changes,0.6931472420692444,0.5,0.0196078431372549,0.0196078431372549,1.0,0.038461538461538464,0.0196078431372549
universal_edges,0.6931472420692444,0.5,0.0196078431372549,0.0196078431372549,1.0,0.038461538461538464,0.0196078431372549
all_inverse_edges,0.6931472420692444,0.5,0.0196078431372549,0.0196078431372549,1.0,0.038461538461538464,0.0196078431372549
