seed,super_epochs_ran,variant_epochs_ran,optimizer_steps,training_seconds,best_mean_val_macro_f1,mean_test_Accuracy,mean_test_Precision_macro,mean_test_Recall_macro,mean_test_Micro_F1,mean_test_Macro_F1,mean_test_edge_count
1566911444,24,96,96,5.562935129972175,0.5814796554367767,0.5645933014354068,0.5625367230114984,0.5632612389591058,0.5645933014354068,0.5611183336657731,41788.0
20241017,24,96,96,5.355603184085339,0.5867949488349995,0.5630980861244019,0.5631044070256167,0.5622256012586062,0.5630980861244019,0.5591609055057293,41788.0
20251017,26,104,104,5.642263084184378,0.5797024672268919,0.5702751196172249,0.5694192407918449,0.5662194914156735,0.5702751196172249,0.5664881624876135,41788.0
