super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v2,val_loss_v2,train_loss_v3,val_loss_v3
1,"v2,v1,v3",3,30,10,30,3,17020035.66257604,21189.3155670166,21189.3155670166,2.4513102429918945,40588.60148925781,236.18276977539062,51018369.721875,63091.875,1148.664363861084,239.88893127441406
2,"v1,v2,v3",6,60,10,60,6,13856.057516860963,265.07156976064044,265.07156976064044,2.4440780337899923,525.2857833862305,572.2203369140625,40946.650390625,210.97952270507812,96.23637657165527,12.014849662780762
3,"v2,v1,v3",9,90,10,90,9,254.84906512498856,83.50016339619954,83.50016339619954,2.436955251963809,351.4986067771912,165.16937255859375,396.3064902186394,65.37590026855469,16.742098379135133,19.955217361450195
4,"v3,v1,v2",12,120,10,120,12,90.38954360286395,2104.655175526937,83.50016339619954,2.3937093392014503,31.990860104560852,6299.7998046875,234.1262392759323,3.064242362976074,5.051531428098679,11.101479530334473
5,"v3,v2,v1",15,150,10,150,15,562.5375431934992,9.646978855133057,9.646978855133057,2.4427736659999937,1660.5800494551659,9.133111000061035,1.7646259129047395,4.828611850738525,25.26795421242714,14.97921371459961
6,"v2,v1,v3",18,180,10,180,18,1.8909367322921753,44.64230569203695,9.646978855133057,2.3942654579877853,0.8135734796524048,93.58873748779297,1.0636105179786681,26.193458557128906,3.795626199245453,14.144721031188965
7,"v3,v2,v1",21,210,10,210,21,9.757731785376867,14.75986099243164,9.646978855133057,2.3945109129417688,0.8049296319484711,15.90596866607666,13.368163248896598,18.348176956176758,15.10010247528553,10.025437355041504
8,"v1,v3,v2",24,240,10,240,24,543.8012623647849,19.113439242045086,9.646978855133057,2.3937863709870726,1.1516639709472656,14.138671875,1629.7668928563594,13.612566947937012,0.4852302670478821,29.589078903198242
9,"v2,v1,v3",27,270,10,270,27,0.879973414540291,42.97187169392904,9.646978855133057,2.3958062948659062,0.5700213372707367,44.65970230102539,0.9766448587179184,42.03436279296875,1.0932540476322175,42.22154998779297
10,"v1,v2,v3",30,300,10,300,30,6.686218172311783,28.94924545288086,9.646978855133057,2.3961421840358526,18.137950256466866,28.715484619140625,1.2391559064388276,27.45315933227539,0.6815483540296554,30.679092407226562
11,"v2,v3,v1",33,330,10,330,33,298.364779206117,18.768000920613606,9.646978855133057,2.394749065861106,0.8465103566646576,17.412412643432617,893.7022684365511,17.0811824798584,0.545558825135231,21.810407638549805
12,"v1,v2,v3",36,360,10,360,36,0.721288072069486,26.708576202392578,9.646978855133057,2.395068069919944,1.0408961802721024,32.683311462402344,0.5574325740337371,24.0108699798584,0.5655354619026184,23.431547164916992
13,"v3,v2,v1",39,390,10,390,39,1.1654457608858744,16.443880081176758,9.646978855133057,2.3949872080702335,0.5052528083324432,17.305118560791016,2.3107186436653135,15.582307815551758,0.6803658306598663,16.4442138671875
14,"v1,v3,v2",42,420,10,420,42,0.5436311195294062,15.312589009602865,9.646978855133057,2.3945313738659024,0.5758477449417114,16.409420013427734,0.5042891442775727,14.873988151550293,0.5507564693689346,14.654358863830566
15,"v3,v1,v2",45,450,10,450,45,3.210087109605471,10.220696131388346,9.646978855133057,2.3954456578940153,7.895477464795112,10.543743133544922,0.9413224965333938,10.1773099899292,0.7934613674879074,9.941035270690918
16,"v3,v1,v2",48,480,10,480,48,0.5532768060763676,27.553690592447918,9.646978855133057,2.396604218054563,0.5156958490610123,9.369123458862305,0.5197411060333252,9.072465896606445,0.6243934631347656,64.219482421875
17,"v1,v2,v3",51,510,10,510,51,1.2991342534621555,8.5228058497111,8.5228058497111,2.444204014027491,0.5443394362926484,8.762807846069336,0.629803991317749,8.416393280029297,2.7232593327760695,8.389216423034668
18,"v2,v1,v3",54,540,10,540,54,0.8416281074285507,9.192251523335775,8.5228058497111,2.3958438329864293,0.5231226205825805,9.37878704071045,1.5021712809801102,9.085854530334473,0.49959042072296145,9.112112998962402
19,"v2,v1,v3",57,570,10,570,57,55.74651077886423,4.685345490773519,4.685345490773519,2.4435927029699087,0.522856417298317,4.86448860168457,165.977465313673,4.595635890960693,0.7392106056213379,4.595911979675293
20,"v3,v1,v2",60,600,10,600,60,0.6742833624283473,11.154797554016113,4.685345490773519,2.3969363658688962,0.9114396363496781,11.385664939880371,0.5356106400489807,11.065089225769043,0.5757998108863831,11.013638496398926
21,"v2,v1,v3",63,630,10,630,63,0.5453394909699758,14.600364049275717,4.685345490773519,2.3962091389112175,0.6126563400030136,23.775537490844727,0.4858844935894012,10.04615306854248,0.5374776393175125,9.979401588439941
22,"v2,v3,v1",66,660,10,660,66,3.240228548645973,8.623687426249186,4.685345490773519,2.394891860894859,7.375635725259781,8.700372695922852,1.8110497266054153,8.684929847717285,0.5340001940727234,8.485759735107422
23,"v1,v3,v2",69,690,10,690,69,0.5130777408679327,18.471179962158203,4.685345490773519,2.3950753579847515,0.5348769783973694,18.621400833129883,0.4974955260753632,18.487565994262695,0.5068607181310654,18.30457305908203
24,"v3,v2,v1",72,720,10,720,72,3.5059941013654066,12.171541531880697,4.685345490773519,2.395922769093886,0.4914970964193344,12.21279525756836,9.494256418943404,12.319032669067383,0.5322287887334823,11.982796669006348
25,"v1,v3,v2",75,750,10,750,75,0.5954089065392812,9.120325088500977,4.685345490773519,2.3955720600206405,0.738398265838623,12.709149360656738,0.5595690965652466,7.363284111022949,0.488259357213974,7.288541793823242
26,"v1,v3,v2",78,780,10,780,78,5.214846062660217,12.322021484375,4.685345490773519,2.395155363017693,14.629292124509812,13.346105575561523,0.5225196331739426,11.7919921875,0.4927264302968979,11.827966690063477
27,"v2,v1,v3",81,810,10,810,81,0.5340467224518458,13.487534205118815,4.685345490773519,2.3961295529734343,0.526051077246666,12.810301780700684,0.5496563524007797,13.885300636291504,0.5264327377080917,13.767000198364258
28,"v1,v3,v2",84,840,10,840,84,0.9079777439435323,13.926766395568848,4.685345490773519,2.3960547030437738,1.4297953069210052,15.171266555786133,0.7391817957162857,13.404766082763672,0.554956129193306,13.204266548156738
29,"v3,v1,v2",87,870,10,870,87,0.549965355793635,23.208621342976887,4.685345490773519,2.395473778946325,0.6286854952573776,24.702919006347656,0.5028721660375595,22.527267456054688,0.518338406085968,22.39567756652832
30,"v3,v2,v1",90,900,10,900,90,0.8423995534578959,17.374616622924805,4.685345490773519,2.394612558884546,1.0208080142736435,17.887723922729492,1.0126532435417175,17.200176239013672,0.4937374025583267,17.03594970703125
31,"v3,v2,v1",93,930,10,930,93,0.48936645686626434,11.870944023132324,4.685345490773519,2.3949361520353705,0.4946777105331421,12.177572250366211,0.48196726441383364,11.811479568481445,0.4914543956518173,11.623780250549316
32,"v3,v1,v2",96,960,10,960,96,0.5544220437606175,15.908171017964682,4.685345490773519,2.3955929279327393,0.6582559615373611,16.377857208251953,0.5128545969724655,15.69903564453125,0.49215557277202604,15.64762020111084
