variant_a,variant_b,kendall_tau_scores,prediction_agreement,max_abs_score_diff,mean_abs_score_diff
no_changes,all_inverse_edges,0.5676966035268072,0.9986986498492185,0.9972114562988281,0.0015468907076865435
no_changes,universal_edges,0.48510539686420723,0.9977601761827897,0.9999583959579468,0.0026188634801656008
all_inverse_edges,universal_edges,0.7787707964795388,0.9982481824893327,0.9999854564666748,0.0019791200757026672
