seed,super_epochs_ran,variant_epochs_ran,updates_per_super_epoch,optimizer_steps,training_seconds,best_mean_val_filtered_MRR,mean_legacy_test_raw_MRR,mean_legacy_test_filtered_MRR,mean_legacy_test_Hits@1,mean_legacy_test_Hits@3,mean_legacy_test_Hits@10,mean_legacy_test_accuracy,mean_legacy_test_precision,mean_legacy_test_recall,mean_legacy_test_macro_f1,mean_legacy_test_edge_count,mean_legacy_test_training_triples,mean_shared_candidate_candidate_BCE,mean_shared_candidate_AUC,mean_shared_candidate_AP,mean_shared_candidate_Precision,mean_shared_candidate_Recall,mean_shared_candidate_F1,mean_shared_candidate_Accuracy
20251017,2210,6630,3,6630,14566.728355326224,0.37869611382484436,0.2582690119743347,0.3755690058072408,0.33663050414805357,0.39145926398638586,0.44697936609232075,0.9888738733102261,0.9647212439528793,0.7309285258455648,0.8070072327680746,384711.3333333333,384711.3333333333,0.22786516944567362,0.8726865925008557,0.6266458311338501,0.9303629982087358,0.46245479685173363,0.6175925546003095,0.9887758549495101
