super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
1,"v4,v3,v2,v1",4,4,4,4,1.071139633655548,0.9553005397319794,0.5337069935867746,0.9553005397319794,0.25307790795341134,0.9099863767623901,0.9453043341636658,0.5518699765784079,0.5741626794258373,1.0402188301086426,0.9682406187057495,0.5120939948230776,0.5454545454545454,1.1213847398757935,0.9550797939300537,0.5321005488399085,0.5598086124401914,1.2129685878753662,0.9525774121284485,0.5387634541057044,0.5669856459330144
2,"v2,v4,v1,v3",8,8,8,8,0.7566853910684586,0.892163559794426,0.6040809077434306,0.892163559794426,0.24372770893387496,0.6914910078048706,0.8765689730644226,0.6214222128926673,0.6267942583732058,0.8691800832748413,0.9152231216430664,0.5811345955024115,0.5861244019138756,0.6553752422332764,0.8797095417976379,0.6184777248607035,0.6220095693779905,0.810695230960846,0.8971526026725769,0.5952890977179403,0.6028708133971292
3,"v4,v2,v3,v1",12,12,12,12,0.5594771355390549,0.8529867231845856,0.653143777590539,0.8529867231845856,0.22979468712583184,0.5189419388771057,0.8388096690177917,0.656975156975157,0.6555023923444976,0.5610063672065735,0.8739332556724548,0.6280135491066132,0.6267942583732058,0.5279630422592163,0.858813464641571,0.658955817098925,0.6578947368421053,0.629997193813324,0.8403905034065247,0.6686305871814607,0.6674641148325359
4,"v1,v3,v4,v2",16,16,16,16,0.5050915628671646,0.9332761764526367,0.5345304176877055,0.8529867231845856,0.21361758187413216,0.5120632648468018,0.9069427847862244,0.5735307361178653,0.583732057416268,0.4958154559135437,0.9659939408302307,0.48926570853607254,0.5215311004784688,0.5121593475341797,0.941554069519043,0.5173726758228426,0.5430622009569378,0.5003281831741333,0.9186139106750488,0.5579525502740418,0.5741626794258373
5,"v4,v1,v2,v3",20,20,20,20,0.4853433519601822,0.9448995590209961,0.5385062127360128,0.8529867231845856,0.2242666829843074,0.4844597280025482,0.9074298143386841,0.5960344998512938,0.6052631578947368,0.48485448956489563,0.9977830052375793,0.456953805482887,0.49760765550239233,0.4826735556125641,0.9534357190132141,0.531155525849124,0.5550239234449761,0.4893856346607208,0.9209496974945068,0.5698810197607468,0.583732057416268
6,"v4,v2,v1,v3",24,24,24,24,0.47833289951086044,0.851339265704155,0.6417590374191602,0.851339265704155,0.24092372204177082,0.4759120047092438,0.8430724740028381,0.6429018095198001,0.645933014354067,0.48156192898750305,0.864024817943573,0.6360138133177873,0.6411483253588517,0.47519874572753906,0.8580912947654724,0.6385596077229544,0.6435406698564593,0.4806589186191559,0.8401684761047363,0.6495609191160989,0.65311004784689
7,"v4,v1,v2,v3",28,28,28,28,0.475942462682724,0.867222473025322,0.6190778439393486,0.851339265704155,0.21158279804512858,0.47637009620666504,0.858332097530365,0.6272717167287979,0.6363636363636364,0.4767495393753052,0.8830625414848328,0.6087272008392922,0.6244019138755981,0.4757600724697113,0.8670761585235596,0.6147438875118446,0.6291866028708134,0.4748901426792145,0.8604190945625305,0.6255685706774597,0.6363636363636364
8,"v3,v4,v2,v1",32,32,32,32,0.4752478301525116,0.8675469905138016,0.6202451182486867,0.851339265704155,0.2155571631155908,0.4768998920917511,0.8565160632133484,0.6297199373741287,0.631578947368421,0.475454181432724,0.8808431029319763,0.6074512898255381,0.6148325358851675,0.47472354769706726,0.8715846538543701,0.6134488444082752,0.6196172248803827,0.47391369938850403,0.8612441420555115,0.6303604013868046,0.6339712918660287
9,"v3,v4,v2,v1",36,36,36,36,0.47427909821271896,0.8541439473628998,0.6225085518419902,0.851339265704155,0.2105653970502317,0.47434377670288086,0.8511313796043396,0.6368607201967715,0.6363636363636364,0.4734674096107483,0.8676097989082336,0.608955411346033,0.6076555023923444,0.47496408224105835,0.8529348969459534,0.6113608354848048,0.6100478468899522,0.47434112429618835,0.8448997139930725,0.6328572403403513,0.631578947368421
10,"v1,v4,v2,v3",40,40,40,40,0.47377511113882065,0.8714185804128647,0.6259085444640684,0.851339265704155,0.21727012610062957,0.47404909133911133,0.856082022190094,0.6494594375414455,0.6483253588516746,0.47456443309783936,0.8962627053260803,0.605327104758136,0.6052631578947368,0.4734605848789215,0.8731381893157959,0.6113834422657952,0.6100478468899522,0.4730263352394104,0.8601914048194885,0.637464193290897,0.6363636363636364
11,"v4,v3,v2,v1",44,44,44,44,0.47361956536769867,0.8595028072595596,0.6331868113344803,0.851339265704155,0.20603083609603345,0.47463732957839966,0.8551888465881348,0.6324552617838554,0.631578947368421,0.47376763820648193,0.8771151304244995,0.6184224315893497,0.6196172248803827,0.47357022762298584,0.8576569557189941,0.634661821423652,0.6339712918660287,0.47250306606292725,0.8480502963066101,0.6472077305410638,0.645933014354067
12,"v4,v2,v3,v1",48,48,48,48,0.47420987486839294,0.8561422526836395,0.6499721688227595,0.851339265704155,0.2263163400348276,0.4744935929775238,0.8479896783828735,0.6550008336381712,0.65311004784689,0.4744841754436493,0.8740990161895752,0.6292207574375942,0.6267942583732058,0.47396451234817505,0.8572620153427124,0.6506232696430481,0.6483253588516746,0.47389721870422363,0.845218300819397,0.665043814572225,0.6626794258373205
13,"v2,v1,v3,v4",52,52,52,52,0.4743964299559593,0.879683792591095,0.6321757826364358,0.851339265704155,0.2306454898789525,0.4748363792896271,0.8594493865966797,0.6356366092346926,0.6339712918660287,0.4745899736881256,0.9099061489105225,0.6098981533764142,0.6100478468899522,0.47368207573890686,0.8849663138389587,0.6356372535735745,0.6339712918660287,0.47447729110717773,0.864413321018219,0.6475311143610617,0.645933014354067
14,"v2,v3,v1,v4",56,56,56,56,0.4731101542711258,0.9323657900094986,0.6034849007909503,0.851339265704155,0.20908582699485123,0.47256889939308167,0.8994121551513672,0.6296741908474958,0.6291866028708134,0.4744318127632141,0.973211944103241,0.578747512934529,0.5861244019138756,0.4727621376514435,0.9383686780929565,0.6036329060058233,0.6076555023923444,0.4726777672767639,0.9184703826904297,0.6018849933759531,0.6028708133971292
15,"v1,v3,v2,v4",60,60,60,60,0.4715552255511284,0.9716736376285553,0.5629016383402252,0.851339265704155,0.21794396499171853,0.4721147418022156,0.9350306391716003,0.6006084311169056,0.6028708133971292,0.47279226779937744,1.0255341529846191,0.5054323686001281,0.5191387559808612,0.4716217517852783,0.9687687754631042,0.5779374626225864,0.583732057416268,0.4696921408176422,0.9573609828948975,0.5676282910212811,0.5741626794258373
16,"v4,v1,v2,v3",64,64,64,64,0.4694921225309372,1.0046402215957642,0.5526130171821053,0.851339265704155,0.21052468405105174,0.46870264410972595,0.9886481761932373,0.570371038206205,0.5669856459330144,0.4701841473579407,1.0331003665924072,0.5347327327530506,0.5334928229665071,0.46848857402801514,0.9917521476745605,0.5630178624039043,0.5598086124401914,0.470593124628067,1.0050601959228516,0.5423304353652613,0.5406698564593302
17,"v4,v2,v1,v3",68,68,68,68,0.4684738516807556,1.0608789920806885,0.4837896342432479,0.851339265704155,0.21325950603932142,0.4702073037624359,1.0416018962860107,0.5018982122683512,0.5095693779904307,0.46812745928764343,1.0864036083221436,0.4665052783473836,0.47607655502392343,0.46777403354644775,1.0638707876205444,0.47672667363685334,0.48325358851674644,0.46778661012649536,1.0516396760940552,0.4900283727204033,0.5
18,"v2,v1,v4,v3",72,72,72,72,0.4682651683688164,1.0585443675518036,0.49391120983902237,0.851339265704155,0.21252063591964543,0.46779146790504456,1.0473774671554565,0.514409867187369,0.5191387559808612,0.46847307682037354,1.0789300203323364,0.47575819832561167,0.48086124401913877,0.4694422483444214,1.0553420782089233,0.4848380265118833,0.4904306220095694,0.467353880405426,1.052527904510498,0.5006387473312254,0.507177033492823
