super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v3,val_loss_v3
1,"v3,v1",2,2,1,2,2,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.12048680591396987,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
2,"v3,v1",4,4,1,4,4,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.0899187580216676,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
3,"v1,v3",6,6,1,6,6,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08485219511203468,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
4,"v3,v1",8,8,1,8,8,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08383149793371558,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
5,"v1,v3",10,10,1,10,10,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08711413713172078,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
6,"v1,v3",12,12,1,12,12,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.09974217810668051,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
7,"v3,v1",14,14,1,14,14,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.0908586080186069,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
8,"v3,v1",16,16,1,16,16,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08305904711596668,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
9,"v3,v1",18,18,1,18,18,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.09680004604160786,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
10,"v3,v1",20,20,1,20,20,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08513465221039951,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
11,"v3,v1",22,22,1,22,22,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08352372399531305,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
12,"v1,v3",24,24,1,24,24,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08642086014151573,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
13,"v3,v1",26,26,1,26,26,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08835419197566807,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
14,"v1,v3",28,28,1,28,28,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.09334234800189734,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
15,"v1,v3",30,30,1,30,30,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08915134007111192,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
16,"v3,v1",32,32,1,32,32,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08298096293583512,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
17,"v3,v1",34,34,1,34,34,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08501148014329374,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
18,"v1,v3",36,36,1,36,36,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.0842707681003958,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
19,"v1,v3",38,38,1,38,38,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.0978026648517698,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
20,"v3,v1",40,40,1,40,40,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08756853896193206,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
