seed,super_epochs_ran,variant_epochs_ran,optimizer_steps,training_seconds,best_mean_val_loss,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_hit_at_1,mean_test_hit_at_3,mean_test_loss,mean_test_macro_f1,mean_test_macro_precision,mean_test_macro_recall,mean_test_micro_f1,mean_test_micro_precision,mean_test_micro_recall,mean_test_mrr,mean_test_weighted_f1
1566911444,68,136,136,990.6043169300538,1.1257779227762417,0.6269641734758014,0.40381755215648174,0.6269641734758014,0.8695788812067882,1.1600516897347655,0.37501325662381957,0.4758231186086913,0.35334035813692155,0.6269641734758014,0.6269641734758014,0.6269641734758014,0.7639254287510102,0.5982517380307371
