variant_a,variant_b,kendall_tau_flat_logits,kendall_tau_confidence,prediction_agreement,max_abs_logit_diff,mean_abs_logit_diff,mean_l2_logit_diff
v1,v2,0.7440512657064208,0.6404967047692642,0.881578947368421,16.89394760131836,2.0429766178131104,3.9659245014190674
v1,v3,0.7750216459304697,0.6531870183269975,0.8971291866028708,16.65459442138672,1.859057903289795,3.5973117351531982
v1,v4,0.9296846024114934,0.8651116671040326,0.9605263157894737,4.16368293762207,0.3949541747570038,0.7520557045936584
v2,v3,0.8844994780165775,0.8237636754600126,0.9401913875598086,4.406208038330078,0.4013090133666992,0.7634181976318359
v2,v4,0.767152133515789,0.6581833602366696,0.881578947368421,16.64229393005371,1.8801629543304443,3.642420530319214
v3,v4,0.7634444925818553,0.6232830887461586,0.8827751196172249,16.402942657470703,1.836911678314209,3.55177903175354
