super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_macro_f1,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
1,"v4,v2,v1,v3",4,4,4,4,1.0678544640541077,1.06029212474823,0.29222123523966925,0.29222123523966925,0.19047066383063793,1.038575530052185,1.037097454071045,0.36168175089401317,0.4784688995215311,1.0872108936309814,1.0843497514724731,0.21232476740145237,0.3815789473684211,1.0463296175003052,1.0821844339370728,0.23537471027556015,0.3911483253588517,1.099301815032959,1.037536859512329,0.35950371238765144,0.47607655502392343
2,"v1,v2,v4,v3",8,8,8,8,0.8353900760412216,1.0002638697624207,0.45549363490519157,0.45549363490519157,0.1509929671883583,0.9006757736206055,0.9640216827392578,0.4925903838540853,0.5406698564593302,0.9601131677627563,1.037131905555725,0.40409204172445756,0.5215311004784688,0.7756070494651794,1.0255284309387207,0.44713266531448354,0.534688995215311,0.7051643133163452,0.974373459815979,0.47815944872773986,0.5311004784688995
3,"v1,v3,v4,v2",12,12,12,12,0.35354215651750565,1.0471157729625702,0.5564906212804072,0.5564906212804072,0.25423866603523493,0.43681037425994873,1.1716810464859009,0.565333000512941,0.5681818181818182,0.2520521879196167,0.9354308843612671,0.5191455244855685,0.5598086124401914,0.497534841299057,0.9042279720306396,0.5892234721827644,0.5992822966507177,0.22777122259140015,1.1771231889724731,0.5522604879403546,0.55622009569378
4,"v4,v1,v2,v3",16,16,16,16,0.04742115596309304,1.2952392101287842,0.5796730099580665,0.5796730099580665,0.18434206512756646,0.045753538608551025,1.6099495887756348,0.5738253385827359,0.5777511961722488,0.03912758082151413,0.984347403049469,0.581699817005206,0.5909090909090909,0.012416603043675423,0.9840598702430725,0.5941171467949343,0.5992822966507177,0.09238690137863159,1.6025999784469604,0.5690497374493898,0.5753588516746412
5,"v1,v3,v2,v4",20,20,20,20,0.0018803962011588737,1.7544260025024414,0.5736093310171638,0.5796730099580665,0.11350078205578029,0.003217347664758563,2.2432219982147217,0.5577186208765156,0.5633971291866029,0.0013738743728026748,1.2660918235778809,0.5912800830143797,0.5956937799043063,0.0021460787393152714,1.290257215499878,0.5876297623689023,0.5909090909090909,0.0007842840277589858,2.218132972717285,0.5578088578088578,0.5645933014354066
6,"v3,v2,v4,v1",24,24,24,24,0.0006384453845384996,2.2013273537158966,0.5797024672268919,0.5797024672268919,0.17463342403061688,0.0018843142315745354,2.7899343967437744,0.5639235360476378,0.569377990430622,8.371977310162038e-05,1.620503544807434,0.6007783534355934,0.604066985645933,0.00017944377032108605,1.651550531387329,0.5892170885479419,0.5921052631578947,0.00040630376315675676,2.743320941925049,0.5648908908763945,0.5717703349282297
7,"v3,v4,v1,v2",28,28,28,28,1.547597020135072e-05,2.552088737487793,0.5754916154673277,0.5797024672268919,0.1398717591073364,1.5082820027600974e-05,3.1754517555236816,0.5667325667325668,0.5705741626794258,2.213958168795216e-06,1.9461820125579834,0.5864202426058096,0.5897129186602871,8.264993084594607e-06,1.9769067764282227,0.5850181068182363,0.5873205741626795,3.634210952441208e-05,3.109814405441284,0.5637955457126985,0.5705741626794258
8,"v1,v3,v4,v2",32,32,32,32,1.5208040053948935e-06,2.8288360238075256,0.5759719175369655,0.5797024672268919,0.11923115188255906,3.4465620046830736e-06,3.4714343547821045,0.5683255683094487,0.5729665071770335,1.4767925904379808e-07,2.2121920585632324,0.5860485389579667,0.5897129186602871,5.183382540963066e-07,2.240159273147583,0.5870334910371645,0.5897129186602871,1.9706365037563955e-06,3.3915584087371826,0.5624800718432823,0.569377990430622
9,"v2,v1,v4,v3",36,36,36,36,3.0878479506668555e-07,3.035063087940216,0.5736802700012312,0.5797024672268919,0.21256240201182663,8.241444220402627e-07,3.6887664794921875,0.5633745389226373,0.5681818181818182,8.883594659891969e-08,2.4142725467681885,0.5790674549846457,0.5825358851674641,4.8861849677450664e-08,2.4394519329071045,0.5872716187670813,0.5897129186602871,2.732969619501091e-07,3.597761392593384,0.5650074673305605,0.5717703349282297
10,"v1,v2,v4,v3",40,40,40,40,3.109936295153659e-07,3.1813551783561707,0.5726670359817788,0.5797024672268919,0.1569824379403144,8.56998610743176e-07,3.841320753097534,0.564280236404371,0.5681818181818182,1.343085216376494e-07,2.5595638751983643,0.5793342276039173,0.583732057416268,1.5067451286654432e-08,2.5826358795166016,0.5825642280201745,0.5861244019138756,2.3759993439398386e-07,3.7419002056121826,0.5644894518986528,0.5705741626794258
