super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v2,val_loss_v2,train_loss_v3,val_loss_v3
1,"v1,v3,v2",3,3,1,3,3,1.3862943649291992,0.6931471824645996,0.6931471824645996,1.2663280440028757,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
2,"v3,v1,v2",6,6,1,6,6,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4191938068252057,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
3,"v1,v3,v2",9,9,1,9,9,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4167699031531811,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
4,"v3,v2,v1",12,12,1,12,12,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4087773759383708,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
5,"v1,v3,v2",15,15,1,15,15,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4089258308522403,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
6,"v3,v2,v1",18,18,1,18,18,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4105932670645416,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
7,"v2,v1,v3",21,21,1,21,21,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.41232284205034375,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
8,"v2,v3,v1",24,24,1,24,24,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.41948201111517847,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
9,"v2,v1,v3",27,27,1,27,27,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.41131593100726604,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
10,"v2,v3,v1",30,30,1,30,30,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4107132831122726,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
11,"v3,v1,v2",33,33,1,33,33,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4070623249281198,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
12,"v2,v1,v3",36,36,1,36,36,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.405355695867911,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
13,"v2,v1,v3",39,39,1,39,39,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.40895509510301054,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
14,"v1,v3,v2",42,42,1,42,42,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.41548034898005426,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
15,"v2,v3,v1",45,45,1,45,45,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4132922689896077,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
16,"v1,v2,v3",48,48,1,48,48,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4091096150223166,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
17,"v2,v1,v3",51,51,1,51,51,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.40559886302798986,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
18,"v2,v1,v3",54,54,1,54,54,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.41211856296285987,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
19,"v1,v2,v3",57,57,1,57,57,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4072549359407276,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
20,"v2,v3,v1",60,60,1,60,60,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.40876371203921735,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
21,"v2,v3,v1",63,63,1,63,63,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4131753919646144,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
22,"v1,v2,v3",66,66,1,66,66,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.4123832490295172,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
23,"v3,v1,v2",69,69,1,69,69,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.41264609596692026,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
24,"v3,v2,v1",72,72,1,72,72,1.3862943649291992,0.6931471824645996,0.6931471824645996,0.40725921699777246,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996,1.3862943649291992,0.6931471824645996
