super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
27,"v1,v4,v3,v2",108,108,108,108,0.47350725531578064,1.0731043219566345,0.47748321230518526,0.845777839422226,0.21399654308333993,0.4720945954322815,1.077987551689148,0.47602714249219374,0.49282296650717705,0.4742248058319092,1.0754802227020264,0.46709274866877953,0.4880382775119617,0.4713011384010315,1.06562077999115,0.4837358321316443,0.49760765550239233,0.4764084815979004,1.0733287334442139,0.48307712592812346,0.5023923444976076
28,"v4,v2,v1,v3",112,112,112,112,0.4744655191898346,1.0164300203323364,0.5338007329157772,0.845777839422226,0.24020933103747666,0.47575443983078003,1.002109408378601,0.5361382688224583,0.5430622009569378,0.4726366400718689,1.0353221893310547,0.5305814633545726,0.5382775119617225,0.4716164469718933,1.019507884979248,0.5387789459218031,0.5454545454545454,0.47785454988479614,1.008780598640442,0.5297042535642748,0.5382775119617225
29,"v2,v1,v4,v3",116,116,116,116,0.47371166199445724,1.047594130039215,0.5197244193010134,0.845777839422226,0.22086585802026093,0.47438254952430725,1.0400434732437134,0.5259721919756521,0.5263157894736842,0.47587913274765015,1.0634628534317017,0.49982448107448113,0.5047846889952153,0.47293221950531006,1.045710563659668,0.5216537986285004,0.5239234449760766,0.4716527462005615,1.0411596298217773,0.5314472055254199,0.5358851674641149
30,"v3,v1,v4,v2",120,120,120,120,0.4735100269317627,1.0134728252887726,0.5407705724857067,0.845777839422226,0.2135282689705491,0.4747283160686493,1.0100882053375244,0.5431564053802115,0.5502392344497608,0.47500988841056824,1.0210822820663452,0.53917054542112,0.5478468899521531,0.47112178802490234,1.0151294469833374,0.5376288381330357,0.5454545454545454,0.4731801152229309,1.0075913667678833,0.5431265010084595,0.5526315789473685
31,"v1,v2,v4,v3",124,124,124,124,0.4725983142852783,0.9927877187728882,0.5546840757983439,0.845777839422226,0.2180349580012262,0.4722886085510254,0.9838944673538208,0.5678867349366289,0.5645933014354066,0.4738057255744934,1.0085105895996094,0.5411414188113217,0.5382775119617225,0.47135478258132935,0.990550696849823,0.5533192582979992,0.5526315789473685,0.47294414043426514,0.9881951212882996,0.5563888911474257,0.5550239234449761
32,"v4,v1,v2,v3",128,128,128,128,0.4728775694966316,1.0498894453048706,0.488492166738531,0.845777839422226,0.21880876692011952,0.47323888540267944,1.0386061668395996,0.5075868758434549,0.5143540669856459,0.4734205901622772,1.0716756582260132,0.4675685322959943,0.48564593301435405,0.473019003868103,1.0475631952285767,0.4784996045447925,0.49282296650717705,0.4718317985534668,1.041712760925293,0.5003136542698824,0.5143540669856459
33,"v1,v3,v4,v2",132,132,132,132,0.47303833067417145,1.0870991349220276,0.4587253427033029,0.845777839422226,0.2194918328896165,0.4768063426017761,1.074950098991394,0.4709513809175066,0.4784688995215311,0.47197529673576355,1.1052935123443604,0.44330602760113225,0.4665071770334928,0.4721713364124298,1.0913829803466797,0.4549825878090637,0.47368421052631576,0.4712003469467163,1.0767699480056763,0.4656613744855092,0.48086124401913877
34,"v3,v4,v2,v1",136,136,136,136,0.47199471294879913,1.0174317210912704,0.5231518683010644,0.845777839422226,0.21303754206746817,0.4735320508480072,1.0001757144927979,0.5315816412465272,0.5382775119617225,0.47230881452560425,1.0449227094650269,0.5002186862029678,0.5095693779904307,0.47137370705604553,1.0249615907669067,0.5172658727276163,0.5263157894736842,0.47076427936553955,0.9996668696403503,0.5435412730271462,0.5502392344497608
35,"v1,v2,v4,v3",140,140,140,140,0.4724326431751251,1.0154220461845398,0.5240379483707791,0.845777839422226,0.2135954019613564,0.4721371829509735,1.0072764158248901,0.5369936081631591,0.5430622009569378,0.4719758927822113,1.0267921686172485,0.5057133628086327,0.5191387559808612,0.47318848967552185,1.0168780088424683,0.5275574232629447,0.5358851674641149,0.4724290072917938,1.0107415914535522,0.52588739924838,0.5382775119617225
36,"v3,v2,v1,v4",144,144,144,144,0.4728318154811859,0.9862836003303528,0.5531108421949942,0.845777839422226,0.2232121960259974,0.4725308120250702,0.9847856163978577,0.5506641410804223,0.5550239234449761,0.4730222821235657,0.995086669921875,0.5477690299699617,0.5550239234449761,0.47324132919311523,0.9783772826194763,0.5550789059189496,0.5598086124401914,0.47253283858299255,0.9868848323822021,0.5589312918106428,0.5645933014354066
37,"v2,v1,v3,v4",148,148,148,148,0.47482234239578247,1.0205454528331757,0.513532351734116,0.845777839422226,0.2107749250717461,0.4810407757759094,1.0150245428085327,0.5149750263546605,0.5311004784688995,0.4744775891304016,1.0338940620422363,0.5033322398251502,0.5239234449760766,0.4726943373680115,1.0146619081497192,0.5157842254062573,0.5358851674641149,0.4710766673088074,1.0186012983322144,0.5200379153503963,0.5358851674641149
38,"v2,v1,v4,v3",152,152,152,152,0.4717480465769768,1.0028990060091019,0.5289320964199296,0.845777839422226,0.2244712261017412,0.46946853399276733,1.0063121318817139,0.5275319251531386,0.5334928229665071,0.473192423582077,1.0032153129577637,0.5301736439468663,0.5358851674641149,0.4712369740009308,0.9947623610496521,0.535477809757977,0.5406698564593302,0.47309425473213196,1.0073062181472778,0.5225450068217363,0.5311004784688995
39,"v3,v2,v1,v4",156,156,156,156,0.46978583186864853,1.0385387539863586,0.49357894652681894,0.845777839422226,0.21180897601880133,0.47028371691703796,1.043785810470581,0.4817720525240116,0.4904306220095694,0.46995705366134644,1.0412687063217163,0.497077850877193,0.5047846889952153,0.4702777564525604,1.033014178276062,0.5014388253147943,0.5095693779904307,0.4686248004436493,1.0360863208770752,0.4940270573912769,0.5023923444976076
40,"v4,v1,v3,v2",160,160,160,160,0.46984127163887024,1.0758702754974365,0.45448544472254193,0.845777839422226,0.23077963897958398,0.4687308073043823,1.0625470876693726,0.46861501157424496,0.47368421052631576,0.47124719619750977,1.097055435180664,0.4399467621276791,0.4473684210526316,0.4715825319290161,1.085554838180542,0.4442092676889513,0.45454545454545453,0.46780455112457275,1.0583237409591675,0.46517073749929244,0.47129186602870815
41,"v4,v3,v2,v1",164,164,164,164,0.4708040803670883,1.0112606883049011,0.5170859378895705,0.845777839422226,0.20635357103310525,0.47286292910575867,1.0113215446472168,0.5193233781813809,0.5167464114832536,0.4716401696205139,1.024004340171814,0.5000181815597817,0.49760765550239233,0.46885842084884644,1.0093859434127808,0.520993851466664,0.5167464114832536,0.46985480189323425,1.000330924987793,0.5280083403504552,0.5263157894736842
42,"v3,v2,v4,v1",168,168,168,168,0.47266846150159836,1.0530722737312317,0.495521452905734,0.845777839422226,0.20534640992991626,0.47262245416641235,1.0389635562896729,0.5022250654811139,0.5,0.4718870222568512,1.0870716571807861,0.4783454577852151,0.4784688995215311,0.471357524394989,1.06027090549469,0.4909347199757626,0.4904306220095694,0.47480684518814087,1.0259829759597778,0.5105805683808445,0.5095693779904307
43,"v1,v3,v4,v2",172,172,172,172,0.4765242263674736,1.0915131866931915,0.45021923506117933,0.845777839422226,0.23314013285562396,0.47410640120506287,1.087632417678833,0.4633415707311193,0.4688995215311005,0.4799022972583771,1.1088992357254028,0.4308883075246954,0.44976076555023925,0.4765438139438629,1.0958226919174194,0.44393950956450956,0.45933014354066987,0.47554439306259155,1.0736984014511108,0.46270755242439304,0.47368421052631576
44,"v2,v3,v4,v1",176,176,176,176,0.47636333107948303,1.0341185331344604,0.49740206092155426,0.845777839422226,0.21308030001819134,0.4736151099205017,1.047318696975708,0.48460629279533823,0.48564593301435405,0.47607421875,1.0426279306411743,0.4877801764898539,0.49521531100478466,0.4740827977657318,1.0290976762771606,0.5021517052767053,0.5095693779904307,0.4816811978816986,1.0174298286437988,0.5150700691243197,0.5191387559808612
45,"v3,v1,v2,v4",180,180,180,180,0.47295352071523666,1.0682601630687714,0.4845446535559759,0.845777839422226,0.21961412415839732,0.47317084670066833,1.082237958908081,0.48428855126247067,0.4880382775119617,0.47301629185676575,1.0647668838500977,0.4816079529049054,0.48325358851674644,0.47138264775276184,1.0649480819702148,0.4824271266736373,0.48564593301435405,0.47424429655075073,1.061087727546692,0.4898549833828902,0.49521531100478466
46,"v1,v2,v4,v3",184,184,184,184,0.4715521037578583,1.0435892045497894,0.5003001669742343,0.845777839422226,0.20544534805230796,0.4711255431175232,1.0639971494674683,0.48880863143446346,0.5,0.4725250005722046,1.0336648225784302,0.5153390055187295,0.5239234449760766,0.47241878509521484,1.0319575071334839,0.5085767454245468,0.5167464114832536,0.4701390862464905,1.0447373390197754,0.48847628551919736,0.5023923444976076
