super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges,batches_all_inverse_edges,train_loss_all_inverse_edges,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges
11,"all_inverse_edges,no_changes,universal_edges",33,33,3,0.6931471824645996,1,11,0.0004755403739788259,0.0007883924796866874,9.218277312116697,1,0.6931471824645996,0.00022840617748443037,0.00022870262910146266,0.0,0.0,0.0,0.4996962529243734,0.4998018104091711,0.4974225444957152,0.3496881068844886,1,0.6931471824645996,0.0004946402623318136,0.0004947271663695574,0.0,0.0003295978905735003,0.0011535926170072512,0.4996122377757959,0.4995004709900155,0.4935036255767963,0.34939511345278385,1,0.6931471824645996,0.0007030992419458926,0.0007031913264654577,0.00016479894528675015,0.0008239947264337508,0.0011535926170072512,0.5013830185996614,0.4996071636203073,0.49489123269611074,0.3502888677982164
12,"all_inverse_edges,universal_edges,no_changes",36,36,3,0.6931471824645996,1,12,0.0004752044236132254,0.0007883924796866874,9.242784613976255,1,0.6931471824645996,0.00027666057576425374,0.0002767230325844139,0.0,0.0,0.0004943968358602505,0.49914692310675096,0.49997896446983214,0.49972643375082404,0.3495876354008409,1,0.6931471824645996,0.0006319698295556009,0.0006322095869109035,0.00016479894528675015,0.0003295978905735003,0.0014831905075807514,0.49744076932025283,0.49965126005360416,0.49546473302570865,0.3485343381917689,1,0.6931471824645996,0.0005166037008166313,0.0005166806513443589,0.0,0.0004943968358602505,0.000988793671720501,0.4994118939599571,0.5001383782082415,0.5017996044825314,0.349842757227537
13,"universal_edges,all_inverse_edges,no_changes",39,39,3,0.6931471824645996,1,13,0.0004099048286055525,0.0007883924796866874,9.215230002067983,1,0.6931471824645996,0.00018611096311360598,0.0001862143399193883,0.0,0.0,0.00016479894528675015,0.4999224475551592,0.5001211440358684,0.5015754779169413,0.3500607814809717,1,0.6931471824645996,0.000548935669939965,0.0005492932978086174,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.49941835666369383,0.4997909124004112,0.49728081740276864,0.3495525110561229,1,0.6931471824645996,0.0004885314265266061,0.0004942068480886519,0.0,0.0003295978905735003,0.000988793671720501,0.5010081817829307,0.5002009779816893,0.5026137112722479,0.35062236422283755
14,"universal_edges,no_changes,all_inverse_edges",42,42,3,0.6931471824645996,1,14,0.0004739628833097716,0.0007883924796866874,9.236187444068491,1,0.6931471824645996,0.0002484865253791213,0.0002486365847289562,0.0,0.0,0.0003295978905735003,0.5001098659635245,0.5005631427642273,0.5073236651285432,0.35051910780416906,1,0.6931471824645996,0.0005299988551996648,0.000530209275893867,0.00016479894528675015,0.00016479894528675015,0.0006591957811470006,0.49927617718148565,0.500704314212211,0.5091595253790375,0.3502572119638356,1,0.6931471824645996,0.0006429437780752778,0.0006430427893064916,0.00016479894528675015,0.0003295978905735003,0.000988793671720501,0.4982356818798713,0.5004151422200795,0.505398813447594,0.3495387269147271
15,"all_inverse_edges,universal_edges,no_changes",45,45,3,0.6931471824645996,1,15,0.0004980812470118204,0.0007883924796866874,9.177935555111617,1,0.6931471824645996,0.00022415639250539243,0.0002271559787914157,0.0,0.0,0.0004943968358602505,0.5001874184083653,0.49960995625794014,0.49492748846407386,0.3497489450482113,1,0.6931471824645996,0.0005761483334936202,0.0005763819208368659,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.5010663461165613,0.5002280961205051,0.5029663810151616,0.3506717764848968,1,0.6931471824645996,0.0006905553163960576,0.0006907058414071798,0.00016479894528675015,0.0004943968358602505,0.000988793671720501,0.5002585081494694,0.500233671092596,0.5030388925510877,0.3503088380595033
16,"all_inverse_edges,universal_edges,no_changes",48,48,3,0.6931471824645996,1,16,0.00045461302215699106,0.0007883924796866874,9.218284249072894,1,0.6931471824645996,0.00015410919149871916,0.00015419557166751474,0.0,0.0,0.0,0.5007367482259878,0.4999295436583738,0.4990837178642057,0.3502691262036092,1,0.6931471824645996,0.0006539350724779069,0.0006540773320011795,0.00016479894528675015,0.0003295978905735003,0.0011535926170072512,0.498022412656559,0.4999100276372741,0.49882992748846405,0.3490170607323766,1,0.6931471824645996,0.0005554275121539831,0.000555566162802279,0.0,0.0003295978905735003,0.0011535926170072512,0.5004459265578347,0.4994338139516138,0.49263678312458803,0.34971691060477095
17,"all_inverse_edges,no_changes,universal_edges",51,51,3,0.6931471824645996,1,17,0.00048218471541379887,0.0007883924796866874,9.192403160966933,1,0.6931471824645996,0.0003283779078628868,0.0003285199054516852,0.00016479894528675015,0.00016479894528675015,0.00016479894528675015,0.5008143006708287,0.4992868144242677,0.4907251153592617,0.34975900605949833,1,0.6931471824645996,0.0005043130367994308,0.0005050694453530014,0.00016479894528675015,0.00016479894528675015,0.0004943968358602505,0.5011438985614022,0.4994984376177162,0.4934772577455504,0.35008812226059927,1,0.6931471824645996,0.0005853832117281854,0.0006129647954367101,0.00016479894528675015,0.0004943968358602505,0.0008239947264337508,0.49844895110318355,0.498908435668275,0.4858042188529993,0.34836642047633737
18,"universal_edges,all_inverse_edges,no_changes",54,54,3,0.6931471824645996,1,18,0.00033982838795054704,0.0007883924796866874,9.205325768096372,1,0.6931471824645996,0.00019222726405132562,0.000192314459127374,0.0,0.0,0.0,0.5006268822624633,0.4992173725120035,0.48982201713909035,0.3496151407249282,1,0.6931471824645996,0.0004155744973104447,0.00041598157258704305,0.0,0.00016479894528675015,0.0006591957811470006,0.499340804218853,0.4998996378767453,0.4986947923533289,0.3496090066923225,1,0.6931471824645996,0.0004110173904336989,0.0004111891321372241,0.0,0.0,0.0006591957811470006,0.5002843589644164,0.499588920492981,0.4946539222148978,0.3497751259480902
19,"universal_edges,no_changes,all_inverse_edges",57,57,3,0.6931471824645996,1,19,0.00043302222426670295,0.0007883924796866874,9.229803655995056,1,0.6931471824645996,0.00032261080923490226,0.00032268735230900347,0.0,0.00016479894528675015,0.0003295978905735003,0.497705740173459,0.5009656484358794,0.5125576796308504,0.3497570953957675,1,0.6931471824645996,0.0005230320966802537,0.0005235492717474699,0.0,0.0006591957811470006,0.0006591957811470006,0.49982550699910816,0.5003657134621439,0.5047560975609756,0.3502229640957996,1,0.6931471824645996,0.0004525897675193846,0.0004528300487436354,0.0,0.00016479894528675015,0.0006591957811470006,0.4985329662517611,0.5008117845439609,0.5105570204350692,0.3500074191565085
20,"no_changes,all_inverse_edges,universal_edges",60,60,3,0.6931471824645996,1,20,0.000529388819510738,0.0007883924796866874,9.212226795963943,1,0.6931471824645996,0.0005172090022824705,0.0005172921810299158,0.00016479894528675015,0.0003295978905735003,0.0003295978905735003,0.49982550699910816,0.5019801615705262,0.5257514831905076,0.35157891435435445,1,0.6931471824645996,0.0005791323492303491,0.0005793229211121798,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.49867514573396926,0.5009167101319902,0.5119215557020436,0.3501604825555304,1,0.6931471824645996,0.000491362705361098,0.0004915513563901186,0.0,0.00016479894528675015,0.000988793671720501,0.4992115501441183,0.5016207854854925,0.5210777851021753,0.35099612181004886
21,"no_changes,universal_edges,all_inverse_edges",63,63,3,0.6931471824645996,1,21,0.0005766437097918242,0.0007883924796866874,9.290344522800297,1,0.6931471824645996,0.0008861923706717789,0.0008862848626449704,0.00016479894528675015,0.0008239947264337508,0.0014831905075807514,0.5029082166815309,0.502647428358011,0.5344297956493078,0.3535552448721747,1,0.6931471824645996,0.0004233884101267904,0.00042651520925574005,0.0,0.0,0.0004943968358602505,0.504174906613931,0.5019892867326675,0.5258701384311141,0.3535801053576991,1,0.6931471824645996,0.0004169623425696045,0.0004171310574747622,0.0,0.0,0.00016479894528675015,0.503858234130831,0.5019023473883384,0.524739617666447,0.3533618023658284
22,"no_changes,all_inverse_edges,universal_edges",66,66,3,0.6931471824645996,1,22,0.0005942375088731447,0.0007883924796866874,9.198696600040421,1,0.6931471824645996,0.0005430823075585067,0.0005432362668216228,0.00016479894528675015,0.0004943968358602505,0.0006591957811470006,0.4976734266547753,0.499983272615368,0.4997824653922215,0.3489193696797369,1,0.6931471824645996,0.0007110869628377259,0.000711534870788455,0.0003295978905735003,0.0003295978905735003,0.000988793671720501,0.4986492949190223,0.4993385219029918,0.49139749505603164,0.34882084330613744,1,0.6931471824645996,0.0005278126918710768,0.0005279413890093565,0.00016479894528675015,0.00016479894528675015,0.0008239947264337508,0.49761526232114467,0.4995835921370797,0.4945847066578774,0.3485569622474358
23,"all_inverse_edges,no_changes,universal_edges",69,69,3,0.6931471824645996,1,23,0.0005927513169202333,0.0007883924796866874,9.198781052837148,1,0.6931471824645996,0.00021629189723171294,0.0002164120232919231,0.0,0.00016479894528675015,0.00016479894528675015,0.49928910258895914,0.49815900628492416,0.4760580092287409,0.3481106968089243,1,0.6931471824645996,0.0008180006989277899,0.0008184470352716744,0.0004943968358602505,0.0006591957811470006,0.0008239947264337508,0.4980805769901896,0.4985959443173199,0.4817402768622281,0.3479351089309739,1,0.6931471824645996,0.0007433008286170661,0.0007433948921971023,0.0003295978905735003,0.0006591957811470006,0.0008239947264337508,0.4971047087259426,0.4984707345226911,0.480112063282795,0.34738707600474844
24,"no_changes,universal_edges,all_inverse_edges",72,72,3,0.6931471824645996,1,24,0.0004942740051774308,0.0007883924796866874,9.211244788952172,1,0.6931471824645996,0.00017908340669237077,0.00017918787489179522,0.0,0.0,0.0,0.49866868303023254,0.49878044972296015,0.4841397495056031,0.3483576946259923,1,0.6931471824645996,0.0008051227778196335,0.0008052337798289955,0.0003295978905735003,0.0006591957811470006,0.000988793671720501,0.49883671332738766,0.4991968502097306,0.4895550428477258,0.3487862334222033,1,0.6931471824645996,0.0004982337122783065,0.0004984003608115017,0.0,0.0003295978905735003,0.000988793671720501,0.4980805769901896,0.4984965965757894,0.48044825313118,0.34785102260943784
25,"no_changes,all_inverse_edges,universal_edges",75,75,3,0.6931471824645996,1,25,0.00045999935537111014,0.0007883924796866874,9.225207803072408,1,0.6931471824645996,0.00018103125330526382,0.00018114149861503392,0.0,0.0,0.00016479894528675015,0.4997027156281102,0.4987713213533446,0.4840210942649967,0.3488180204202321,1,0.6931471824645996,0.000435517547884956,0.00043559016194194555,0.0,0.0,0.0008239947264337508,0.49753770987630386,0.4996053876025057,0.4948681608437706,0.34853995727985765,1,0.6931471824645996,0.000763131189160049,0.000763266405556351,0.0003295978905735003,0.0004943968358602505,0.000988793671720501,0.49698838005868134,0.49907467543587675,0.4879663810151615,0.34784341157831516
26,"all_inverse_edges,universal_edges,no_changes",78,78,3,0.6931471824645996,1,26,0.0003441437244570504,0.0007883924796866874,9.216442497912794,1,0.6931471824645996,0.0001895868917927146,0.00018972394173033535,0.0,0.0,0.0,0.5014605710445021,0.5000572777846183,0.5007448912326962,0.3507062059970189,1,0.6931471824645996,0.0005169562646187842,0.0005171944503672421,0.0,0.00016479894528675015,0.0013183915622940012,0.4991727739216979,0.49950807395827235,0.49360250494396835,0.34920192439719855,1,0.6931471824645996,0.000325356493704021,0.00032551278127357364,0.0,0.00016479894528675015,0.0003295978905735003,0.5010340325978776,0.49985427148781914,0.4981048121292023,0.35034034924553487
27,"no_changes,universal_edges,all_inverse_edges",81,81,3,0.6931471824645996,1,27,0.0005673432994323472,0.0007883924796866874,9.222131181973964,1,0.6931471824645996,0.0007726809708401561,0.0007728127529844642,0.0003295978905735003,0.0006591957811470006,0.0008239947264337508,0.501757855416392,0.5016709257698633,0.5217303889255109,0.35220577242525614,1,0.6931471824645996,0.0004045258683618158,0.00040468916995450854,0.0,0.0,0.0008239947264337508,0.4994571328861142,0.5023507353679487,0.5305702043506921,0.351718953980557,1,0.6931471824645996,0.0005237901932559907,0.0005245279753580689,0.0,0.00016479894528675015,0.0011535926170072512,0.5024622901236961,0.502220129377242,0.5288727752142386,0.35299102017396927
28,"no_changes,universal_edges,all_inverse_edges",84,84,3,0.6931471824645996,1,28,0.0005839796406993022,0.0007883924796866874,9.236340950941667,1,0.6931471824645996,0.0002569821663200855,0.000257056177360937,0.0,0.0,0.0,0.4977315909884059,0.5007679519464744,0.509986816084377,0.3496036361250325,1,0.6931471824645996,0.0006326913717202842,0.0006357500678859651,0.00016479894528675015,0.00016479894528675015,0.0013183915622940012,0.49928910258895914,0.5011518992212162,0.5149802241265655,0.350638919988454,1,0.6931471824645996,0.0008585488540120423,0.0008591326768510044,0.0003295978905735003,0.0004943968358602505,0.0011535926170072512,0.4994829837010612,0.5008366099770966,0.5108800263678313,0.350462953535692
29,"all_inverse_edges,universal_edges,no_changes",87,87,3,0.6931471824645996,1,29,0.0006488847429864109,0.0007883924796866874,9.191812356002629,1,0.6931471824645996,0.0005168699426576495,0.0005169656360521913,0.00016479894528675015,0.0003295978905735003,0.0006591957811470006,0.500465314669045,0.500018247649884,0.5002373104812129,0.3502208374032838,1,0.6931471824645996,0.0006569903925992548,0.0006575359730049968,0.00016479894528675015,0.00016479894528675015,0.0013183915622940012,0.4988302506236509,0.4982155305286566,0.47679301252471984,0.3479516386083438,1,0.6931471824645996,0.0007720564608462155,0.0007721526199020445,0.0,0.0004943968358602505,0.001977587343441002,0.4985458916592346,0.4990612595219049,0.48779169413315754,0.34853961902776226
30,"all_inverse_edges,no_changes,universal_edges",90,90,3,0.6931471824645996,1,30,0.0005751542921643704,0.0007883924796866874,9.202329858904704,1,0.6931471824645996,0.00065299664856866,0.0006531787221319973,0.0003295978905735003,0.0003295978905735003,0.0008239947264337508,0.5011891374875593,0.49951263017070446,0.4936618325642716,0.3501206792822671,1,0.6931471824645996,0.0004289897915441543,0.000429090898251161,0.0,0.00016479894528675015,0.0006591957811470006,0.501951736528494,0.49970397634407016,0.4961502966381015,0.3506288812709791,1,0.6931471824645996,0.0006431275396607816,0.0006431932561099529,0.0,0.0006591957811470006,0.0013183915622940012,0.5001938811121021,0.49947360526130125,0.4931542518127884,0.3496363465852864
31,"universal_edges,all_inverse_edges,no_changes",93,93,3,0.6931471824645996,1,31,0.000523334068323796,0.0007883924796866874,9.192186800064519,1,0.6931471824645996,0.00043263478437438607,0.00043270798050798476,0.00016479894528675015,0.0003295978905735003,0.0003295978905735003,0.4995282226272183,0.5003416372397608,0.5044429795649308,0.3500671004327148,1,0.6931471824645996,0.0005612118984572589,0.0005612856475636363,0.0,0.00016479894528675015,0.0016479894528675016,0.49988367133273875,0.4997843230935223,0.4971951219512195,0.34975853333587115,1,0.6931471824645996,0.0005756006576120853,0.0005760085768997669,0.00016479894528675015,0.00016479894528675015,0.000988793671720501,0.5006721211886205,0.5001257060862971,0.5016348055372446,0.3504058080751467
32,"all_inverse_edges,no_changes,universal_edges",96,96,3,0.6931471824645996,1,32,0.0003617959446273744,0.0007883924796866874,9.21046143793501,1,0.6931471824645996,0.0002550235949456692,0.00025543352239765227,0.0,0.0,0.0004943968358602505,0.4993214161076428,0.4994890661835273,0.4933553065260382,0.3492533874960022,1,0.6931471824645996,0.0004779706650879234,0.00047801321488805115,0.00016479894528675015,0.00016479894528675015,0.0004943968358602505,0.4994571328861142,0.4998669442380019,0.4982696110744891,0.3496343532930283,1,0.6931471824645996,0.0003518924640957266,0.0003519410965964198,0.0,0.0,0.0006591957811470006,0.5001486421859449,0.49938490111319067,0.4920006591957811,0.3495406325273699
33,"all_inverse_edges,universal_edges,no_changes",99,99,3,0.6931471824645996,1,33,0.0005153043894097209,0.0007883924796866874,9.204358841991052,1,0.6931471824645996,0.00016841254546307027,0.00017331517301499844,0.0,0.0,0.0,0.49956699884963873,0.4988529309121783,0.48508239947264337,0.3488258968649992,1,0.6931471824645996,0.0006930356030352414,0.0006931914249435067,0.0003295978905735003,0.0006591957811470006,0.000988793671720501,0.5017320046014451,0.500055503896316,0.500721819380356,0.35082795760703145,1,0.6931471824645996,0.0006791960913687944,0.0006794065702706575,0.00016479894528675015,0.0006591957811470006,0.0011535926170072512,0.5004782400765184,0.4991867072081804,0.4894232036914964,0.34952178866195477
