super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,updates_per_super_epoch,mean_train_loss,mean_val_loss,best_mean_val_loss,mean_val_macro_f1,cycle_seconds,train_loss_unchanged,val_loss_unchanged,val_macro_f1_unchanged,val_accuracy_unchanged,train_loss_exact_2,val_loss_exact_2,val_macro_f1_exact_2,val_accuracy_exact_2
1,"unchanged,exact_2",2,2,1,2,2.0637234449386597,2.0485458374023438,2.0485458374023438,0.22846139598312734,14.511162837967277,2.0765273571014404,2.0496504306793213,0.2233738141423774,0.5499685732243872,2.050919532775879,2.047441244125366,0.2335489778238773,0.5581395348837209
