super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
11,"v1,v3,v4,v2",44,44,44,44,0.47669384628534317,0.8570394068956375,0.6355733331646903,0.8332048058509827,0.2098530561197549,0.47639453411102295,0.8555113673210144,0.6324293963942774,0.6339712918660287,0.47708550095558167,0.8683527708053589,0.6213071657015766,0.6196172248803827,0.4769725203514099,0.8506918549537659,0.6409881668502359,0.6411483253588517,0.47632282972335815,0.8536016345024109,0.6475686037126716,0.6483253588516746
12,"v4,v2,v3,v1",48,48,48,48,0.4768083244562149,0.8696913868188858,0.6198431036147752,0.8332048058509827,0.2102864789776504,0.47798290848731995,0.87369704246521,0.6021882859319098,0.6052631578947368,0.47783634066581726,0.875532865524292,0.6190824294033328,0.6196172248803827,0.4751812517642975,0.8596605658531189,0.6369676653278106,0.638755980861244,0.4762327969074249,0.8698750734329224,0.6211340337960477,0.6244019138755981
13,"v4,v3,v1,v2",52,52,52,52,0.4753808230161667,0.8791052401065826,0.6252354369497783,0.8332048058509827,0.21464556804858148,0.4745507538318634,0.8753490447998047,0.624786928720351,0.6267942583732058,0.4757537841796875,0.895859956741333,0.6119805832220189,0.6124401913875598,0.47561413049697876,0.8731047511100769,0.6284254435862123,0.6291866028708134,0.4756046235561371,0.872107207775116,0.6357487922705314,0.6363636363636364
14,"v1,v2,v4,v3",56,56,56,56,0.4726938009262085,0.8682664483785629,0.6371559548954491,0.8332048058509827,0.21080431411974132,0.473594605922699,0.8654835820198059,0.6362610650248453,0.6339712918660287,0.4739678204059601,0.8872091770172119,0.6247764649313322,0.6244019138755981,0.47077667713165283,0.8643185496330261,0.6368568688574546,0.6339712918660287,0.4724361002445221,0.8560544848442078,0.6507294207681639,0.6483253588516746
15,"v4,v1,v2,v3",60,60,60,60,0.469953216612339,0.9132415503263474,0.6266816509885356,0.8332048058509827,0.2075378440786153,0.47046902775764465,0.9210225343704224,0.622383307806828,0.6244019138755981,0.47121182084083557,0.9165152311325073,0.6194054910515637,0.6196172248803827,0.46824073791503906,0.9046969413757324,0.6353542050976103,0.6339712918660287,0.4698912799358368,0.9107314944267273,0.6295835999981404,0.631578947368421
16,"v3,v2,v4,v1",64,64,64,64,0.46969837695360184,1.0831160247325897,0.4315430642244668,0.8332048058509827,0.21320786094292998,0.46874386072158813,1.0591365098953247,0.4611961400867237,0.5119617224880383,0.46800297498703003,1.1101601123809814,0.403321271823531,0.47607655502392343,0.46835336089134216,1.092742919921875,0.4198634659166589,0.49282296650717705,0.473693311214447,1.0704245567321777,0.4417913790709536,0.5023923444976076
17,"v2,v4,v1,v3",68,68,68,68,0.4749387130141258,0.9284910261631012,0.6157160138714297,0.8332048058509827,0.22736421111039817,0.4749314486980438,0.9287741780281067,0.6151065463786312,0.6148325358851675,0.4836558401584625,0.9371233582496643,0.6115484813738202,0.6124401913875598,0.4735715687274933,0.9130310416221619,0.6256956594416895,0.6267942583732058,0.46759599447250366,0.9350355267524719,0.6105133682915777,0.6100478468899522
18,"v4,v2,v1,v3",72,72,72,72,0.47147998213768005,0.9690363109111786,0.5774874097270373,0.8332048058509827,0.21125815785489976,0.47546929121017456,0.9791420102119446,0.5745814329966473,0.5765550239234449,0.4706575274467468,0.9690477848052979,0.579718026734406,0.5789473684210527,0.47005894780158997,0.9555811285972595,0.576812905171114,0.5765550239234449,0.46973416209220886,0.9723743200302124,0.5788372740059818,0.5813397129186603
19,"v1,v2,v4,v3",76,76,76,76,0.4717545807361603,0.960472971200943,0.5804799072644589,0.8332048058509827,0.21671315911225975,0.4702027142047882,0.9674761295318604,0.5757490939446871,0.5741626794258373,0.47230231761932373,0.9612695574760437,0.5834639430401848,0.5813397129186603,0.4729253053665161,0.95399409532547,0.5767870614862316,0.5741626794258373,0.47158798575401306,0.959152102470398,0.5859195305867319,0.5861244019138756
20,"v2,v1,v3,v4",80,80,80,80,0.47692476212978363,0.937454491853714,0.5872488124066413,0.8332048058509827,0.214895413024351,0.4839213788509369,0.9416494369506836,0.578358214417285,0.5813397129186603,0.4717211425304413,0.9468520879745483,0.5843879962127287,0.5861244019138756,0.47065410017967224,0.9269457459449768,0.5910622236600884,0.5933014354066986,0.4814024269580841,0.9343706965446472,0.5951868153364632,0.5980861244019139
21,"v3,v4,v1,v2",84,84,84,84,0.47493694722652435,0.9690459668636322,0.5703837655298527,0.8332048058509827,0.22469928907230496,0.4725349247455597,0.9509331583976746,0.5813256423617422,0.5861244019138756,0.47839999198913574,0.9965234994888306,0.5485809316265766,0.5574162679425837,0.47518444061279297,0.9716106653213501,0.576331407762456,0.5813397129186603,0.473628431558609,0.9571165442466736,0.5752970803686361,0.5813397129186603
22,"v3,v4,v1,v2",88,88,88,88,0.4730193093419075,0.995891660451889,0.5426678622675444,0.8332048058509827,0.20993311796337366,0.4738008975982666,0.9966813921928406,0.5439552088972249,0.5526315789473685,0.47099122405052185,1.0001749992370605,0.5406853431544135,0.5526315789473685,0.4725637137889862,0.9873970150947571,0.5478117532401251,0.562200956937799,0.47472140192985535,0.999313235282898,0.538219143778414,0.5502392344497608
23,"v3,v4,v2,v1",92,92,92,92,0.47086530178785324,0.976125568151474,0.55073480474597,0.8332048058509827,0.2173218159005046,0.47167226672172546,0.9751471281051636,0.5551811328741016,0.5550239234449761,0.47107309103012085,0.9997578859329224,0.5249100551350341,0.5263157894736842,0.4698202311992645,0.9711540341377258,0.555040598228912,0.5550239234449761,0.4708956182003021,0.9584432244300842,0.5678074327458321,0.5669856459330144
24,"v4,v2,v1,v3",96,96,96,96,0.47164323180913925,1.0382587909698486,0.5332645504839455,0.8332048058509827,0.22931153886020184,0.47093528509140015,1.0361251831054688,0.5396234731974804,0.5406698564593302,0.4733937680721283,1.043936014175415,0.5210076170657878,0.5191387559808612,0.47138288617134094,1.03645920753479,0.5320097526994079,0.5334928229665071,0.4708609879016876,1.0365147590637207,0.5404173589731059,0.5430622009569378
25,"v4,v1,v2,v3",100,100,100,100,0.4706786274909973,0.9798003435134888,0.5520936398068246,0.8332048058509827,0.21921938890591264,0.46892642974853516,0.9819054007530212,0.5397138849129578,0.5334928229665071,0.4750136733055115,0.9962347149848938,0.5462132385052093,0.5430622009569378,0.46986740827560425,0.9739828705787659,0.5624633884111162,0.5598086124401914,0.4689069986343384,0.9670783877372742,0.5599840473980148,0.5526315789473685
26,"v4,v1,v2,v3",104,104,104,104,0.46920009702444077,0.9991181343793869,0.5265000541211164,0.8332048058509827,0.2360077181365341,0.468088299036026,1.003124713897705,0.5309467185687647,0.5334928229665071,0.4704796075820923,1.0058337450027466,0.5082266768470228,0.5047846889952153,0.46863338351249695,0.9880523085594177,0.5325403775263364,0.5287081339712919,0.4695990979671478,0.9994617700576782,0.5342864435423419,0.5358851674641149
27,"v2,v1,v3,v4",108,108,108,108,0.4696658328175545,1.0305358469486237,0.5167186517875703,0.8332048058509827,0.22256312100216746,0.4698347747325897,1.0256290435791016,0.5217722724621365,0.5287081339712919,0.47185218334198,1.0380206108093262,0.5088093051729415,0.5239234449760766,0.46905434131622314,1.0311871767044067,0.5135927502423819,0.5263157894736842,0.46792203187942505,1.0273065567016602,0.5227002792728207,0.5334928229665071
28,"v4,v1,v3,v2",112,112,112,112,0.47065383195877075,0.9967050105333328,0.5336843318866327,0.8332048058509827,0.23860406316816807,0.4690758287906647,0.9794136881828308,0.5575271261487303,0.5645933014354066,0.46928951144218445,1.0184251070022583,0.4995181587718511,0.5215311004784688,0.47327882051467896,0.9972585439682007,0.5343506856956196,0.5550239234449761,0.47097116708755493,0.9917227029800415,0.5433413569303294,0.5526315789473685
29,"v2,v1,v4,v3",116,116,116,116,0.4697912484407425,0.9772004038095474,0.5593640725390255,0.8332048058509827,0.2169248608406633,0.47062185406684875,0.956336259841919,0.5800265373454253,0.5789473684210527,0.4725554287433624,1.0146287679672241,0.5238786313834365,0.5311004784688995,0.46797481179237366,0.9842427372932434,0.553187504563101,0.5598086124401914,0.46801289916038513,0.9535938501358032,0.5803636168641396,0.5813397129186603
30,"v3,v4,v2,v1",120,120,120,120,0.47036968171596527,1.0407861173152924,0.48236962169022257,0.8332048058509827,0.22974209883250296,0.4706006646156311,1.0155940055847168,0.5046166999417158,0.5167464114832536,0.4729039669036865,1.0732316970825195,0.44989017262242287,0.48325358851674644,0.46816596388816833,1.0499091148376465,0.4784997436085268,0.5095693779904307,0.4698081314563751,1.0244096517562866,0.496471870588225,0.5167464114832536
31,"v2,v4,v3,v1",124,124,124,124,0.4681028798222542,1.0166950523853302,0.5134438845333237,0.8332048058509827,0.23592069000005722,0.4683079421520233,1.000828742980957,0.5306725727882043,0.5430622009569378,0.46894803643226624,1.0404009819030762,0.4907650173713396,0.5143540669856459,0.4678184390068054,1.0226985216140747,0.5038838153289001,0.5263157894736842,0.46733710169792175,1.002851963043213,0.5284541326448507,0.5454545454545454
32,"v2,v3,v4,v1",128,128,128,128,0.4677112102508545,1.0269565284252167,0.5130009522257358,0.8332048058509827,0.21869554393924773,0.46835970878601074,1.018890142440796,0.5215837472834658,0.5334928229665071,0.46804291009902954,1.0448130369186401,0.49558539008123165,0.5215311004784688,0.4667779207229614,1.0298709869384766,0.5079952418092395,0.5311004784688995,0.46766430139541626,1.014251947402954,0.5268394297290065,0.5454545454545454
33,"v2,v1,v4,v3",132,132,132,132,0.4673817828297615,1.0007293969392776,0.5551727674329261,0.8332048058509827,0.22932024695910513,0.4692282974720001,0.9978669881820679,0.5605539194283461,0.5645933014354066,0.46667250990867615,1.0197325944900513,0.5373310909877681,0.5502392344497608,0.4676949083805084,0.9963343143463135,0.5581880900508353,0.5669856459330144,0.46593141555786133,0.988983690738678,0.5646179692647546,0.5741626794258373
34,"v1,v4,v2,v3",136,136,136,136,0.4670429080724716,1.0421684682369232,0.511941834674251,0.8332048058509827,0.2298129410482943,0.46658527851104736,1.027629017829895,0.5218878769874459,0.5406698564593302,0.46857544779777527,1.069608211517334,0.4893767950448112,0.5263157894736842,0.467244952917099,1.034332275390625,0.5241184298070526,0.5454545454545454,0.46576595306396484,1.0371043682098389,0.5123842368576942,0.5430622009569378
35,"v2,v3,v1,v4",140,140,140,140,0.4674430340528488,1.0550765097141266,0.480740546002391,0.8332048058509827,0.24377050413750112,0.46910807490348816,1.0407772064208984,0.4989305059066602,0.5239234449760766,0.46674051880836487,1.0774784088134766,0.4527460700561325,0.49760765550239233,0.46608179807662964,1.0640043020248413,0.4690102305541464,0.507177033492823,0.4678417444229126,1.03804612159729,0.5022753774926249,0.5358851674641149
36,"v1,v4,v2,v3",144,144,144,144,0.46697694808244705,1.0571149587631226,0.48809518422926,0.8332048058509827,0.2162937601096928,0.46754294633865356,1.049881935119629,0.4989979868645187,0.5191387559808612,0.46743297576904297,1.074359655380249,0.46328449763743884,0.507177033492823,0.4667452275753021,1.0581481456756592,0.4850455742825839,0.5239234449760766,0.46618664264678955,1.0460700988769531,0.5050526781324985,0.5334928229665071
37,"v3,v1,v4,v2",148,148,148,148,0.4677515774965286,1.0723446011543274,0.4586754836995657,0.8332048058509827,0.23143801093101501,0.46865320205688477,1.0601012706756592,0.483720689283724,0.5095693779904307,0.46871307492256165,1.0960896015167236,0.4222615591386356,0.4688995215311005,0.46676555275917053,1.0743610858917236,0.44750264240676224,0.4880382775119617,0.46687448024749756,1.0588264465332031,0.4812170439691407,0.5095693779904307
38,"v3,v2,v4,v1",152,152,152,152,0.46984273940324783,1.0923857390880585,0.44551470343778066,0.8332048058509827,0.23267088318243623,0.4730035066604614,1.0818054676055908,0.4573557164604512,0.49282296650717705,0.47013619542121887,1.1126296520233154,0.42838288341695724,0.4688995215311005,0.46752598881721497,1.097612977027893,0.429232731654653,0.4688995215311005,0.46870526671409607,1.0774948596954346,0.46708748221906116,0.507177033492823
39,"v4,v1,v2,v3",156,156,156,156,0.4713939428329468,1.0622240602970123,0.4464450995048988,0.8332048058509827,0.2206673219334334,0.47078606486320496,1.0543248653411865,0.4530533525789693,0.5,0.4737789034843445,1.0781352519989014,0.43464334853812225,0.4880382775119617,0.4709380567073822,1.0639578104019165,0.44939146054163714,0.5023923444976076,0.47007274627685547,1.052478313446045,0.44869223636086647,0.5
40,"v3,v2,v4,v1",160,160,160,160,0.47005457431077957,0.9647680222988129,0.5512983864214418,0.8332048058509827,0.22413283912464976,0.4714299440383911,0.9545491933822632,0.5446880591386041,0.5454545454545454,0.47035953402519226,0.9866270422935486,0.5466799866799866,0.5598086124401914,0.4686434864997864,0.9668694734573364,0.5492444191227633,0.562200956937799,0.46978533267974854,0.9510263800621033,0.564581080744413,0.569377990430622
41,"v4,v2,v3,v1",164,164,164,164,0.4693899601697922,1.0067557394504547,0.5280987889023483,0.8332048058509827,0.2246356240939349,0.4678176939487457,1.0103309154510498,0.5245362393493266,0.5502392344497608,0.47175535559654236,1.0162912607192993,0.5240683838720817,0.5550239234449761,0.4679180085659027,1.0074750185012817,0.5261596014460171,0.5574162679425837,0.4700687825679779,0.992925763130188,0.5376309309419677,0.5669856459330144
42,"v4,v1,v3,v2",168,168,168,168,0.4690489321947098,1.0748257339000702,0.43148571323453183,0.8332048058509827,0.22559943702071905,0.46885743737220764,1.082553744316101,0.4139898526804817,0.4569377990430622,0.4695463478565216,1.085768461227417,0.4356168323374073,0.48086124401913877,0.46896159648895264,1.0665563344955444,0.4460986250582977,0.48564593301435405,0.4688303470611572,1.0644243955612183,0.43023754286194077,0.47129186602870815
43,"v3,v1,v4,v2",172,172,172,172,0.47781989723443985,1.0910959839820862,0.4098113299349531,0.8332048058509827,0.22384285111911595,0.48095059394836426,1.0850207805633545,0.41973341895541066,0.48086124401913877,0.47297802567481995,1.1127716302871704,0.3750062570101688,0.45454545454545453,0.4689091145992279,1.0973787307739258,0.4029699437927286,0.47129186602870815,0.4884418547153473,1.069212794303894,0.4415356999815043,0.49521531100478466
