variant_a,variant_b,kendall_tau_flat_logits,kendall_tau_confidence,prediction_agreement,max_abs_logit_diff,mean_abs_logit_diff,mean_l2_logit_diff
v1,v2,0.8416605752696279,0.631611368094176,0.9138755980861244,1.4367930889129639,0.09747232496738434,0.18881826102733612
v1,v3,0.8075523792634919,0.5497099815350762,0.8935406698564593,1.6849732398986816,0.1185477003455162,0.22940421104431152
v1,v4,0.877180895088648,0.6987231738298632,0.94377990430622,1.459113597869873,0.07359394431114197,0.1421554833650589
v2,v3,0.8801001343129515,0.7215081798126236,0.9413875598086124,1.6373984813690186,0.06845878809690475,0.1337233930826187
v2,v4,0.8765790714229822,0.6953098587513968,0.9389952153110048,1.5874818563461304,0.07383452355861664,0.1438642144203186
v3,v4,0.866408961830166,0.6754433716299458,0.9354066985645934,1.4848215579986572,0.07968772202730179,0.15644794702529907
