super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v2,val_loss_v2,train_loss_v3,val_loss_v3
1,"v1,v3,v2",3,30,10,30,3,6966895.2870035805,42982.97615559896,42982.97615559896,2.9932743669487536,20762293.8515625,120288.296875,73639.2150390625,7399.52197265625,64752.79440917969,1261.109619140625
2,"v3,v1,v2",6,60,10,60,6,8743.292124255498,1.5434176723162334,1.5434176723162334,2.4477852371055633,22056.46420211792,0.8492032885551453,73.24923920631409,0.6985344886779785,4100.162931442261,3.082515239715576
3,"v1,v3,v2",9,90,10,90,9,8.284104537963868,4.064736902713776,1.5434176723162334,2.392976564820856,17.64405702352524,2.2296595573425293,2.631153571605682,0.8861600756645203,4.577103018760681,9.078391075134277
4,"v3,v2,v1",12,120,10,120,12,1.2268149932225545,70.78134644031525,1.5434176723162334,2.396589035866782,1.2397046089172363,1.8806065320968628,1.1914716482162475,1.6684346199035645,1.2492687225341796,208.7949981689453
5,"v1,v3,v2",15,150,10,150,15,1.5454910914103188,1.1445670525232952,1.1445670525232952,2.4434199989773333,1.5005527019500733,1.0716283321380615,1.437903916835785,0.9792348146438599,1.6980166554450988,1.3828380107879639
6,"v3,v2,v1",18,180,10,180,18,3.228043210506439,4.028877814610799,1.1445670525232952,2.3936149631626904,1.2960114002227783,3.833650827407837,7.212202155590058,4.446173191070557,1.175916075706482,3.806809425354004
7,"v2,v1,v3",21,210,10,210,21,998.0461945772171,12.33971881866455,1.1445670525232952,2.3942796238698065,1.73111732006073,10.352845191955566,1.6267324924468993,16.59300994873047,2990.7807339191436,10.073301315307617
8,"v2,v3,v1",24,240,10,240,24,23777.08495399952,2.923516114552816,1.1445670525232952,2.397058391943574,1.173207950592041,3.130502939224243,71328.93363039494,2.8743507862091064,1.1480236530303956,2.7656946182250977
9,"v2,v1,v3",27,270,10,270,27,4868.16548631986,5.344448486963908,1.1445670525232952,2.3960697709117085,1.1750393986701966,1.3458833694458008,1.2153890609741211,1.0971548557281494,14602.106030499936,13.590307235717773
10,"v2,v3,v1",30,300,10,300,30,1.862043837706248,1.4624061584472656,1.1445670525232952,2.3930256080348045,1.1680243611335754,1.5260295867919922,3.2347402572631836,1.4254094362258911,1.1833668947219849,1.4357794523239136
11,"v3,v1,v2",33,330,10,330,33,1.1721430619557698,2.0193553368250527,1.1445670525232952,2.39335846202448,1.1719207406044005,2.060319662094116,1.1727031111717223,2.000084400177002,1.1718053340911865,1.9976619482040405
12,"v2,v1,v3",36,360,10,360,36,4781.933944670359,1.7549383640289307,1.1445670525232952,2.393406127113849,2.00713574886322,1.9288568496704102,14338.82961640358,1.5972106456756592,4.9650818586349486,1.7387475967407227
13,"v2,v1,v3",39,390,10,390,39,13.925957556565605,1.8823285897572835,1.1445670525232952,2.3923190960194916,1.1699724316596984,2.204993724822998,39.42991913557053,1.670296549797058,1.1779811024665832,1.7716954946517944
14,"v1,v3,v2",42,420,10,420,42,1.168843146165212,1.9315571387608845,1.1445670525232952,2.3922820100560784,1.168829321861267,2.291346788406372,1.1678090333938598,1.7022782564163208,1.169891083240509,1.801046371459961
15,"v2,v3,v1",45,450,10,450,45,1.1722425500551859,2.017773985862732,1.1445670525232952,2.396572588942945,1.170657217502594,2.4031009674072266,1.1756556749343872,1.7761988639831543,1.1704147577285766,1.874022126197815
16,"v1,v2,v3",48,480,10,480,48,1.1724367340405781,1.9572879870732625,1.1445670525232952,2.393806617008522,1.174535298347473,2.3329153060913086,1.171683704853058,1.7160792350769043,1.1710911989212036,1.8228694200515747
17,"v2,v1,v3",51,510,10,510,51,1.177390197912852,1.7186622619628906,1.1445670525232952,2.3962051460985094,1.1729133248329162,2.0777790546417236,1.1910191178321838,1.4684034585952759,1.1682381510734559,1.6098042726516724
18,"v2,v1,v3",54,540,10,540,54,1.174807039896647,1.6424603859583538,1.1445670525232952,2.392988726031035,1.1766094446182251,1.9846861362457275,1.1738561987876892,1.3992575407028198,1.1739554762840272,1.5434374809265137
19,"v1,v2,v3",57,570,10,570,57,1.172717523574829,1.297849138577779,1.1445670525232952,2.393174422904849,1.170427715778351,1.6037064790725708,1.1768926739692689,1.095888376235962,1.1708321809768676,1.1939525604248047
20,"v2,v3,v1",60,600,10,600,60,1.1727859576543171,1.2639395793279011,1.1445670525232952,2.3931944551877677,1.17240469455719,1.560643196105957,1.173161804676056,1.0721304416656494,1.1727913737297058,1.1590451002120972
