seed,aggregation_backend,edge_chunk_size,super_epochs_ran,variant_epochs_ran,optimizer_steps,training_seconds,best_mean_val_loss,mean_test_Accuracy,mean_test_Precision_macro,mean_test_Recall_macro,mean_test_Micro_F1,mean_test_Macro_F1,mean_test_NLL,mean_test_edge_count
1566911444,chunked_recompute_exact_mean,250000,1,2,2,14.76791210914962,2.0485458374023438,0.5584538026398491,0.6117952302870069,0.22462411568703045,0.5584538026398491,0.23177672719950246,2.047582745552063,48426679.0
