seed,aggregation_backend,edge_chunk_size,decomposed_layers,super_epochs_ran,variant_epochs_ran,optimizer_steps,training_seconds,best_mean_val_loss,mean_test_Accuracy,mean_test_Precision_macro,mean_test_Recall_macro,mean_test_Micro_F1,mean_test_Macro_F1,mean_test_Hits@1,mean_test_Hits@3,mean_test_MRR,mean_test_NLL,mean_test_edge_count
1566911444,dgl_slotgat_exact_relation_score_fusion,0,4,43,86,86,1463.984945180826,1.5358451008796692,0.6788183532369578,0.5927761531876921,0.43251085393084554,0.6788183532369578,0.4703896767015225,0.6788183748722076,0.9010056555271149,0.8011841177940369,1.529535710811615,48426679.0
20241017,dgl_slotgat_exact_relation_score_fusion,0,4,44,88,88,1494.095004108036,1.5410425066947937,0.6574481458202388,0.624311460734266,0.3839459008178817,0.6574481458202388,0.42172718982275414,0.6574481427669525,0.8997485935688019,0.791520744562149,1.5383166074752808,48426679.0
20251017,dgl_slotgat_exact_relation_score_fusion,0,4,51,102,102,1732.6285830650013,1.5443406701087952,0.6640477686989315,0.5919695569057071,0.4247091685878363,0.6640477686989315,0.4510539659999666,0.6640477776527405,0.9013199508190155,0.794491708278656,1.5413941144943237,48426679.0
