super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_macro_f1,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
15,"v4,v1,v2,v3",60,60,60,60,9.12133771180379e-07,4.520217657089233,0.5662044341749608,0.5814796554367767,0.13411401701159775,1.0701891142161912e-06,4.546908378601074,0.5611802762152688,0.5717703349282297,7.038895688538105e-08,4.583212375640869,0.5732783224241267,0.5777511961722488,1.3308770974163053e-08,4.718512058258057,0.5592691622103386,0.5657894736842105,2.4946482426457806e-06,4.232237815856934,0.5710899758501095,0.5789473684210527
16,"v3,v2,v4,v1",64,64,64,64,5.320976907974284e-07,4.517033219337463,0.5663169559814117,0.5814796554367767,0.13908111187629402,1.1148885050715762e-06,4.536203861236572,0.5627623484672237,0.5729665071770335,1.0837156949605742e-08,4.587772846221924,0.5732783224241267,0.5777511961722488,3.0229614367272006e-08,4.721205234527588,0.5592691622103386,0.5657894736842105,9.724354868012597e-07,4.2229509353637695,0.569957990823958,0.5777511961722488
17,"v2,v4,v1,v3",68,68,68,68,3.7643915962171093e-06,4.5064016580581665,0.5668374353882555,0.5814796554367767,0.135338629828766,5.008896550862119e-07,4.519880294799805,0.5637487425319762,0.5741626794258373,2.7568329841187733e-09,4.582983493804932,0.5743738459867492,0.5789473684210527,1.4875436704642198e-07,4.71471643447876,0.5592691622103386,0.5657894736842105,1.4405165529751685e-05,4.20802640914917,0.569957990823958,0.5777511961722488
18,"v4,v2,v1,v3",72,72,72,72,2.881194995252301e-06,4.49020528793335,0.566660198948777,0.5814796554367767,0.12181587517261505,1.0402230145700742e-05,4.4994797706604,0.5629943394844058,0.5729665071770335,1.0108841763667442e-07,4.571005344390869,0.5730084230584773,0.5777511961722488,1.2785863923170382e-08,4.701188087463379,0.5606800424282666,0.5669856459330144,1.008675553748617e-06,4.18914794921875,0.569957990823958,0.5777511961722488
19,"v1,v2,v4,v3",76,76,76,76,5.181884067950726e-07,4.4698039293289185,0.5673547435873728,0.5814796554367767,0.14531580405309796,6.04545789428812e-07,4.47603178024292,0.5645552275406781,0.5741626794258373,8.402709568144928e-07,4.553506374359131,0.5730084230584773,0.5777511961722488,2.9469580109520166e-09,4.682345390319824,0.5618973329263778,0.5681818181818182,6.249899229260336e-07,4.167332172393799,0.569957990823958,0.5777511961722488
20,"v2,v1,v3,v4",80,80,80,80,1.9209539892095506e-07,4.446469187736511,0.5672235483179491,0.5814796554367767,0.21091634291224182,2.1459771915033343e-07,4.4506025314331055,0.5651240221227422,0.5741626794258373,5.228470989493417e-09,4.531965255737305,0.5719148473987183,0.5765550239234449,7.965890347350069e-08,4.659647464752197,0.5618973329263778,0.5681818181818182,4.688965020704927e-07,4.1436614990234375,0.569957990823958,0.5777511961722488
21,"v3,v4,v1,v2",84,84,84,84,3.451281786581717e-06,4.420403718948364,0.5673039620982421,0.5814796554367767,0.13890887890011072,1.2985634384676814e-05,4.422350883483887,0.5638950945450132,0.5729665071770335,8.607661783344156e-08,4.507643222808838,0.5719148473987183,0.5765550239234449,2.203236277864562e-07,4.634261608123779,0.5618973329263778,0.5681818181818182,5.130925160301558e-07,4.117359161376953,0.5715085735228593,0.5789473684210527
22,"v3,v4,v1,v2",88,88,88,88,4.688034280775355e-07,4.392733573913574,0.5672752817045572,0.5814796554367767,0.13220959599129856,6.566124284290709e-07,4.392573833465576,0.5638950945450132,0.5729665071770335,1.9250173011187144e-08,4.4815497398376465,0.5718001258239789,0.5765550239234449,2.295757184356262e-08,4.607137680053711,0.5618973329263778,0.5681818181818182,1.1763935390263214e-06,4.089673042297363,0.5715085735228593,0.5789473684210527
23,"v3,v4,v2,v1",92,92,92,92,3.2911768066412606e-07,4.3645325899124146,0.5672123650539196,0.5814796554367767,0.13164139189757407,7.522693863393215e-07,4.362850666046143,0.564881074010595,0.5741626794258373,9.221075458754058e-09,4.454306602478027,0.5718001258239789,0.5765550239234449,1.2803332083421992e-07,4.5788421630859375,0.5618973329263778,0.5681818181818182,4.2694694002420874e-07,4.062130928039551,0.5702709274547266,0.5777511961722488
24,"v4,v2,v1,v3",96,96,96,96,3.7845361477995e-07,4.335771083831787,0.5672123650539196,0.5814796554367767,0.13088691583834589,5.305203103489475e-07,4.332901954650879,0.564881074010595,0.5741626794258373,8.270474971538988e-09,4.426153659820557,0.5718001258239789,0.5765550239234449,7.224790987692131e-09,4.549600124359131,0.5618973329263778,0.5681818181818182,9.677988828116213e-07,4.034428596496582,0.5702709274547266,0.5777511961722488
