super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v3,val_loss_v3
1,"v1,v3",2,6,3,6,2,3.97972579797109,0.8352149128913879,0.8352149128913879,0.9462901309598237,6.644242922465007,0.9598914384841919,1.3152086734771729,0.710538387298584
2,"v3,v1",4,12,3,12,4,1.2849512298901877,0.6858708560466766,0.6858708560466766,0.17057962506078184,1.3121500412623088,0.6894943714141846,1.2577524185180664,0.6822473406791687
3,"v3,v1",6,18,3,18,6,1.148761550585429,0.6847287714481354,0.6847287714481354,0.1740638769697398,1.1361551682154338,0.6404008269309998,1.161367932955424,0.729056715965271
4,"v3,v1",8,24,3,24,8,1.1070069471995034,0.7647144794464111,0.6847287714481354,0.127170380204916,1.091614842414856,0.7062730193138123,1.1223990519841511,0.82315593957901
5,"v3,v1",10,30,3,30,10,1.1231043537457785,0.7797574102878571,0.6847287714481354,0.12800220609642565,1.0716791152954102,0.6554415225982666,1.1745295921961467,0.9040732979774475
6,"v3,v1",12,36,3,36,12,1.50055127342542,0.6535496115684509,0.6535496115684509,0.1631821959745139,2.0224963823954263,0.5238637328147888,0.9786061644554138,0.783235490322113
7,"v1,v3",14,42,3,42,14,0.8742569188276926,0.6987060308456421,0.6535496115684509,0.12811241787858307,0.9231192270914713,0.7201839685440063,0.8253946105639139,0.6772280931472778
8,"v1,v3",16,48,3,48,16,0.722862720489502,0.7595292329788208,0.6535496115684509,0.13000393798574805,0.7885900537172953,0.7674590945243835,0.6571353872617086,0.7515993714332581
9,"v3,v1",18,54,3,54,18,0.5530675053596497,0.8339697420597076,0.6535496115684509,0.1303869818802923,0.5560111999511719,0.7594791054725647,0.5501238107681274,0.9084603786468506
10,"v3,v1",20,60,3,60,20,0.4080282251040141,0.8024376034736633,0.6535496115684509,0.1269940808415413,0.38169751564661664,0.7810429930686951,0.43435893456141156,0.8238322138786316
11,"v1,v3",22,66,3,66,22,0.29431640853484475,1.0001592338085175,0.6535496115684509,0.12808963586576283,0.3089490234851837,1.0446394681930542,0.27968379358450574,0.9556789994239807
12,"v1,v3",24,72,3,72,24,0.29422304779291153,0.8728848695755005,0.6535496115684509,0.1260567989666015,0.33479179441928864,0.7812781929969788,0.2536543011665344,0.9644915461540222
13,"v3,v1",26,78,3,78,26,0.1747379203637441,1.070044845342636,0.6535496115684509,0.12793679791502655,0.17130049069722494,0.9284394383430481,0.17817535003026327,1.2116502523422241
14,"v3,v1",28,84,3,84,28,0.1449309786160787,1.045939177274704,0.6535496115684509,0.12959092715755105,0.14709906776746115,0.9216566681861877,0.14276288946469626,1.1702216863632202
15,"v1,v3",30,90,3,90,30,0.1002717912197113,1.1792386770248413,0.6535496115684509,0.12969148298725486,0.10675785938898723,1.0412184000015259,0.09378572305043538,1.3172589540481567
16,"v3,v1",32,96,3,96,32,0.08922623346249262,1.128392219543457,0.6535496115684509,0.12810958409681916,0.06616808970769246,1.0069530010223389,0.11228437721729279,1.2498314380645752
17,"v1,v3",34,102,3,102,34,0.08324426660935084,1.324176847934723,0.6535496115684509,0.12973145605064929,0.0583081009487311,1.1564033031463623,0.10818043226997058,1.4919503927230835
18,"v1,v3",36,108,3,108,36,0.061341967433691025,1.2799442410469055,0.6535496115684509,0.12770811305381358,0.07224172353744507,1.0767076015472412,0.05044221132993698,1.4831808805465698
19,"v1,v3",38,114,3,114,38,0.060167295237382255,1.3879403471946716,0.6535496115684509,0.1278924501966685,0.07238356272379558,1.1632760763168335,0.04795102775096893,1.6126046180725098
20,"v1,v3",40,120,3,120,40,0.04484598059207201,1.4542494416236877,0.6535496115684509,0.12800884107127786,0.047461286187171936,1.2717434167861938,0.042230674996972084,1.6367554664611816
21,"v3,v1",42,126,3,126,42,0.03375253422806661,1.5279464721679688,0.6535496115684509,0.12769469805061817,0.033985705425341926,1.3387564420700073,0.03351936303079128,1.7171365022659302
