variant_a,variant_b,kendall_tau_scores,prediction_agreement,max_abs_score_diff,mean_abs_score_diff
no_changes,all_inverse_edges,0.9969898413894883,0.9979541274071849,3.5762786865234375e-07,3.2436599184393344e-08
no_changes,universal_edges,0.9963190845615507,0.9974285821539848,4.172325134277344e-07,3.900998990502558e-08
all_inverse_edges,universal_edges,0.9980864567387644,0.9986736238847804,4.172325134277344e-07,2.0554006496809052e-08
