super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_loss,bad_super_epochs,cycle_seconds,train_loss_unchanged,updates_unchanged,val_loss_unchanged,val_accuracy_unchanged,val_macro_f1_unchanged,train_loss_exact_2,updates_exact_2,val_loss_exact_2,val_accuracy_exact_2,val_macro_f1_exact_2
32,"unchanged,exact_2",64,64,2,0.3578647971153259,1.3208117937482784,0.42223873791403316,1.1257779227762417,14,9.779019687091932,0.36091378331184387,1,1.3189888083225043,0.6184789440603394,0.42145761797590836,0.354815810918808,1,1.3226347791740525,0.6197360150848523,0.42301985785215795
33,"exact_2,unchanged",66,66,2,0.34708136320114136,1.4021799061926883,0.4246448201626228,1.1257779227762417,15,9.884131839033216,0.34447890520095825,1,1.4000093114590972,0.5989943431803897,0.4248058784979798,0.34968382120132446,1,1.404350500926279,0.5996228786926462,0.42448376182726577
34,"unchanged,exact_2",68,68,2,0.3374125361442566,1.388021901243179,0.431140836561408,1.1257779227762417,16,10.05459329392761,0.33894798159599304,1,1.3860451103426767,0.6046511627906976,0.43051744387802965,0.33587709069252014,1,1.389998692143681,0.6052796983029541,0.43176422924478636
35,"unchanged,exact_2",70,70,2,0.33104774355888367,1.3296556552135668,0.4137827461631851,1.1257779227762417,17,10.199128545122221,0.3305584490299225,1,1.3295709829693274,0.6115650534255186,0.415816240379823,0.33153703808784485,1,1.3297403274578061,0.6109365179132621,0.4117492519465472
36,"unchanged,exact_2",72,72,2,0.32648734748363495,1.4015868670621083,0.4232762231460773,1.1257779227762417,18,10.392334660049528,0.3275761306285858,1,1.4031880181578507,0.5939660590823381,0.4201922177934091,0.3253985643386841,1,1.3999857159663662,0.6015084852294155,0.42636022849874555
37,"exact_2,unchanged",74,74,2,0.32207782566547394,1.503899165869735,0.4156323064802716,1.1257779227762417,19,11.208299142075703,0.32108715176582336,1,1.5100527253994676,0.5688246385920804,0.4167612061168537,0.3230684995651245,1,1.4977456063400023,0.5675675675675675,0.4145034068436896
38,"exact_2,unchanged",76,76,2,0.31802357733249664,1.3362672003319218,0.39653928380033837,1.1257779227762417,20,10.838046685094014,0.3182099163532257,1,1.341826101831173,0.5889377749842866,0.39104079884071263,0.3178372383117676,1,1.3307082988326706,0.5983658076681333,0.4020377687599641
39,"unchanged,exact_2",78,78,2,0.3169863373041153,1.443089382189827,0.40604824300391457,1.1257779227762417,21,11.063340426888317,0.31689709424972534,1,1.4503429993438577,0.5757385292269013,0.4065452434015716,0.31707558035850525,1,1.4358357650357962,0.5826524198617222,0.4055512426062575
40,"unchanged,exact_2",80,80,2,0.31691713631153107,1.880165542365269,0.3693833427860189,1.1257779227762417,22,10.893476776080206,0.3125477731227875,1,1.8773376873606487,0.4657448145820239,0.36956347418286384,0.32128649950027466,1,1.8829933973698891,0.46260213702074165,0.369203211389174
41,"exact_2,unchanged",82,82,2,0.37581393122673035,2.0101870416591767,0.32173552319575316,1.1257779227762417,23,11.028907638974488,0.40959107875823975,1,2.0070529921702653,0.40917661847894404,0.320677227384154,0.34203678369522095,1,2.0133210911480885,0.4098051539912005,0.3227938190073524
42,"unchanged,exact_2",84,84,2,0.49372588098049164,1.2876585375387704,0.347405864751435,1.1257779227762417,24,11.75780265382491,0.5680928230285645,1,1.2838859784851857,0.6134506599622879,0.3460584971838991,0.4193589389324188,1,1.291431096592355,0.6140791954745443,0.34875323231897093
43,"unchanged,exact_2",86,86,2,0.39011119306087494,1.2317547688642434,0.3674887998802555,1.1257779227762417,25,11.344138010172173,0.3884779214859009,1,1.2254870000053302,0.6266499057196732,0.3679717118796518,0.391744464635849,1,1.2380225377231564,0.623507228158391,0.36700588788085925
44,"exact_2,unchanged",88,88,2,0.3610127866268158,1.3371266775450623,0.3376824450173549,1.1257779227762417,26,11.098049354040995,0.3456297218799591,1,1.337069422312159,0.612193588937775,0.33916419008573734,0.3763958513736725,1,1.3371839327779653,0.6103079824010057,0.3362006999489724
45,"unchanged,exact_2",90,90,2,0.3486747741699219,1.364793060026599,0.35610620192834164,1.1257779227762417,27,10.800783007172868,0.34729865193367004,1,1.3652264699919985,0.6159648020113137,0.35562090543144365,0.3500508964061737,1,1.3643596500611994,0.6159648020113137,0.35659149842523963
46,"unchanged,exact_2",92,92,2,0.337027370929718,1.3444732224834894,0.3683905674779563,1.1257779227762417,28,10.954350882209837,0.34090203046798706,1,1.3451607575000277,0.6216216216216216,0.3709788991396177,0.333152711391449,1,1.3437856874669512,0.6222501571338781,0.36580223581629484
47,"unchanged,exact_2",94,94,2,0.32443439960479736,1.3227006680245,0.3592457584450634,1.1257779227762417,29,10.778071792796254,0.3263493776321411,1,1.3229979678294883,0.6184789440603394,0.3590031334141407,0.3225194215774536,1,1.3224033682195115,0.6191074795725958,0.3594883834759861
48,"unchanged,exact_2",96,96,2,0.3200240135192871,1.3201469259994136,0.3467411792036806,1.1257779227762417,30,9.651660891948268,0.3209732174873352,1,1.320207892603499,0.6147077309868008,0.34504960155992537,0.319074809551239,1,1.3200859593953282,0.6140791954745443,0.3484327568474358
49,"unchanged,exact_2",98,98,2,0.316386416554451,1.333590253788619,0.3444159148522401,1.1257779227762417,31,8.063123517902568,0.3170113265514374,1,1.333401185415364,0.61659333752357,0.34347314359972597,0.3157615065574646,1,1.3337793221618741,0.6172218730358265,0.3453586861047542
50,"exact_2,unchanged",100,100,2,0.3129088133573532,1.3514668090031703,0.3435943567371151,1.1257779227762417,32,8.03256144397892,0.31232255697250366,1,1.351035361773,0.6140791954745443,0.34525300729841074,0.31349506974220276,1,1.3518982562333406,0.6140791954745443,0.3419357061758194
51,"exact_2,unchanged",102,102,2,0.31049007177352905,1.363112145732634,0.34379306464176085,1.1257779227762417,33,8.09587108483538,0.3101772964000702,1,1.362662175856481,0.6147077309868008,0.34358329710097507,0.3108028471469879,1,1.363562115608787,0.6147077309868008,0.3440028321825467
52,"unchanged,exact_2",104,104,2,0.3091457188129425,1.3684546068310999,0.3428133675443661,1.1257779227762417,34,7.80117330304347,0.30952465534210205,1,1.368025626835084,0.612193588937775,0.34267577377644,0.30876678228378296,1,1.3688835868271156,0.612193588937775,0.3429509613122922
53,"exact_2,unchanged",106,106,2,0.3076792359352112,1.3711474571680986,0.33160180117986515,1.1257779227762417,35,7.382905510952696,0.3073168396949768,1,1.3707481661712748,0.6077938403519799,0.3321806931615012,0.30804163217544556,1,1.3715467481649226,0.6077938403519799,0.3310229091982292
54,"unchanged,exact_2",108,108,2,0.30660586059093475,1.3719233432641624,0.3158628144022253,1.1257779227762417,36,7.502320647938177,0.3068723678588867,1,1.3716153393616803,0.6052796983029541,0.3181640833521037,0.3063393533229828,1,1.3722313471666445,0.6046511627906976,0.3135615454523468
55,"unchanged,exact_2",110,110,2,0.3059287518262863,1.374031959804333,0.30688876149178523,1.1257779227762417,37,7.4039572139736265,0.3062935769557953,1,1.3737930326801429,0.6027655562539284,0.30968064241458454,0.30556392669677734,1,1.374270886928523,0.6021370207416719,0.304096880568986
56,"unchanged,exact_2",112,112,2,0.30524736642837524,1.3820978795973364,0.3013229853456877,1.1257779227762417,38,6.569481106940657,0.30528584122657776,1,1.381869895298264,0.600879949717159,0.30521709792946805,0.30520889163017273,1,1.3823258638964089,0.600879949717159,0.2974288727619073
57,"exact_2,unchanged",114,114,2,0.3046719431877136,1.3994093372980834,0.28796580354173035,1.1257779227762417,39,6.2851544038858265,0.3044656813144684,1,1.3991854414810025,0.5958516656191075,0.28796580354173035,0.30487820506095886,1,1.3996332331151642,0.5958516656191075,0.28796580354173035
58,"exact_2,unchanged",116,116,2,0.30403444170951843,1.4231972187352389,0.28053884525565775,1.1257779227762417,40,6.241050199838355,0.30408182740211487,1,1.4229626115476974,0.5933375235700817,0.2802518224748032,0.303987056016922,1,1.42343182592278,0.5939660590823381,0.28082586803651227
59,"unchanged,exact_2",118,118,2,0.30368268489837646,1.4536063120186178,0.2698297205054774,1.1257779227762417,41,7.1333107319660485,0.3037213385105133,1,1.4534292426323192,0.5845380263984915,0.2721673009894967,0.3036440312862396,1,1.4537833814049161,0.585166561910748,0.26749214002145805
60,"unchanged,exact_2",120,120,2,0.30332452058792114,1.4843580342631542,0.25036806469618794,1.1257779227762417,42,7.537802639883012,0.30378973484039307,1,1.484004201025426,0.5700817096165933,0.2536965919379264,0.3028593063354492,1,1.4847118675008824,0.5694531741043369,0.24703953745444954
61,"exact_2,unchanged",122,122,2,0.30286040902137756,1.509175833147268,0.2393355321985765,1.1257779227762417,43,7.440945480018854,0.30274537205696106,1,1.5088530273618967,0.5619107479572596,0.2397297596039226,0.30297544598579407,1,1.5094986389326395,0.5612822124450031,0.2389413047932304
62,"exact_2,unchanged",124,124,2,0.30266623198986053,1.5265534391673978,0.2294729710603416,1.1257779227762417,44,7.501667393837124,0.30281856656074524,1,1.5266274111993656,0.5543683218101823,0.22942301290088302,0.30251389741897583,1,1.52647946713543,0.5537397862979259,0.22952292921980016
63,"exact_2,unchanged",126,126,2,0.3022780418395996,1.5413201997294146,0.2225826126316851,1.1257779227762417,45,7.48443752899766,0.30237266421318054,1,1.5416432984791406,0.5493400377121307,0.22223490206376453,0.3021834194660187,1,1.5409971009796888,0.5499685732243872,0.22293032319960568
64,"exact_2,unchanged",128,128,2,0.30232538282871246,1.5572318316210239,0.2155944153203024,1.1257779227762417,46,7.664357651025057,0.3021277189254761,1,1.55757893394274,0.5468258956631049,0.21522507633175078,0.30252304673194885,1,1.556884729299308,0.5474544311753614,0.21596375430885403
65,"unchanged,exact_2",130,130,2,0.30196863412857056,1.5711206406984353,0.20992202571985985,1.1257779227762417,47,9.8585201241076,0.30211400985717773,1,1.571486648935292,0.5436832181018227,0.20997880849901182,0.3018232583999634,1,1.5707546324615784,0.5436832181018227,0.20986524294070788
66,"exact_2,unchanged",132,132,2,0.30145125091075897,1.5813575673291522,0.20514577352961055,1.1257779227762417,48,9.678738272050396,0.3014269769191742,1,1.5817691154675302,0.5399120050282841,0.20519782261867922,0.30147552490234375,1,1.5809460191907745,0.5399120050282841,0.2050937244405419
67,"exact_2,unchanged",134,134,2,0.3009435385465622,1.5919072677153667,0.20186383374203076,1.1257779227762417,49,10.357954111183062,0.3010166883468628,1,1.5923561541735125,0.5380263984915148,0.201913071938074,0.3008703887462616,1,1.591458381257221,0.5380263984915148,0.2018145955459875
68,"unchanged,exact_2",136,136,2,0.3011368364095688,1.6008580573706004,0.20582060966886767,1.1257779227762417,50,10.77047035493888,0.30088865756988525,1,1.6012096602581307,0.5399120050282841,0.20592365201109528,0.3013850152492523,1,1.6005064544830703,0.5399120050282841,0.20571756732664004
