task,seed,super_epochs_ran,variant_epochs_ran,batches_per_variant,optimizer_steps,training_seconds,best_mean_val_loss,mean_test_AUC,mean_test_AP,mean_test_Precision,mean_test_Recall,mean_test_F1,mean_test_Accuracy,mean_test_Hits@1,mean_test_Hits@3,mean_test_Hits@5,mean_test_MRR,mean_test_ranking_queries,mean_test_edge_count
ml,1566911444,44,176,3,528,17.02548569603823,0.2706744074821472,0.9458968426444594,0.37621077184943585,0.3115008589124728,0.8744019138755981,0.4542589254444842,0.8928080143540669,0.47338516746411485,0.8932416267942583,0.9871411483253588,0.6824896154815413,836.0,30932.0
ml,20241017,21,84,3,252,7.42842212296091,0.4107625037431717,0.9429114481606479,0.3773837996828068,0.2359153464060052,0.9781698564593301,0.37996139224359954,0.8398175837320575,0.5020933014354068,0.9058014354066984,0.9844497607655502,0.7033790496783918,836.0,30932.0
ml,20251017,20,80,3,240,7.14601676305756,0.5249842032790184,0.8371422948704664,0.17034678016980281,0.14011220489516407,0.7332535885167465,0.22912218456857875,0.7432266746411483,0.16477272727272727,0.5427631578947368,0.8035287081339713,0.4093792077307329,836.0,30932.0
