dataset,training_regime,variant_a,variant_b,comparison,seed_count,valid_seed_count,kendall_tau_mean,kendall_tau_std,kendall_tau_at_1_mean,kendall_tau_at_1_std,kendall_tau_at_3_mean,kendall_tau_at_3_std,instance_count,min_valid_tau_count,min_valid_tau_at_1_count,min_valid_tau_at_3_count
imdb_lp_ml,IMDb1--4,v1,v2,IMDb1 vs IMDb2,3,3,0.562997337948007,0.12971488010456464,-0.1310487420738709,0.37503093720970526,0.007979008227343981,0.22238429244596578,836,836,834,836
imdb_lp_ml,IMDb1--4,v1,v3,IMDb1 vs IMDb3,3,3,0.6549894712286927,0.08309476416760955,0.04222501035357714,0.39391681878929097,0.13433946140071956,0.243462572631722,836,836,834,836
imdb_lp_ml,IMDb1--4,v1,v4,IMDb1 vs IMDb4,3,3,0.7749371339555043,0.08668846449890467,0.2673357334531767,0.34257663983393444,0.3073165191045698,0.21548465880648407,836,836,834,836
imdb_lp_ml,IMDb1--4,v2,v3,IMDb2 vs IMDb3,3,3,0.7374506841265843,0.09763729894441166,0.2169059011164274,0.29595857413933313,0.27177033492822966,0.20154534940663602,836,836,836,836
imdb_lp_ml,IMDb1--4,v2,v4,IMDb2 vs IMDb4,3,3,0.6627535337235058,0.07162402476995054,0.1382339104792721,0.292338096082476,0.1925420435067824,0.17202134289869653,836,836,834,836
imdb_lp_ml,IMDb1--4,v3,v4,IMDb3 vs IMDb4,3,3,0.5938032494928192,0.09938860453305182,-0.07077591515304503,0.36622506737693317,0.04541285690391161,0.22674251182701827,836,836,834,836
