super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,updates_per_super_epoch,mean_train_loss,mean_val_loss,best_mean_val_loss,mean_val_macro_f1,cycle_seconds,train_loss_unchanged,val_loss_unchanged,val_macro_f1_unchanged,val_accuracy_unchanged,train_loss_exact_2,val_loss_exact_2,val_macro_f1_exact_2,val_accuracy_exact_2
49,"unchanged,exact_2",98,98,1,2,0.10049116984009743,0.9562511146068573,0.9562511146068573,0.5869807937162312,14.080252727027982,0.1023453027009964,0.9588959217071533,0.5846123588604587,0.704588309239472,0.09863703697919846,0.9536063075065613,0.5893492285720038,0.7058453802639849
50,"exact_2,unchanged",100,100,1,2,0.09800137206912041,0.9560032486915588,0.9560032486915588,0.5859072982093905,14.078163858037442,0.09859596937894821,0.9585893750190735,0.5838768862945708,0.7039597737272156,0.0974067747592926,0.9534171223640442,0.5879377101242103,0.7052168447517285
51,"exact_2,unchanged",102,102,1,2,0.09560217335820198,0.955715149641037,0.955715149641037,0.5865427713087035,14.088255281094462,0.0961952805519104,0.9582247138023376,0.5847241551845023,0.704588309239472,0.09500906616449356,0.9532055854797363,0.5883613874329046,0.7052168447517285
52,"unchanged,exact_2",104,104,1,2,0.09329868108034134,0.9553084373474121,0.9553084373474121,0.5852937804659917,14.077568020205945,0.0950026661157608,0.9577117562294006,0.5835408503813831,0.7039597737272156,0.09159469604492188,0.9529051184654236,0.5870467105506003,0.704588309239472
53,"exact_2,unchanged",106,106,1,2,0.09103020280599594,0.9550819396972656,0.9550819396972656,0.5903698515173547,14.091978412121534,0.09156600385904312,0.9574353694915771,0.5879560207437399,0.7033312382149591,0.09049440175294876,0.9527285099029541,0.5927836822909694,0.7058453802639849
54,"unchanged,exact_2",108,108,1,2,0.08888135105371475,0.9549254477024078,0.9549254477024078,0.5899672034439236,14.078620224958286,0.09046374261379242,0.9572067260742188,0.5879560207437399,0.7033312382149591,0.08729895949363708,0.9526441693305969,0.5919783861441074,0.7058453802639849
55,"unchanged,exact_2",110,110,1,2,0.086790781468153,0.954931378364563,0.9549254477024078,0.5907879794632317,13.985737805021927,0.08830656856298447,0.9571549892425537,0.5884981764782993,0.7039597737272156,0.08527499437332153,0.9527077674865723,0.5930777824481641,0.7064739157762414
56,"unchanged,exact_2",112,112,1,2,0.08479422330856323,0.9550392329692841,0.9549254477024078,0.5906803478618851,13.99501680303365,0.0862509235739708,0.9572115540504456,0.588282913275606,0.7033312382149591,0.08333752304315567,0.9528669118881226,0.5930777824481641,0.7064739157762414
57,"exact_2,unchanged",114,114,1,2,0.08289831876754761,0.9552688598632812,0.9549254477024078,0.5915251638072268,13.990765606984496,0.08339609205722809,0.9574076533317566,0.5886938909368821,0.7039597737272156,0.08240054547786713,0.9531300663948059,0.5943564366775714,0.7083595223130107
58,"exact_2,unchanged",116,116,1,2,0.08111349493265152,0.9554497301578522,0.9549254477024078,0.5900462624486855,13.990596906049177,0.08162359893321991,0.957534670829773,0.587503608350481,0.7020741671904462,0.08060339093208313,0.9533647894859314,0.5925889165468902,0.7064739157762414
59,"unchanged,exact_2",118,118,1,2,0.0794442892074585,0.9554755091667175,0.9549254477024078,0.5894079865866304,13.991563976975158,0.08075647056102753,0.957477867603302,0.5862270566263706,0.7014456316781899,0.07813210785388947,0.9534731507301331,0.5925889165468902,0.7064739157762414
60,"unchanged,exact_2",120,120,1,2,0.07784869149327278,0.9555315971374512,0.9549254477024078,0.5921726800839755,13.98276221100241,0.07908759266138077,0.9574829339981079,0.5919728118513294,0.7027027027027027,0.0766097903251648,0.9535802602767944,0.5923725483166216,0.7058453802639849
61,"exact_2,unchanged",122,122,1,2,0.0763368010520935,0.9558767378330231,0.9549254477024078,0.5901736549436954,13.990753438090906,0.07680654525756836,0.9578174352645874,0.5894798454442546,0.7014456316781899,0.07586705684661865,0.9539360404014587,0.5908674644431363,0.704588309239472
62,"exact_2,unchanged",124,124,1,2,0.07491579279303551,0.9563508033752441,0.9549254477024078,0.5903399213518192,13.990975420922041,0.07539825886487961,0.9582605361938477,0.5901900058269148,0.7020741671904462,0.0744333267211914,0.9544410705566406,0.5904898368767236,0.7039597737272156
63,"exact_2,unchanged",126,126,1,2,0.07356401160359383,0.9567632079124451,0.9549254477024078,0.5924439832430317,13.98744833888486,0.07404434680938721,0.958623468875885,0.5931841056982995,0.7033312382149591,0.07308367639780045,0.9549029469490051,0.5917038607877638,0.7039597737272156
64,"exact_2,unchanged",128,128,1,2,0.07228676229715347,0.9570437073707581,0.9549254477024078,0.591417989705505,13.988107749028131,0.0727572813630104,0.9588598012924194,0.5918922149963998,0.7020741671904462,0.07181624323129654,0.9552276134490967,0.59094376441461,0.7033312382149591
65,"unchanged,exact_2",130,130,1,2,0.0710890106856823,0.9572140872478485,0.9549254477024078,0.5904810873467417,13.992356703151017,0.07212869077920914,0.958981454372406,0.5920371010697064,0.7008170961659334,0.07004933059215546,0.955446720123291,0.5889250736237769,0.7014456316781899
66,"exact_2,unchanged",132,132,1,2,0.0699080042541027,0.9576453566551208,0.9549254477024078,0.5903896986926339,13.986562137957662,0.07033958286046982,0.9594102501869202,0.5918543237614909,0.7014456316781899,0.0694764256477356,0.9558804631233215,0.5889250736237769,0.7014456316781899
67,"exact_2,unchanged",134,134,1,2,0.06878748163580894,0.9582196772098541,0.9549254477024078,0.5901834735939647,13.991862345021218,0.06922326982021332,0.9599673748016357,0.5918543237614909,0.7014456316781899,0.06835169345140457,0.9564719796180725,0.5885126234264385,0.7008170961659334
68,"unchanged,exact_2",136,136,1,2,0.06771502271294594,0.9586860239505768,0.9549254477024078,0.5914792474918429,13.98718120297417,0.06866523623466492,0.9603774547576904,0.5933237961723934,0.7020741671904462,0.06676480919122696,0.9569945931434631,0.5896346988112923,0.7014456316781899
69,"exact_2,unchanged",138,138,1,2,0.0666615180671215,0.9592616558074951,0.9549254477024078,0.5923047373372949,13.986719463951886,0.06706614792346954,0.9609343409538269,0.5938178758570797,0.7027027027027027,0.06625688821077347,0.9575889706611633,0.5907915988175103,0.7020741671904462
70,"unchanged,exact_2",140,140,1,2,0.06566397473216057,0.9596757292747498,0.9549254477024078,0.5920370521095447,13.992165829986334,0.06655161827802658,0.9613132476806641,0.5947890698023421,0.7027027027027027,0.06477633118629456,0.9580382108688354,0.5892850344167473,0.7008170961659334
71,"unchanged,exact_2",142,142,1,2,0.06467952579259872,0.9601143002510071,0.9549254477024078,0.5921780426336605,13.990591304842383,0.06553421914577484,0.9617328643798828,0.5953327127692446,0.7033312382149591,0.06382483243942261,0.9584957361221313,0.5890233724980762,0.700188560653677
72,"unchanged,exact_2",144,144,1,2,0.06372598186135292,0.9606830477714539,0.9549254477024078,0.5929481150924762,13.99282956495881,0.06455697864294052,0.9622876644134521,0.5952498992954298,0.7033312382149591,0.06289498507976532,0.9590784311294556,0.5906463308895227,0.7014456316781899
73,"exact_2,unchanged",146,146,1,2,0.06280839070677757,0.9614337086677551,0.9549254477024078,0.5929481150924762,13.987683720188215,0.06317989528179169,0.9630364775657654,0.5952498992954298,0.7033312382149591,0.06243688613176346,0.9598309397697449,0.5906463308895227,0.7014456316781899
74,"unchanged,exact_2",148,148,1,2,0.06192605756223202,0.9618565738201141,0.9549254477024078,0.5925043328283486,13.990783117013052,0.06272898614406586,0.9634166359901428,0.5945759146027021,0.7020741671904462,0.06112312898039818,0.9602965116500854,0.5904327510539952,0.7008170961659334
75,"unchanged,exact_2",150,150,1,2,0.06106422282755375,0.962252289056778,0.9549254477024078,0.5923564742107214,13.991701357997954,0.06183302775025368,0.963782012462616,0.5942801973674475,0.7014456316781899,0.06029541790485382,0.9607225656509399,0.5904327510539952,0.7008170961659334
76,"exact_2,unchanged",152,152,1,2,0.06023005023598671,0.9628622829914093,0.9549254477024078,0.5916759634609008,13.98652406106703,0.06057636812329292,0.9643945097923279,0.5933308637850547,0.7008170961659334,0.059883732348680496,0.9613300561904907,0.5900210631367467,0.700188560653677
77,"exact_2,unchanged",154,154,1,2,0.05942549556493759,0.9634644687175751,0.9549254477024078,0.5914696073572212,13.989937571110204,0.059778500348329544,0.9649847745895386,0.5933308637850547,0.7008170961659334,0.05907249078154564,0.9619441628456116,0.5896083509293877,0.6995600251414205
78,"exact_2,unchanged",156,156,1,2,0.058645833283662796,0.9639340341091156,0.9549254477024078,0.5916759634609008,13.994470893172547,0.058995321393013,0.9654300212860107,0.5933308637850547,0.7008170961659334,0.05829634517431259,0.9624380469322205,0.5900210631367467,0.700188560653677
79,"unchanged,exact_2",158,158,1,2,0.057905288413167,0.9642654955387115,0.9549254477024078,0.5914048771701825,13.998025256907567,0.05860468000173569,0.9657247066497803,0.5927886912036184,0.700188560653677,0.05720589682459831,0.9628062844276428,0.5900210631367467,0.700188560653677
80,"unchanged,exact_2",160,160,1,2,0.05716901831328869,0.9647984206676483,0.9549254477024078,0.5931403308958736,13.993963276036084,0.05783770978450775,0.9662494659423828,0.5939896114800618,0.7014456316781899,0.056500326842069626,0.9633473753929138,0.5922910503116855,0.7008170961659334
81,"exact_2,unchanged",162,162,1,2,0.05645326152443886,0.9655931293964386,0.9549254477024078,0.593411754662474,13.99261640990153,0.056764014065265656,0.9670642018318176,0.5939896114800618,0.7014456316781899,0.05614250898361206,0.9641220569610596,0.5928338978448863,0.7014456316781899
82,"exact_2,unchanged",164,164,1,2,0.05576122738420963,0.9662126898765564,0.9549254477024078,0.5938888310463992,14.000205958960578,0.05608222261071205,0.9676719903945923,0.5954866117811131,0.7020741671904462,0.055440232157707214,0.9647533893585205,0.5922910503116855,0.7008170961659334
83,"unchanged,exact_2",166,166,1,2,0.05509677529335022,0.9665491282939911,0.9549254477024078,0.5932781227560835,13.98179841088131,0.05573552846908569,0.9679597020149231,0.5938535237624595,0.700188560653677,0.054458022117614746,0.9651385545730591,0.5927027217497075,0.7014456316781899
84,"unchanged,exact_2",168,168,1,2,0.05444621108472347,0.9670892953872681,0.9549254477024078,0.5930243128670075,14.022765300003812,0.055053237825632095,0.9684817790985107,0.5925951123812769,0.7008170961659334,0.05383918434381485,0.9656968116760254,0.5934535133527381,0.7020741671904462
