seed,super_epochs_ran,variant_epochs_ran,updates_per_super_epoch,optimizer_steps,training_seconds,best_mean_val_filtered_MRR,mean_legacy_test_raw_MRR,mean_legacy_test_filtered_MRR,mean_legacy_test_Hits@1,mean_legacy_test_Hits@3,mean_legacy_test_Hits@10,mean_legacy_test_accuracy,mean_legacy_test_precision,mean_legacy_test_recall,mean_legacy_test_macro_f1,mean_legacy_test_edge_count,mean_legacy_test_training_triples,mean_shared_candidate_candidate_BCE,mean_shared_candidate_AUC,mean_shared_candidate_AP,mean_shared_candidate_Precision,mean_shared_candidate_Recall,mean_shared_candidate_F1,mean_shared_candidate_Accuracy
1566911444,1,3,3,3,21.388188440119848,0.0033662153873592615,0.0033013885064671435,0.003301474809025725,0.0011167836630504148,0.0034035311635822164,0.007179323548181238,0.4274726695613366,0.5020994535884232,0.5266453945968942,0.31660941377512203,384711.3333333333,384711.3333333333,0.6931489109992981,0.5424747630037574,0.03351073109186393,0.021368721168629503,0.6319931929376729,0.04133968027876205,0.4252620427026373
