seed,super_epochs_ran,variant_epochs_ran,batches_per_variant,optimizer_steps,training_seconds,best_mean_val_loss,mean_test_AUC,mean_test_AP,mean_test_Precision,mean_test_Recall,mean_test_F1,mean_test_Accuracy,mean_test_Hits@1,mean_test_Hits@3,mean_test_Hits@5,mean_test_MRR,mean_test_ranking_queries,mean_test_edge_count
1566911444,1,3,10,30,3.7242067579645663,42982.97615559896,0.5166641826122947,0.26295798350410493,0.3548591600783886,0.45061265316329085,0.26471799025544324,0.560077519379845,0.9063515878969742,0.9984996249062266,1.0,0.9508002000500122,2666.0,279998.0
