variant_a,variant_b,kendall_tau_scores,prediction_agreement,max_abs_score_diff,mean_abs_score_diff
no_changes,all_inverse_edges,0.5890149965536847,0.9989363965113806,0.9953214526176453,0.0012184141669422388
no_changes,universal_edges,0.5231609850130665,0.9982481824893327,0.9999891519546509,0.002051381394267082
all_inverse_edges,universal_edges,0.8132885022280447,0.9986485979203423,0.9999891519546509,0.0015226699179038405
