super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,batches_all_inverse_edges,train_loss_all_inverse_edges,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges
11,"all_inverse_edges,universal_edges,no_changes",33,33,3,0.624333659807841,0,1,,0.006514320150017738,4.685389143880457,1,0.6211156845092773,1,0.6241640448570251,1,0.6277212500572205,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"no_changes,all_inverse_edges,universal_edges",36,36,3,0.6273240049680074,0,1,,0.006514320150017738,4.682258588029072,1,0.6712842583656311,1,0.6066492199897766,1,0.6040385365486145,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"all_inverse_edges,universal_edges,no_changes",39,39,3,0.5806134740511576,0,1,,0.006514320150017738,4.680110229179263,1,0.5809255838394165,1,0.5692232847213745,1,0.5916915535926819,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"all_inverse_edges,universal_edges,no_changes",42,42,3,0.6449559529622396,0,1,,0.006514320150017738,4.675821938086301,1,0.6555207967758179,1,0.6772802472114563,1,0.6020668148994446,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"no_changes,universal_edges,all_inverse_edges",45,45,3,0.5892309149106344,0,1,,0.006514320150017738,4.691337002906948,1,0.6284988522529602,1,0.5453219413757324,1,0.5938719511032104,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"no_changes,all_inverse_edges,universal_edges",48,48,3,0.5513422886530558,0,1,,0.006514320150017738,4.678143667988479,1,0.5588915348052979,1,0.5237864851951599,1,0.5713488459587097,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"universal_edges,no_changes,all_inverse_edges",51,51,3,0.6281187931696574,0,1,,0.006514320150017738,4.67906728410162,1,0.6378128528594971,1,0.5913081169128418,1,0.6552354097366333,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"all_inverse_edges,no_changes,universal_edges",54,54,3,0.6386676629384359,0,1,,0.006514320150017738,4.682398681063205,1,0.5910864472389221,1,0.7135159969329834,1,0.6114005446434021,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"universal_edges,no_changes,all_inverse_edges",57,57,3,0.5843325058619181,0,1,,0.006514320150017738,4.682456369046122,1,0.5975584387779236,1,0.5727112889289856,1,0.5827277898788452,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"universal_edges,all_inverse_edges,no_changes",60,60,3,0.5441394646962484,1,2,0.003219951099405686,0.006514320150017738,20.227728865109384,1,0.53550124168396,1,0.5355062484741211,1,0.5614109039306641,0.0029039201326668262,0.002910502487793565,0.0,0.000988793671720501,0.005932762030323006,0.7274096190882418,0.5194527074693893,0.7038365194462755,0.4643757502228517,0.004530373029410839,0.004551995079964399,0.00016479894528675015,0.0026367831245880024,0.012030323005932762,0.7376982434371243,0.5209993318230627,0.7152208305866843,0.47019740999442555,0.0021909165661782026,0.002197355730459094,0.00016479894528675015,0.0004943968358602505,0.0032959789057350032,0.7083640311760828,0.520278541145794,0.7219017798286091,0.458205247047588
21,"universal_edges,no_changes,all_inverse_edges",63,63,3,0.5630668699741364,0,2,,0.006514320150017738,4.685755626996979,1,0.652609646320343,1,0.4947568476200104,1,0.5418341159820557,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"all_inverse_edges,universal_edges,no_changes",66,66,3,0.5107181866963705,0,2,,0.006514320150017738,4.683670677011833,1,0.4912108778953552,1,0.4878625273704529,1,0.5530811548233032,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"universal_edges,no_changes,all_inverse_edges",69,69,3,0.539443165063858,0,2,,0.006514320150017738,4.675088366027921,1,0.6373248100280762,1,0.4489780366420746,1,0.5320266485214233,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"universal_edges,no_changes,all_inverse_edges",72,72,3,0.4672708908716838,0,2,,0.006514320150017738,4.682076817145571,1,0.4563353359699249,1,0.4258368909358978,1,0.5196404457092285,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"all_inverse_edges,no_changes,universal_edges",75,75,3,0.44076939423878986,0,2,,0.006514320150017738,4.6786157800816,1,0.41913825273513794,1,0.4091538190841675,1,0.4940161108970642,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"all_inverse_edges,no_changes,universal_edges",78,78,3,0.4077775180339813,0,2,,0.006514320150017738,4.6823985821101815,1,0.3810446858406067,1,0.37554028630256653,1,0.46674758195877075,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"all_inverse_edges,universal_edges,no_changes",81,81,3,0.5894700090090433,0,2,,0.006514320150017738,4.682687087915838,1,0.5721476674079895,1,0.6085068583488464,1,0.5877555012702942,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"no_changes,universal_edges,all_inverse_edges",84,84,3,0.5283994575341543,0,2,,0.006514320150017738,4.680917609948665,1,0.546955406665802,1,0.4975419342517853,1,0.5407010316848755,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"all_inverse_edges,no_changes,universal_edges",87,87,3,0.44640453656514484,0,2,,0.006514320150017738,4.669229953084141,1,0.40528085827827454,1,0.4586500823497772,1,0.4752826690673828,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"no_changes,universal_edges,all_inverse_edges",90,90,3,0.40102367599805194,1,3,0.004721243865787983,0.006514320150017738,20.19333459599875,1,0.39955586194992065,1,0.3613826632499695,1,0.44213250279426575,0.003948256839066744,0.00395641615614295,0.0004943968358602505,0.0013183915622940012,0.006097560975609756,0.8196324014114545,0.5317811794491052,0.7518391562294001,0.5142069875235322,0.006079494021832943,0.006118306890130043,0.0013183915622940012,0.003131179960448253,0.011371127224785761,0.8197810435973995,0.5334858563149858,0.7664502307185235,0.5167004907779428,0.004078377038240433,0.004089008551090956,0.0006591957811470006,0.0016479894528675016,0.005932762030323006,0.8075859216461799,0.5321470231494989,0.7689518787079763,0.5105795342818634
31,"universal_edges,all_inverse_edges,no_changes",93,93,3,0.4629386564095815,0,3,,0.006514320150017738,4.69283968093805,1,0.617662787437439,1,0.34245556592941284,1,0.4286976158618927,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"no_changes,all_inverse_edges,universal_edges",96,96,3,0.4642574687798818,0,3,,0.006514320150017738,4.68760748510249,1,0.5987412333488464,1,0.34694212675094604,1,0.4470890462398529,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"no_changes,universal_edges,all_inverse_edges",99,99,3,0.3723859190940857,0,3,,0.006514320150017738,4.67973776999861,1,0.3743179738521576,1,0.3234751522541046,1,0.4193646311759949,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"no_changes,all_inverse_edges,universal_edges",102,102,3,0.46977338194847107,0,3,,0.006514320150017738,4.685545827029273,1,0.5651489496231079,1,0.29840269684791565,1,0.5457684993743896,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"no_changes,universal_edges,all_inverse_edges",105,105,3,0.4541861216227214,0,3,,0.006514320150017738,4.684608089039102,1,0.5376627445220947,1,0.32331663370132446,1,0.5015789866447449,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"no_changes,universal_edges,all_inverse_edges",108,108,3,0.37438416481018066,0,3,,0.006514320150017738,4.682497873902321,1,0.34533482789993286,1,0.3323881924152374,1,0.4454294741153717,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"universal_edges,all_inverse_edges,no_changes",111,111,3,0.3241352438926697,0,3,,0.006514320150017738,4.681415593018755,1,0.2973559498786926,1,0.28418710827827454,1,0.39086267352104187,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"all_inverse_edges,no_changes,universal_edges",114,114,3,0.39159364501635235,0,3,,0.006514320150017738,4.685844172025099,1,0.29470691084861755,1,0.4581848084926605,1,0.42188921570777893,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"no_changes,all_inverse_edges,universal_edges",117,117,3,0.3598921298980713,0,3,,0.006514320150017738,4.67169198510237,1,0.27863818407058716,1,0.4163675308227539,1,0.3846706748008728,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"universal_edges,no_changes,all_inverse_edges",120,120,3,0.3111484746138255,1,4,0.01070632878690958,0.01070632878690958,20.302996311103925,1,0.28346478939056396,1,0.2803167998790741,1,0.3696638345718384,0.009692446328699589,0.009861260652542114,0.0026367831245880024,0.005603164139749505,0.02059986816084377,0.9084040999392505,0.5581327953079898,0.7622280817402769,0.5792497379537946,0.0139450179412961,0.014056961052119732,0.003790375741595254,0.01005273566249176,0.03048780487804878,0.895136169167733,0.5546922988837164,0.7813019116677653,0.5712671407839246,0.008176056668162346,0.008200764656066895,0.0013183915622940012,0.004614370468029005,0.012689518787079763,0.9036798635076971,0.5574041576055335,0.7727389584706659,0.5772643610811126
41,"universal_edges,all_inverse_edges,no_changes",123,123,3,0.28193748493989307,0,4,,0.01070632878690958,4.678818568121642,1,0.250347375869751,1,0.22642020881175995,1,0.36904487013816833,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"all_inverse_edges,universal_edges,no_changes",126,126,3,0.27471329768498737,0,4,,0.01070632878690958,4.677698798943311,1,0.23663973808288574,1,0.23810887336730957,1,0.34939128160476685,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"universal_edges,no_changes,all_inverse_edges",129,129,3,0.2539440592130025,0,4,,0.01070632878690958,4.676417167996988,1,0.22207194566726685,1,0.20630738139152527,1,0.33345285058021545,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"all_inverse_edges,universal_edges,no_changes",132,132,3,0.2718632717927297,0,4,,0.01070632878690958,4.690151965012774,1,0.24226070940494537,1,0.1971571296453476,1,0.3761719763278961,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"universal_edges,all_inverse_edges,no_changes",135,135,3,0.2612384110689163,0,4,,0.01070632878690958,4.688559934962541,1,0.2394234538078308,1,0.21532486379146576,1,0.3289669156074524,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"universal_edges,all_inverse_edges,no_changes",138,138,3,0.48319923877716064,0,4,,0.01070632878690958,4.681913849897683,1,0.5636712908744812,1,0.5491107702255249,1,0.33681565523147583,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"universal_edges,no_changes,all_inverse_edges",141,141,3,0.3349207639694214,0,4,,0.01070632878690958,4.6802534670569,1,0.26906538009643555,1,0.2569965720176697,1,0.47870033979415894,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"all_inverse_edges,no_changes,universal_edges",144,144,3,0.2650655508041382,0,4,,0.01070632878690958,4.682425346923992,1,0.2197619378566742,1,0.22140154242515564,1,0.3540331721305847,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"universal_edges,all_inverse_edges,no_changes",147,147,3,0.27323563396930695,0,4,,0.01070632878690958,4.677380929933861,1,0.23262666165828705,1,0.26059675216674805,1,0.32648348808288574,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"no_changes,universal_edges,all_inverse_edges",150,150,3,0.4399032195409139,1,5,0.018953583513696987,0.018953583513696987,20.303471664898098,1,0.5024504065513611,1,0.3476458191871643,1,0.4696134328842163,0.017090633511543274,0.01743272878229618,0.005932762030323006,0.013019116677653262,0.03394858272907053,0.8364160430157561,0.5384824569350053,0.7860777851021754,0.5295405014773177,0.024635689333081245,0.024965858086943626,0.008239947264337508,0.01994067237969677,0.05405405405405406,0.8358990267168173,0.539227556846056,0.7930817402768622,0.5304484607814411,0.014305761083960533,0.014462163671851158,0.0032959789057350032,0.00955833882663151,0.03032300593276203,0.8337986480023782,0.5395768126517123,0.7992781806196441,0.5302440698658548
51,"all_inverse_edges,universal_edges,no_changes",153,153,3,0.4292971094449361,0,5,,0.018953583513696987,4.677373870974407,1,0.5021141171455383,1,0.32766568660736084,1,0.4581115245819092,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"universal_edges,all_inverse_edges,no_changes",156,156,3,0.37460969885190326,0,5,,0.018953583513696987,4.683291959809139,1,0.4950798451900482,1,0.23575803637504578,1,0.39299121499061584,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"all_inverse_edges,no_changes,universal_edges",159,159,3,0.2497378091017405,0,5,,0.018953583513696987,4.678428787039593,1,0.19580328464508057,1,0.1863785684108734,1,0.3670315742492676,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"universal_edges,all_inverse_edges,no_changes",162,162,3,0.36089444657166797,0,5,,0.018953583513696987,4.67789102694951,1,0.19607166945934296,1,0.43256229162216187,1,0.45404937863349915,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"all_inverse_edges,universal_edges,no_changes",165,165,3,0.4205721914768219,0,5,,0.018953583513696987,4.67832412593998,1,0.4563126564025879,1,0.38532137870788574,1,0.42008253931999207,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"all_inverse_edges,no_changes,universal_edges",168,168,3,0.2984546919663747,0,5,,0.018953583513696987,4.674516586121172,1,0.19371894001960754,1,0.3251599073410034,1,0.3764852285385132,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"all_inverse_edges,no_changes,universal_edges",171,171,3,0.2244880348443985,0,5,,0.018953583513696987,4.686084201093763,1,0.16678956151008606,1,0.19599507749080658,1,0.31067946553230286,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"universal_edges,all_inverse_edges,no_changes",174,174,3,0.19466544687747955,0,5,,0.018953583513696987,4.680282948073,1,0.14955002069473267,1,0.14894847571849823,1,0.28549784421920776,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"no_changes,all_inverse_edges,universal_edges",177,177,3,0.19695470233758292,0,5,,0.018953583513696987,4.683511919109151,1,0.14342355728149414,1,0.1317211538553238,1,0.3157193958759308,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"all_inverse_edges,universal_edges,no_changes",180,180,3,0.17973009248574576,1,6,0.03459275389711062,0.03459275389711062,20.30343971005641,1,0.13802537322044373,1,0.1287730187177658,1,0.2723918855190277,0.029994841665029526,0.031179429963231087,0.01038233355306526,0.026532630191166775,0.06806196440342782,0.9540631018392854,0.6112418614492132,0.7695253790375741,0.6532041027192919,0.04458945617079735,0.04629288613796234,0.01944627554383652,0.04152933421226104,0.09640738299274884,0.958347874416741,0.6225005431055558,0.7723566249176006,0.6655991366962597,0.025316473096609116,0.026305945590138435,0.0054383651944627555,0.02010547132498352,0.06262359920896507,0.9495133584086238,0.6050216153356545,0.7828707976268952,0.6475336890407396
61,"no_changes,universal_edges,all_inverse_edges",183,183,3,0.17353671044111252,0,6,,0.03459275389711062,4.6861431039869785,1,0.13142770528793335,1,0.11969668418169022,1,0.269485741853714,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"all_inverse_edges,universal_edges,no_changes",186,186,3,0.1595594882965088,0,6,,0.03459275389711062,4.675931859062985,1,0.11881938576698303,1,0.10477694869041443,1,0.2550821304321289,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"all_inverse_edges,universal_edges,no_changes",189,189,3,0.27337226271629333,0,6,,0.03459275389711062,4.677117856917903,1,0.15664148330688477,1,0.41278010606765747,1,0.25069519877433777,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"universal_edges,no_changes,all_inverse_edges",192,192,3,0.1990731805562973,0,6,,0.03459275389711062,4.689164579147473,1,0.14575308561325073,1,0.19924868643283844,1,0.25221776962280273,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"universal_edges,all_inverse_edges,no_changes",195,195,3,0.3075161079565684,0,6,,0.03459275389711062,4.685402011033148,1,0.3584250807762146,1,0.29219403862953186,1,0.27192920446395874,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"all_inverse_edges,no_changes,universal_edges",198,198,3,0.23987152179082236,0,6,,0.03459275389711062,4.679732430027798,1,0.16758610308170319,1,0.1243353933095932,1,0.42769306898117065,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"universal_edges,no_changes,all_inverse_edges",201,201,3,0.29815363387266797,0,6,,0.03459275389711062,4.689424003008753,1,0.28974732756614685,1,0.2279348224401474,1,0.3767787516117096,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"no_changes,all_inverse_edges,universal_edges",204,204,3,0.32866106927394867,0,6,,0.03459275389711062,4.683616614900529,1,0.4730074405670166,1,0.16868461668491364,1,0.34429115056991577,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"universal_edges,no_changes,all_inverse_edges",207,207,3,0.24744172394275665,0,6,,0.03459275389711062,4.68174580601044,1,0.1436496376991272,1,0.13262630999088287,1,0.4660492241382599,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"all_inverse_edges,no_changes,universal_edges",210,210,3,0.259904017051061,1,7,0.05652950952450434,0.05652950952450434,20.326058096950874,1,0.13625356554985046,1,0.34021490812301636,1,0.30324357748031616,0.04983754828572273,0.053270384669303894,0.023236651285431772,0.05355965721819381,0.11090969017798286,0.9560730027014102,0.6182739830238179,0.7792715886618325,0.6621397203768495,0.06916255503892899,0.07466088235378265,0.03642056690837179,0.07547791694133157,0.15326301911667764,0.9569971693357633,0.6230889072669888,0.7900791034937377,0.6687871502759961,0.03981602191925049,0.04165726155042648,0.012689518787079763,0.034278180619644036,0.1008569545154911,0.9519821112360567,0.6127593379036959,0.795596572181938,0.6579056323129407
71,"no_changes,all_inverse_edges,universal_edges",213,213,3,0.22957001129786173,0,7,,0.05652950952450434,4.680024646921083,1,0.12684017419815063,1,0.29191407561302185,1,0.2699557840824127,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"all_inverse_edges,no_changes,universal_edges",216,216,3,0.2701479842265447,0,7,,0.05652950952450434,4.6818433799780905,1,0.4442126750946045,1,0.13390608131885529,1,0.23232519626617432,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"no_changes,universal_edges,all_inverse_edges",219,219,3,0.19252431392669678,0,7,,0.05652950952450434,4.678752414882183,1,0.11507494747638702,1,0.2448265254497528,1,0.2176714688539505,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"all_inverse_edges,no_changes,universal_edges",222,222,3,0.24101094404856363,0,7,,0.05652950952450434,4.684120633872226,1,0.41013550758361816,1,0.09664979577064514,1,0.2162475287914276,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"all_inverse_edges,no_changes,universal_edges",225,225,3,0.17978461583455405,0,7,,0.05652950952450434,4.68604556680657,1,0.10716304183006287,1,0.2316535860300064,1,0.20053721964359283,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"all_inverse_edges,universal_edges,no_changes",228,228,3,0.22152173022429147,0,7,,0.05652950952450434,4.680507462006062,1,0.38965246081352234,1,0.08633452653884888,1,0.18857820332050323,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"all_inverse_edges,no_changes,universal_edges",231,231,3,0.16127852350473404,0,7,,0.05652950952450434,4.6801844970323145,1,0.0953361764550209,1,0.20039600133895874,1,0.18810339272022247,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"no_changes,all_inverse_edges,universal_edges",234,234,3,0.11751571545998256,0,7,,0.05652950952450434,4.673456819029525,1,0.0946522131562233,1,0.07588452100753784,1,0.18201041221618652,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"no_changes,all_inverse_edges,universal_edges",237,237,3,0.2106849749883016,0,7,,0.05652950952450434,4.681741745909676,1,0.38485652208328247,1,0.06906655430793762,1,0.1781318485736847,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"all_inverse_edges,universal_edges,no_changes",240,240,3,0.2886296560366948,1,8,0.08479487647612889,0.08479487647612889,20.257017235970125,1,0.37308618426322937,1,0.1910877376794815,1,0.30171504616737366,0.0702815130352974,0.0767836943268776,0.035102175346077784,0.07860909690177983,0.16265655899802242,0.966355164346556,0.6532713123122706,0.7903295978905736,0.6985391183440265,0.09997662901878357,0.11109334230422974,0.05718523401450231,0.12261041529334213,0.22412656558998023,0.9702069357736502,0.6727006316725771,0.8005306526038234,0.7178085309288836,0.06073988974094391,0.06650759279727936,0.025873434410019776,0.06361239288068557,0.1504614370468029,0.9682681246526297,0.6644991315197468,0.8053559657218194,0.7118402787049196
81,"no_changes,all_inverse_edges,universal_edges",243,243,3,0.147629385193189,0,8,,0.08479487647612889,4.688899928005412,1,0.09248127788305283,1,0.0685446485877037,1,0.2818622291088104,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"universal_edges,all_inverse_edges,no_changes",246,246,3,0.15337501714626947,0,8,,0.08479487647612889,4.682448344072327,1,0.08495182543992996,1,0.19966387748718262,1,0.17550934851169586,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"no_changes,all_inverse_edges,universal_edges",249,249,3,0.15241977075735727,0,8,,0.08479487647612889,4.67897112108767,1,0.08534408360719681,1,0.0943971648812294,1,0.27751806378364563,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"universal_edges,no_changes,all_inverse_edges",252,252,3,0.2476668506860733,0,8,,0.08479487647612889,4.6986600800883025,1,0.3748667538166046,1,0.18613465130329132,1,0.18199914693832397,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"no_changes,universal_edges,all_inverse_edges",255,255,3,0.318897287050883,0,8,,0.08479487647612889,4.688095304882154,1,0.12428498268127441,1,0.12903451919555664,1,0.7033723592758179,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"universal_edges,no_changes,all_inverse_edges",258,258,3,0.3250637004772822,0,8,,0.08479487647612889,4.678521492984146,1,0.47854363918304443,1,0.1921096295118332,1,0.304537832736969,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"all_inverse_edges,universal_edges,no_changes",261,261,3,0.30646003286043805,0,8,,0.08479487647612889,4.689478263026103,1,0.4123031497001648,1,0.1432487666606903,1,0.363828182220459,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"no_changes,universal_edges,all_inverse_edges",264,264,3,0.2891075213750203,0,8,,0.08479487647612889,4.675131920026615,1,0.1145692765712738,1,0.4269956648349762,1,0.32575762271881104,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"no_changes,universal_edges,all_inverse_edges",267,267,3,0.1628254527846972,0,8,,0.08479487647612889,4.6828158118296415,1,0.10669984668493271,1,0.10869762301445007,1,0.27307888865470886,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"universal_edges,no_changes,all_inverse_edges",270,270,3,0.21988705297311148,1,9,0.07699301838874817,0.08479487647612889,20.284288313938305,1,0.12789015471935272,1,0.27833279967308044,1,0.25343820452690125,0.07000147551298141,0.07674987614154816,0.035596572181938034,0.07992748846407383,0.1623269611074489,0.9540049375056548,0.6145232696273537,0.784030982201714,0.6586251575984277,0.09183819591999054,0.10052401572465897,0.050922874093605804,0.10810810810810811,0.2020435069215557,0.9612754792094821,0.6353714732666349,0.7909690177982861,0.6816477221554064,0.05053766444325447,0.053705163300037384,0.01977587343441002,0.051911667765326304,0.12244561634805537,0.9428761616709966,0.5952436011751412,0.7888529993408042,0.6358254992581819
91,"universal_edges,all_inverse_edges,no_changes",273,273,3,0.2428144117196401,0,9,,0.08479487647612889,4.684927428839728,1,0.4023609757423401,1,0.09485958516597748,1,0.23122267425060272,,,,,,,,,,,,,,,,,,,,,,,,,,,
