variant,candidate_BCE,AUC,AP,Precision,Recall,F1,Accuracy
no_changes,0.22443240880966187,0.8545190794990325,0.5932122252219447,0.9313077939233818,0.44990427568602426,0.6067125645438899,0.9885631342517862
all_inverse_edges,0.24399572610855103,0.8778583074491477,0.6439241839597372,0.9471598414795245,0.45756222080408426,0.617039586919105,0.9888634458250435
universal_edges,0.21516737341880798,0.8856823905543866,0.6428010842198685,0.912621359223301,0.47989789406509253,0.6290255123379339,0.9889009847717006
