seed,super_epochs_ran,variant_epochs_ran,optimizer_steps,training_seconds,best_mean_val_loss,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_hit_at_1,mean_test_hit_at_3,mean_test_loss,mean_test_macro_f1,mean_test_macro_precision,mean_test_macro_recall,mean_test_micro_f1,mean_test_micro_precision,mean_test_micro_recall,mean_test_mrr,mean_test_weighted_f1
1566911444,51,204,204,282.2660128988791,1.2573168305761981,0.4569377990430622,0.45414268266819885,0.4569377990430622,1.0,1.2748099583807182,0.3847896418099205,0.46171118595512095,0.45414268266819885,0.4569377990430622,0.4569377990430622,0.4569377990430622,0.6847587719298245,0.3901649394973838
