super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_loss,bad_super_epochs,cycle_seconds,train_loss_v1,updates_v1,val_loss_v1,val_accuracy_v1,val_macro_f1_v1,train_loss_v2,updates_v2,val_loss_v2,val_accuracy_v2,val_macro_f1_v2,train_loss_v3,updates_v3,val_loss_v3,val_accuracy_v3,val_macro_f1_v3,train_loss_v4,updates_v4,val_loss_v4,val_accuracy_v4,val_macro_f1_v4
11,"v2,v1,v3,v4",44,44,4,0.21640557050704956,1.3690807678053964,0.35237876356187436,1.2573168305761981,10,4.122906688135117,0.21638014912605286,1,1.1259055082973997,0.5454545454545454,0.5435265202135292,0.21672125160694122,1,1.654107206135737,0.3038277511961722,0.15535168195718654,0.21629168093204498,1,1.2056361269405333,0.5215311004784688,0.5182728357466996,0.21622920036315918,1,1.4906742298479152,0.3181818181818182,0.19236401633008207
12,"v4,v2,v1,v3",48,48,4,0.21628215909004211,1.3645974861738805,0.35442594127285226,1.2573168305761981,11,4.173761253943667,0.2163471281528473,1,1.1224729793701758,0.5406698564593302,0.5388340189981777,0.2161881923675537,1,1.6476465805578424,0.3038277511961722,0.15535168195718654,0.21631421148777008,1,1.2017308319498015,0.5215311004784688,0.5187635244098606,0.21627910435199738,1,1.486539552817703,0.3253588516746411,0.20475453972618432
13,"v4,v3,v1,v2",52,52,4,0.21627531200647354,1.3592065170201875,0.3599892760093347,1.2573168305761981,12,3.9371380829252303,0.21639305353164673,1,1.1170891283923383,0.5454545454545454,0.5444480934136107,0.21621981263160706,1,1.6423823490413307,0.3038277511961722,0.15535168195718654,0.21627044677734375,1,1.1965940035457727,0.5263157894736842,0.5234725558981189,0.21621793508529663,1,1.4807605871013076,0.33253588516746413,0.21668477276842293
14,"v1,v4,v2,v3",56,56,4,0.21619116514921188,1.3529611536237982,0.3629924652828806,1.2573168305761981,13,4.08691973797977,0.21632255613803864,1,1.110248751732021,0.5550239234449761,0.5527049954691808,0.21614499390125275,1,1.637162167612402,0.3038277511961722,0.15535168195718654,0.2161494940519333,1,1.1911900211483144,0.5263157894736842,0.5234725558981189,0.21614761650562286,1,1.4732436740024555,0.3349282296650718,0.2204406278070362
15,"v3,v4,v1,v2",60,60,4,0.2161615677177906,1.3511071676229882,0.3634855622136595,1.2573168305761981,14,4.215263825841248,0.21621088683605194,1,1.1104779725996723,0.5550239234449761,0.5532454934518957,0.21611881256103516,1,1.6320815347228965,0.3038277511961722,0.15535168195718654,0.21617889404296875,1,1.1897486512238336,0.5239234449760766,0.521088338763801,0.21613767743110657,1,1.47212051194555,0.3373205741626794,0.22425673468175475
16,"v4,v1,v3,v2",64,64,4,0.21613695099949837,1.3545118447999898,0.3595888064809258,1.2573168305761981,15,3.9320290531031787,0.2160823494195938,1,1.1162416731752594,0.5478468899521531,0.5468065586249082,0.21610189974308014,1,1.6292174752843902,0.3038277511961722,0.15535168195718654,0.21616916358470917,1,1.1925955996394462,0.5239234449760766,0.5195122125731855,0.21619439125061035,1,1.4799926311008635,0.33253588516746413,0.21668477276842293
17,"v4,v3,v1,v2",68,68,4,0.2161475047469139,1.3601507814938198,0.354545446579625,1.2573168305761981,16,4.079612694913521,0.21616558730602264,1,1.1230495396876157,0.5502392344497608,0.5483058228708602,0.21617121994495392,1,1.6290134292105847,0.3038277511961722,0.15535168195718654,0.2161509394645691,1,1.1978268610301501,0.5239234449760766,0.5179835469380228,0.21610227227210999,1,1.4907132960469285,0.32057416267942584,0.19654073455243046
18,"v4,v1,v3,v2",72,72,4,0.2160787358880043,1.3645633348252462,0.3497267378099773,1.2573168305761981,17,4.41671897796914,0.21607953310012817,1,1.1270088268954395,0.5502392344497608,0.5490615049438579,0.21606293320655823,1,1.6301708579579828,0.3038277511961722,0.15535168195718654,0.2161061316728592,1,1.2012795178993743,0.5167464114832536,0.5094852625440417,0.21606634557247162,1,1.4997941365481888,0.3157894736842105,0.18500850179482334
19,"v4,v3,v1,v2",76,76,4,0.21604019030928612,1.3686660328981808,0.34848841529455327,1.2573168305761981,18,4.022199994884431,0.21608182787895203,1,1.1308980914953681,0.5478468899521531,0.5461212919710944,0.216029092669487,1,1.6312364231362164,0.3038277511961722,0.15535168195718654,0.2160339206457138,1,1.204882759679537,0.5191387559808612,0.5107058326126241,0.21601592004299164,1,1.5076468572816017,0.3157894736842105,0.18177485463730816
20,"v2,v1,v4,v3",80,80,4,0.2160278968513012,1.3737952101280064,0.34863588175218946,1.2573168305761981,19,3.9028158988803625,0.21602852642536163,1,1.1369161033301605,0.5502392344497608,0.5475627156886008,0.2160417139530182,1,1.631871798296243,0.3038277511961722,0.15535168195718654,0.21601086854934692,1,1.2104737082449746,0.5191387559808612,0.5098542747256625,0.21603047847747803,1,1.5159192306406473,0.3157894736842105,0.18177485463730816
21,"v3,v4,v2,v1",84,84,4,0.21600894629955292,1.377659080199067,0.3457876382604147,1.2573168305761981,20,3.941092667868361,0.21597395837306976,1,1.1420854604808506,0.5454545454545454,0.5417926514148862,0.2160305380821228,1,1.6318856142065548,0.3038277511961722,0.15535168195718654,0.2160256803035736,1,1.21542481128116,0.5239234449760766,0.5131346467980132,0.2160056084394455,1,1.5212404348277029,0.31100478468899523,0.17287157287157287
22,"v2,v4,v3,v1",88,88,4,0.21602502837777138,1.3831811631262334,0.3384293423633865,1.2573168305761981,21,4.039368118159473,0.21599450707435608,1,1.1475791503639199,0.5406698564593302,0.5365388708720835,0.21605870127677917,1,1.6344483074252814,0.3038277511961722,0.15535168195718654,0.2160438895225525,1,1.2207338603258884,0.5167464114832536,0.5027156729900633,0.21600301563739777,1,1.529963334389844,0.3038277511961722,0.15911114363421267
23,"v1,v3,v2,v4",92,92,4,0.21601872146129608,1.3880364517626544,0.3343896164537034,1.2573168305761981,22,4.0469375101383775,0.21603743731975555,1,1.1512268950180902,0.5334928229665071,0.529361377309273,0.2159951776266098,1,1.6379596918846486,0.3038277511961722,0.15535168195718654,0.21603341400623322,1,1.2253670965893457,0.5095693779904307,0.4937342629141413,0.21600885689258575,1,1.5375921235585333,0.3038277511961722,0.15911114363421267
24,"v2,v1,v3,v4",96,96,4,0.21595201268792152,1.395794155212819,0.327866785895963,1.2573168305761981,23,3.939551352057606,0.21595783531665802,1,1.1592829298843652,0.5358851674641149,0.5300280434024345,0.21596768498420715,1,1.641688807220386,0.3038277511961722,0.15535168195718654,0.21595823764801025,1,1.23348508575007,0.49282296650717705,0.47073573626704457,0.21592429280281067,1,1.5487197979964553,0.3038277511961722,0.15535168195718654
25,"v3,v4,v2,v1",100,100,4,0.2159479595720768,1.4024444111531986,0.3268171097184668,1.2573168305761981,24,3.2542389859445393,0.21595202386379242,1,1.166820299479304,0.5311004784688995,0.5236363593485984,0.2159724235534668,1,1.6446208801568376,0.3038277511961722,0.15535168195718654,0.21593111753463745,1,1.240610010142247,0.49521531100478466,0.4729287156108956,0.21593627333641052,1,1.5577264548344059,0.3038277511961722,0.15535168195718654
26,"v2,v3,v1,v4",104,104,4,0.21588729321956635,1.4096253344679721,0.32500597737517056,1.2573168305761981,25,3.0441560680046678,0.21590617299079895,1,1.175276650597955,0.5287081339712919,0.5195494678037521,0.2159235030412674,1,1.6473182239039783,0.3038277511961722,0.15535168195718654,0.2158314734697342,1,1.248707417808686,0.49521531100478466,0.46977107778255717,0.21588802337646484,1,1.5671990455612685,0.3038277511961722,0.15535168195718654
27,"v4,v2,v1,v3",108,108,4,0.21588746830821037,1.4176355551725757,0.31611351405192206,1.2573168305761981,26,3.287942474009469,0.21591900289058685,1,1.185427807914081,0.5167464114832536,0.5048567182277164,0.21590043604373932,1,1.6503226385395136,0.3038277511961722,0.15535168195718654,0.2158745527267456,1,1.2581538705653281,0.48086124401913877,0.4488939740655988,0.21585588157176971,1,1.5766379036713802,0.3038277511961722,0.15535168195718654
28,"v3,v1,v2,v4",112,112,4,0.21588830277323723,1.4278558129413894,0.3111302582979746,1.2573168305761981,27,3.37442227313295,0.21592961251735687,1,1.1979687610981595,0.5119617224880383,0.49938460618871544,0.2159092128276825,1,1.6549341921632401,0.3038277511961722,0.15535168195718654,0.21588823199272156,1,1.2698354805259509,0.47129186602870815,0.43443306308880975,0.215826153755188,1,1.5886848179782067,0.3038277511961722,0.15535168195718654
29,"v2,v4,v1,v3",116,116,4,0.21583225578069687,1.4349949994553688,0.3002992505551636,1.2573168305761981,28,3.0998838879168034,0.21581599116325378,1,1.2083480993006266,0.5047846889952153,0.4865998996467022,0.2158585637807846,1,1.656657391363687,0.3038277511961722,0.15535168195718654,0.2157951295375824,1,1.2801850406954516,0.45215311004784686,0.40389373865957917,0.2158593386411667,1,1.59478946646171,0.3038277511961722,0.15535168195718654
30,"v2,v1,v3,v4",120,120,4,0.21580862253904343,1.443378561505137,0.2893661731497622,1.2573168305761981,29,3.3815673808567226,0.21578828990459442,1,1.2196560599009911,0.48564593301435405,0.46154428810178455,0.2158471792936325,1,1.659349639675203,0.3038277511961722,0.15535168195718654,0.21579864621162415,1,1.2914400269307802,0.43779904306220097,0.38521704058289125,0.21580037474632263,1,1.6030685195135743,0.3038277511961722,0.15535168195718654
31,"v4,v1,v3,v2",124,124,4,0.21577877178788185,1.4551757349889767,0.27842308110710445,1.2573168305761981,30,2.1853117840364575,0.21578668057918549,1,1.2354476634921838,0.4688995215311005,0.4342261704520334,0.21576841175556183,1,1.6635199304431003,0.3038277511961722,0.15535168195718654,0.21576711535453796,1,1.30672884055572,0.4258373205741627,0.3687627900620114,0.21579287946224213,1,1.615006505464903,0.3038277511961722,0.15535168195718654
32,"v3,v4,v2,v1",128,128,4,0.21575330942869186,1.4638447900790337,0.2719863639131499,1.2573168305761981,31,2.022030046908185,0.21572992205619812,1,1.248757327623186,0.45933014354066987,0.4181317049407225,0.21577487885951996,1,1.6654608707712188,0.3038277511961722,0.15535168195718654,0.2157861590385437,1,1.319928875970126,0.41866028708133973,0.359110386797504,0.21572227776050568,1,1.6212320859516045,0.3038277511961722,0.15535168195718654
33,"v2,v4,v3,v1",132,132,4,0.21573025733232498,1.4730507277661806,0.2649853288763165,1.2573168305761981,32,2.1054644419346005,0.21571947634220123,1,1.2628953865935817,0.4473684210526316,0.3974358974358974,0.2157224416732788,1,1.6681054071825605,0.3038277511961722,0.15535168195718654,0.2157536894083023,1,1.3332296725626553,0.4138755980861244,0.3518020541549953,0.21572542190551758,1,1.627972444725925,0.3038277511961722,0.15535168195718654
34,"v2,v1,v3,v4",136,136,4,0.215724915266037,1.4896809253423222,0.245455450441304,1.2573168305761981,33,2.0709158340469003,0.21570980548858643,1,1.2911507946108542,0.42105263157894735,0.35781445788019633,0.2157440334558487,1,1.6713629800039782,0.3038277511961722,0.15535168195718654,0.21574273705482483,1,1.359045724877095,0.3923444976076555,0.3133039799706466,0.215703085064888,1,1.6371642018773616,0.3038277511961722,0.15535168195718654
35,"v4,v1,v2,v3",140,140,4,0.21567927673459053,1.4949026585486498,0.24429488589221182,1.2573168305761981,34,2.0417359538841993,0.21570229530334473,1,1.2987560946391885,0.41866028708133973,0.35317219968382757,0.21568801999092102,1,1.6716776720638475,0.3038277511961722,0.15535168195718654,0.2156539410352707,1,1.3703688810725423,0.3923444976076555,0.3133039799706466,0.21567285060882568,1,1.6388079864190208,0.3038277511961722,0.15535168195718654
36,"v3,v2,v4,v1",144,144,4,0.21565552428364754,1.5103137179575101,0.2300119794922863,1.2573168305761981,35,2.1032242740038782,0.2156829982995987,1,1.3232824347482703,0.4019138755980861,0.32446561389945,0.21564936637878418,1,1.6751252945855368,0.3038277511961722,0.15535168195718654,0.21563047170639038,1,1.3966694941997904,0.3708133971291866,0.28487894015532206,0.2156592607498169,1,1.6461776482964428,0.3038277511961722,0.15535168195718654
37,"v2,v1,v3,v4",148,148,4,0.21563280373811722,1.525161463567529,0.21656631639368654,1.2573168305761981,36,2.326377317076549,0.2156500220298767,1,1.351427397005495,0.39473684210526316,0.31612777257107155,0.21565493941307068,1,1.6759827094477389,0.3038277511961722,0.15535168195718654,0.215611532330513,1,1.4242486089747657,0.34688995215311,0.2394341290893015,0.21561472117900848,1,1.6489871388421165,0.3038277511961722,0.15535168195718654
38,"v2,v1,v3,v4",152,152,4,0.21562977507710457,1.5377887169177331,0.20617760184903886,1.2573168305761981,37,2.322781069902703,0.21561205387115479,1,1.3729984771577155,0.3875598086124402,0.305212099715194,0.21561366319656372,1,1.6784977371253056,0.3038277511961722,0.15535168195718654,0.2156444936990738,1,1.4445785528378827,0.3277511961722488,0.20879494376658836,0.21564888954162598,1,1.6550801005500289,0.3038277511961722,0.15535168195718654
39,"v3,v2,v4,v1",156,156,4,0.21560348942875862,1.5412013482332978,0.20936265093930723,1.2573168305761981,38,2.146139817778021,0.21557681262493134,1,1.3812329541570652,0.39473684210526316,0.31395668367880564,0.21561123430728912,1,1.6784992906046599,0.3038277511961722,0.15535168195718654,0.21562416851520538,1,1.447998932207631,0.33014354066985646,0.21279055616405015,0.21560174226760864,1,1.6570742159638348,0.3038277511961722,0.15535168195718654
40,"v1,v3,v2,v4",160,160,4,0.2155858725309372,1.5729437562693338,0.1630509045961443,1.2573168305761981,39,2.04840659792535,0.21561455726623535,1,1.4447055289777007,0.3181818181818182,0.1861485725130176,0.21556144952774048,1,1.6810652242287858,0.3038277511961722,0.15535168195718654,0.21561159193515778,1,1.5013955616522303,0.3038277511961722,0.15535168195718654,0.21555589139461517,1,1.6646087102186187,0.3038277511961722,0.15535168195718654
41,"v2,v3,v4,v1",164,164,4,0.21556423231959343,1.5850018931815295,0.16085114451495036,1.2573168305761981,40,1.9795083689969033,0.21553637087345123,1,1.473259669551396,0.3133971291866029,0.17734953218824187,0.21556241810321808,1,1.6803367042033845,0.3038277511961722,0.15535168195718654,0.21556244790554047,1,1.5215621350637514,0.3038277511961722,0.15535168195718654,0.21559569239616394,1,1.6648490639075861,0.3038277511961722,0.15535168195718654
42,"v2,v3,v4,v1",168,168,4,0.2155349962413311,1.5793649667654641,0.17304433599528596,1.2573168305761981,41,2.0823303430806845,0.2154979705810547,1,1.4611999692600555,0.3181818181818182,0.1953254075537532,0.21556003391742706,1,1.6826946882110252,0.3038277511961722,0.15535168195718654,0.21555039286613464,1,1.503867249147121,0.3181818181818182,0.1861485725130176,0.215531587600708,1,1.6696979604436546,0.3038277511961722,0.15535168195718654
43,"v2,v4,v3,v1",172,172,4,0.2154993638396263,1.5704388362788562,0.20217453938493038,1.2573168305761981,42,2.1545081241056323,0.2154749631881714,1,1.447024168844955,0.3684210526315789,0.2774181053563524,0.21551786363124847,1,1.6817704332665495,0.3038277511961722,0.15535168195718654,0.21550054848194122,1,1.4835158439708425,0.3349282296650718,0.22057668826899599,0.21550408005714417,1,1.6694448990330781,0.3038277511961722,0.15535168195718654
44,"v1,v2,v3,v4",176,176,4,0.2154943086206913,1.574702059471184,0.19081584219910688,1.2573168305761981,43,2.2322192238643765,0.21550652384757996,1,1.4529313332920117,0.34688995215311,0.24376506111546614,0.21547774970531464,1,1.6830006777708042,0.3038277511961722,0.15535168195718654,0.2154715657234192,1,1.4907275822473876,0.3277511961722488,0.20879494376658836,0.21552139520645142,1,1.6721486445745322,0.3038277511961722,0.15535168195718654
45,"v2,v1,v4,v3",180,180,4,0.21548349782824516,1.5950833390072052,0.16430803007688055,1.2573168305761981,44,2.077729769051075,0.21552816033363342,1,1.4953774677354905,0.3157894736842105,0.18177485463730816,0.21547219157218933,1,1.6827505035223018,0.3038277511961722,0.15535168195718654,0.21548619866371155,1,1.5299819373615988,0.30861244019138756,0.16475390175584095,0.21544744074344635,1,1.6722234474094289,0.3038277511961722,0.15535168195718654
46,"v1,v2,v4,v3",184,184,4,0.2154679298400879,1.5962940184977228,0.1654014595458079,1.2573168305761981,45,2.1880625830963254,0.21548926830291748,1,1.4980513463511278,0.3181818181818182,0.1861485725130176,0.21548019349575043,1,1.681771985756524,0.3038277511961722,0.15535168195718654,0.21543914079666138,1,1.534767219322057,0.30861244019138756,0.16475390175584095,0.21546311676502228,1,1.6705855225611828,0.3038277511961722,0.15535168195718654
47,"v3,v4,v2,v1",188,188,4,0.2154298722743988,1.588649672650313,0.17903969585663634,1.2573168305761981,46,2.226536641130224,0.21542203426361084,1,1.4836122382600536,0.33253588516746413,0.2193068469991547,0.21544043719768524,1,1.68055685558624,0.3038277511961722,0.15535168195718654,0.21544627845287323,1,1.52079366685052,0.3181818181818182,0.1861485725130176,0.2154107391834259,1,1.6696359299044388,0.3038277511961722,0.15535168195718654
48,"v4,v2,v1,v3",192,192,4,0.21541950851678848,1.602199985500167,0.16430803007688055,1.2573168305761981,47,2.0923635358922184,0.21544000506401062,1,1.5081069865258172,0.3157894736842105,0.18177485463730816,0.21540845930576324,1,1.6819761289118986,0.3038277511961722,0.15535168195718654,0.2153807431459427,1,1.5461389806169044,0.30861244019138756,0.16475390175584095,0.21544882655143738,1,1.672577845946048,0.3038277511961722,0.15535168195718654
49,"v2,v4,v1,v3",196,196,4,0.21540529280900955,1.6304795607433,0.15535168195718654,1.2573168305761981,48,2.274221083847806,0.21542859077453613,1,1.5700796892416824,0.3038277511961722,0.15535168195718654,0.21539725363254547,1,1.6820913652927232,0.3038277511961722,0.15535168195718654,0.21541519463062286,1,1.5946581973842449,0.3038277511961722,0.15535168195718654,0.21538013219833374,1,1.6750889910545492,0.3038277511961722,0.15535168195718654
50,"v3,v1,v2,v4",200,200,4,0.21539808437228203,1.6247171305347106,0.15535168195718654,1.2573168305761981,49,2.2772355820052326,0.2154439240694046,1,1.5624141964808977,0.3038277511961722,0.15535168195718654,0.21540531516075134,1,1.6769083331844068,0.3038277511961722,0.15535168195718654,0.21538470685482025,1,1.5883342842857944,0.3038277511961722,0.15535168195718654,0.21535839140415192,1,1.6712117081877431,0.3038277511961722,0.15535168195718654
51,"v1,v2,v4,v3",204,204,4,0.21535873040556908,1.5803303188481834,0.20037920220497898,1.2573168305761981,50,2.155880202073604,0.21543650329113007,1,1.4760117458656732,0.3803827751196172,0.29427271035311237,0.21533694863319397,1,1.666776542791432,0.3038277511961722,0.15535168195718654,0.21531283855438232,1,1.5210074125915936,0.32057416267942584,0.19654073455243046,0.21534863114356995,1,1.6575255741440353,0.3038277511961722,0.15535168195718654
