variant_a,variant_b,kendall_tau,kendall_tau_at_1,kendall_tau_at_3,kendall_tau_flat_logits,kendall_tau_confidence,prediction_agreement,mean_abs_logit_diff,max_abs_logit_diff,mean_l2_logit_diff,mean_abs_probability_diff,max_abs_probability_diff
v1,v2,-0.5614035087719298,0.0011961722488038277,-0.5614035087719298,-0.3593291828063577,-0.13740939174283015,0.0011961722488038277,1.6137645950001638,2.805110216140747,3.0879142813856304,0.44687143757050507,0.748790956412492
v1,v3,0.16347687400318978,0.5861244019138756,0.16347687400318978,0.13232011489362885,0.3148325358851675,0.5861244019138756,0.9671550138863447,2.8279640674591064,1.855322667247256,0.22776306126171642,0.7499082626518231
v1,v4,0.2759170653907496,0.6650717703349283,0.2759170653907496,0.17581463316259394,0.047004555482336764,0.6650717703349283,0.9418216756044115,2.8281784057617188,1.8066484600968307,0.21711777050563208,0.7500481722824958
v2,v3,0.2703349282296651,0.1674641148325359,0.2703349282296651,0.21689699463511738,-0.2102512677993296,0.1674641148325359,0.9285638541365954,2.6402276754379272,1.7839478318926996,0.2975897123831015,0.7035870655077489
v2,v4,-0.0015948963317384472,0.22129186602870812,-0.0015948963317384472,0.045197537039438,-0.16369939546743834,0.22129186602870812,1.22494158669385,2.7566752433776855,2.320854624849914,0.326296280777597,0.7459913718712565
v3,v4,0.07097288676236044,0.423444976076555,0.07097288676236044,0.053661876516389005,0.07794745437354955,0.423444976076555,0.992657022585318,2.8231632709503174,1.9295553683698652,0.26051196614985234,0.7496775310923943
