super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,updates_per_super_epoch,mean_train_loss,mean_val_loss,best_mean_val_loss,mean_val_macro_f1,cycle_seconds,train_loss_unchanged,val_loss_unchanged,val_macro_f1_unchanged,val_accuracy_unchanged,train_loss_exact_2,val_loss_exact_2,val_macro_f1_exact_2,val_accuracy_exact_2
1,"exact_2,unchanged",2,2,1,2,1.924810767173767,2.0513423085212708,2.0513423085212708,0.1702192217844531,34.03814966301434,1.6940748691558838,2.1092000007629395,0.13873584342230033,0.2715273412947832,2.1555466651916504,1.993484616279602,0.20170260014660588,0.3689503456945317
2,"unchanged,exact_2",4,4,1,2,1.8821473717689514,1.6763792037963867,1.6763792037963867,0.09375,34.01437186286785,2.093191385269165,1.6821516752243042,0.09375,0.4883720930232558,1.6711033582687378,1.6706067323684692,0.09375,0.4883720930232558
3,"exact_2,unchanged",6,6,1,2,1.6737042665481567,1.6656237840652466,1.6656237840652466,0.1148296832990848,33.78484545904212,1.6764233112335205,1.671535849571228,0.09375,0.4883720930232558,1.670985221862793,1.6597117185592651,0.1359093665981696,0.5166561910747958
4,"exact_2,unchanged",8,8,1,2,1.6582416892051697,1.6538897156715393,1.6538897156715393,0.16323554578256072,33.526366685982794,1.661279559135437,1.6560397148132324,0.13314638577796473,0.5172847265870522,1.6552038192749023,1.6517397165298462,0.19332470578715671,0.541169076052797
5,"unchanged,exact_2",10,10,1,2,1.6464126706123352,1.6456606984138489,1.6456606984138489,0.31169864047066403,34.189541415078565,1.6495819091796875,1.645087718963623,0.2910329925286009,0.5493400377121307,1.643243432044983,1.6462336778640747,0.3323642884127272,0.552482715273413
6,"exact_2,unchanged",12,12,1,2,1.6369650959968567,1.6361692547798157,1.6361692547798157,0.31745590582412,33.69999626884237,1.6348501443862915,1.6380252838134766,0.3094533278674768,0.5562539283469516,1.6390800476074219,1.6343132257461548,0.3254584837807631,0.562539283469516
7,"unchanged,exact_2",14,14,1,2,1.6220256686210632,1.6281505823135376,1.6281505823135376,0.32942162568895517,33.95458659506403,1.623457431793213,1.6277084350585938,0.32059841766016456,0.5637963544940289,1.6205939054489136,1.6285927295684814,0.3382448337177458,0.5700817096165933
8,"unchanged,exact_2",16,16,1,2,1.6115245819091797,1.6219134330749512,1.6219134330749512,0.3443375028044619,33.475821369094774,1.6112645864486694,1.6202234029769897,0.33893861129944547,0.5744814582023884,1.61178457736969,1.6236034631729126,0.34973639430947834,0.5725958516656191
9,"exact_2,unchanged",18,18,1,2,1.5998791456222534,1.6137521862983704,1.6137521862983704,0.34033030268142617,33.83977708499879,1.5946301221847534,1.6125102043151855,0.3348212192315003,0.5889377749842866,1.6051281690597534,1.6149941682815552,0.34583938613135196,0.5901948460087995
10,"exact_2,unchanged",20,20,1,2,1.5889763236045837,1.607006311416626,1.607006311416626,0.3430944419573847,33.62010447215289,1.5850019454956055,1.6037079095840454,0.3394558381875194,0.5945945945945946,1.592950701713562,1.6103047132492065,0.34673304572724994,0.5883092394720302
11,"unchanged,exact_2",22,22,1,2,1.579153299331665,1.601502537727356,1.601502537727356,0.3484132766991731,33.64084018999711,1.5740567445755005,1.5948960781097412,0.3465015521896325,0.5977372721558768,1.5842498540878296,1.6081089973449707,0.35032500120871374,0.5813953488372093
12,"exact_2,unchanged",24,24,1,2,1.563086450099945,1.5936975479125977,1.5936975479125977,0.38813943998554407,33.921635368140414,1.5489764213562012,1.5870554447174072,0.39119325351555034,0.6096794468887492,1.577196478843689,1.600339651107788,0.3850856264555378,0.5914519170333123
13,"unchanged,exact_2",26,26,1,2,1.5475082993507385,1.5848165154457092,1.5848165154457092,0.39902985890668585,33.51993826497346,1.5437467098236084,1.5776838064193726,0.40365166158039445,0.6228786926461345,1.5512698888778687,1.591949224472046,0.3944080562329773,0.6040226272784412
14,"exact_2,unchanged",28,28,1,2,1.5317662954330444,1.577537715435028,1.577537715435028,0.4097079890863413,33.73890221002512,1.5197674036026,1.5722416639328003,0.4161794171525071,0.6354494028912634,1.5437651872634888,1.5828337669372559,0.40323656102017547,0.6222501571338781
15,"exact_2,unchanged",30,30,1,2,1.5124818682670593,1.5769248008728027,1.5769248008728027,0.4007220740164671,33.74886732106097,1.5029373168945312,1.5723990201950073,0.40614580152709473,0.6385920804525456,1.5220264196395874,1.5814505815505981,0.3952983465058394,0.627906976744186
16,"unchanged,exact_2",32,32,1,2,1.5012046694755554,1.576628565788269,1.576628565788269,0.4027246724519216,33.97925186390057,1.4946279525756836,1.5724513530731201,0.40586338409400646,0.6360779384035198,1.5077813863754272,1.580805778503418,0.39958596080983677,0.6260213702074168
17,"unchanged,exact_2",34,34,1,2,1.4911562204360962,1.55592942237854,1.55592942237854,0.4133310427240811,33.57636197609827,1.4866598844528198,1.5531789064407349,0.4130023157637437,0.650534255185418,1.4956525564193726,1.5586799383163452,0.41365976968441853,0.6543054682589566
18,"unchanged,exact_2",36,36,1,2,1.4783374667167664,1.5491664409637451,1.5491664409637451,0.42061145548536216,34.101413088152185,1.4692083597183228,1.5465030670166016,0.4229500941733312,0.6599622878692646,1.48746657371521,1.5518298149108887,0.41827281679739314,0.654934003771213
19,"exact_2,unchanged",38,38,1,2,1.4662774801254272,1.556460976600647,1.5491664409637451,0.4296665987243169,33.37049170397222,1.4523870944976807,1.5527271032333374,0.4349174916231644,0.6612193588937775,1.4801678657531738,1.5601948499679565,0.4244157058254694,0.6517913262099309
20,"unchanged,exact_2",40,40,1,2,1.4615144729614258,1.5532212853431702,1.5491664409637451,0.4274449715062731,33.355188290122896,1.450819492340088,1.5483938455581665,0.4366107804845436,0.6668761785040854,1.4722094535827637,1.5580487251281738,0.41827916252800257,0.6492771841609051
21,"unchanged,exact_2",42,42,1,2,1.4515241980552673,1.5443406701087952,1.5443406701087952,0.43562983480395123,33.98490697098896,1.4374098777770996,1.540265679359436,0.44616607332341884,0.6643620364550598,1.465638518333435,1.5484156608581543,0.4250935962844836,0.654934003771213
22,"unchanged,exact_2",44,44,1,2,1.4380667209625244,1.5483307242393494,1.5443406701087952,0.44729456142483337,33.48971475707367,1.4249107837677002,1.5424766540527344,0.46445784339147966,0.6643620364550598,1.4512226581573486,1.5541847944259644,0.430131279458187,0.6429918290383406
