super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,batches_all_inverse_edges,train_loss_all_inverse_edges,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges
792,"universal_edges,all_inverse_edges,no_changes",2376,2376,3,0.1835815024872621,0,79,,0.37215722600619,4.682069933973253,1,0.014529302716255188,1,0.01708706095814705,1,0.519128143787384,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,"all_inverse_edges,universal_edges,no_changes",2379,2379,3,0.1118615809828043,0,79,,0.37215722600619,4.675568217178807,1,0.013287656009197235,1,0.01564856432378292,1,0.30664852261543274,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,"universal_edges,all_inverse_edges,no_changes",2382,2382,3,0.18474838385979334,0,79,,0.37215722600619,4.675336085958406,1,0.3273240029811859,1,0.03247659653425217,1,0.19444455206394196,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,"all_inverse_edges,no_changes,universal_edges",2385,2385,3,0.23271861175696054,0,79,,0.37215722600619,4.673291416838765,1,0.2988414764404297,1,0.01855464279651642,1,0.38075971603393555,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,"universal_edges,all_inverse_edges,no_changes",2388,2388,3,0.18226224184036255,0,79,,0.37215722600619,4.677125376882032,1,0.047154393047094345,1,0.016342703253030777,1,0.4832896292209625,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,"all_inverse_edges,universal_edges,no_changes",2391,2391,3,0.100558511291941,0,79,,0.37215722600619,4.675192208960652,1,0.020886985585093498,1,0.016684867441654205,1,0.2641036808490753,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,"no_changes,universal_edges,all_inverse_edges",2394,2394,3,0.14442860210935274,0,79,,0.37215722600619,4.680256296880543,1,0.0205080546438694,1,0.11905413866043091,1,0.29372361302375793,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,"no_changes,universal_edges,all_inverse_edges",2397,2397,3,0.06707100880642732,0,79,,0.37215722600619,4.672565325163305,1,0.017319446429610252,1,0.009852994233369827,1,0.17404058575630188,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,"universal_edges,all_inverse_edges,no_changes",2400,2400,3,0.047239525243639946,1,80,0.28316982587178546,0.37215722600619,20.135260054841638,1,0.0171849075704813,1,0.011391513049602509,1,0.11314215511083603,0.1974906176328659,0.25977641344070435,0.18836519446275543,0.2992748846407383,0.3899143045484509,0.9873007871573152,0.8838020147891948,0.7452933421226104,0.7986488724798999,0.2345070242881775,0.3133944571018219,0.24126565589980223,0.36041529334212263,0.4319380355965722,0.9883477451626662,0.9086045037984068,0.7555174686882004,0.813696402511064,0.2151775360107422,0.2763386070728302,0.19792353328938694,0.3230059327620303,0.4124917600527357,0.9886191787196091,0.9229791464655701,0.751456822676335,0.8145470303948608
801,"all_inverse_edges,universal_edges,no_changes",2403,2403,3,0.08156492312749226,0,80,,0.37215722600619,4.681644384050742,1,0.014156162738800049,1,0.11415030062198639,1,0.11638830602169037,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,"universal_edges,no_changes,all_inverse_edges",2406,2406,3,0.029683548646668594,0,80,,0.37215722600619,4.670905953971669,1,0.014893016777932644,1,0.010302390903234482,1,0.06385523825883865,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,"universal_edges,all_inverse_edges,no_changes",2409,2409,3,0.0646227936570843,0,80,,0.37215722600619,4.668905948987231,1,0.01468186266720295,1,0.010588685981929302,1,0.16859783232212067,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,"no_changes,all_inverse_edges,universal_edges",2412,2412,3,0.045246041379868984,0,80,,0.37215722600619,4.682567241135985,1,0.014232550747692585,1,0.009821027517318726,1,0.11168454587459564,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,"universal_edges,all_inverse_edges,no_changes",2415,2415,3,0.07243345864117146,0,80,,0.37215722600619,4.678076145006344,1,0.011764844879508018,1,0.11267878860235214,1,0.0928567424416542,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,"universal_edges,no_changes,all_inverse_edges",2418,2418,3,0.028461387070516746,0,80,,0.37215722600619,4.675861200783402,1,0.012027343735098839,1,0.01288445945829153,1,0.060472358018159866,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,"universal_edges,no_changes,all_inverse_edges",2421,2421,3,0.061498250191410385,0,80,,0.37215722600619,4.674330590991303,1,0.012743564322590828,1,0.10512605309486389,1,0.06662513315677643,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,"universal_edges,no_changes,all_inverse_edges",2424,2424,3,0.11945965606719255,0,80,,0.37215722600619,4.695736867142841,1,0.29988813400268555,1,0.009855351410806179,1,0.04863548278808594,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,"universal_edges,all_inverse_edges,no_changes",2427,2427,3,0.021285674379517634,0,80,,0.37215722600619,4.678163182921708,1,0.010000634007155895,1,0.007106789853423834,1,0.046749599277973175,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,"all_inverse_edges,universal_edges,no_changes",2430,2430,3,0.05029149726033211,1,81,0.35406944155693054,0.37215722600619,20.09025464602746,1,0.009741749614477158,1,0.09327071905136108,1,0.04786202311515808,0.2397269755601883,0.34675708413124084,0.2969676994067238,0.37673038892551086,0.4279828609096902,0.9884963873486111,0.9284737082685219,0.7433190507580751,0.8093948221111156,0.2636798918247223,0.37588784098625183,0.3325642715886618,0.39831905075807517,0.44924192485168096,0.9890715679811806,0.940405761585956,0.7516875411997364,0.8193376261723233,0.24695859849452972,0.33956339955329895,0.2834541858932103,0.37178642056690836,0.43111404087013844,0.989039254462497,0.9257176769139321,0.7621687541199736,0.8237297498237223
811,"universal_edges,no_changes,all_inverse_edges",2433,2433,3,0.11367908384030063,0,81,,0.37215722600619,4.692279734881595,1,0.2905580997467041,1,0.006393697578459978,1,0.04408545419573784,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,"no_changes,all_inverse_edges,universal_edges",2436,2436,3,0.049158658211429916,0,81,,0.37215722600619,4.6832491010427475,1,0.008646806702017784,1,0.09127797931432724,1,0.04755118861794472,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,"universal_edges,all_inverse_edges,no_changes",2439,2439,3,0.01922196677575509,0,81,,0.37215722600619,4.677090313984081,1,0.00788144487887621,1,0.006703447550535202,1,0.04308100789785385,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,"no_changes,all_inverse_edges,universal_edges",2442,2442,3,0.021856543297568958,0,81,,0.37215722600619,4.679338710848242,1,0.007926917634904385,1,0.006938151083886623,1,0.05070456117391586,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,"no_changes,universal_edges,all_inverse_edges",2445,2445,3,0.01901476178318262,0,81,,0.37215722600619,4.689318609889597,1,0.007050811313092709,1,0.006365973502397537,1,0.04362750053405762,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,"no_changes,all_inverse_edges,universal_edges",2448,2448,3,0.020898400495449703,0,81,,0.37215722600619,4.685839526122436,1,0.0072152279317379,1,0.005192659795284271,1,0.050287313759326935,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,"all_inverse_edges,universal_edges,no_changes",2451,2451,3,0.04694242713352045,0,81,,0.37215722600619,4.683410965837538,1,0.006675777956843376,1,0.09112199395895004,1,0.043029509484767914,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,"no_changes,universal_edges,all_inverse_edges",2454,2454,3,0.019642334897071123,0,81,,0.37215722600619,4.683723964029923,1,0.006832488346844912,1,0.00819613877683878,1,0.04389837756752968,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,"no_changes,universal_edges,all_inverse_edges",2457,2457,3,0.1124065436112384,0,81,,0.37215722600619,4.672330932226032,1,0.2890140414237976,1,0.006322549190372229,1,0.041883040219545364,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,"universal_edges,all_inverse_edges,no_changes",2460,2460,3,0.10748091200366616,1,82,0.36537966132164,0.37215722600619,20.24861922604032,1,0.27823707461357117,1,0.006032764445990324,1,0.038172896951436996,0.24607519805431366,0.35912370681762695,0.3132827949901121,0.38464073829927486,0.43638760711931446,0.9889035376840255,0.9465313699136919,0.7425576796308504,0.8132322618442285,0.26865243911743164,0.38463088870048523,0.34360580092287407,0.4021094264996704,0.4569874752801582,0.9894270166867011,0.9556262456570733,0.7515458141067897,0.82305102484609,0.2541538178920746,0.35238438844680786,0.3005932762030323,0.3795319709953856,0.4367172050098879,0.9893494642418602,0.9429858275922156,0.7579663810151616,0.8251267151828894
821,"all_inverse_edges,universal_edges,no_changes",2463,2463,3,0.019534790112326544,0,82,,0.37215722600619,4.692106859991327,1,0.007501594256609678,1,0.006995499134063721,1,0.04410727694630623,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,"no_changes,all_inverse_edges,universal_edges",2466,2466,3,0.04854970285668969,0,82,,0.37215722600619,4.691321377875283,1,0.006977613549679518,1,0.09080599993467331,1,0.04786549508571625,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,"all_inverse_edges,universal_edges,no_changes",2469,2469,3,0.01970971267049511,0,82,,0.37215722600619,4.677113473881036,1,0.00669423071667552,1,0.00919943768531084,1,0.04323546960949898,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,"no_changes,universal_edges,all_inverse_edges",2472,2472,3,0.017332680989056826,0,82,,0.37215722600619,4.675041408045217,1,0.005594877526164055,1,0.006805311422795057,1,0.039597854018211365,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,"universal_edges,no_changes,all_inverse_edges",2475,2475,3,0.1348749374349912,0,82,,0.37215722600619,4.67730853590183,1,0.2808258533477783,1,0.08707135915756226,1,0.036727599799633026,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,"all_inverse_edges,no_changes,universal_edges",2478,2478,3,0.0808404244792958,0,82,,0.37215722600619,4.676467942073941,1,0.00678736949339509,1,0.08565754443407059,1,0.15007635951042175,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,"universal_edges,no_changes,all_inverse_edges",2481,2481,3,0.04582855276142558,0,82,,0.37215722600619,4.685938407899812,1,0.007129346486181021,1,0.08891742676496506,1,0.041438885033130646,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,"all_inverse_edges,no_changes,universal_edges",2484,2484,3,0.0492700170725584,0,82,,0.37215722600619,4.671075341058895,1,0.006750805303454399,1,0.08844722807407379,1,0.05261201784014702,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,"no_changes,all_inverse_edges,universal_edges",2487,2487,3,0.020742937456816435,0,82,,0.37215722600619,4.6760136189404875,1,0.007981190457940102,1,0.007711112964898348,1,0.046536508947610855,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,"universal_edges,all_inverse_edges,no_changes",2490,2490,3,0.019472111016511917,1,83,0.37307241559028625,0.37307241559028625,20.212314211996272,1,0.008895361796021461,1,0.007989378646016121,1,0.04153159260749817,0.24879412353038788,0.3667716383934021,0.3239947264337508,0.3917270929466051,0.4406723796967699,0.988767820905554,0.9559285737385153,0.732798286090969,0.8069134578877747,0.2676554322242737,0.39082658290863037,0.3521753460777851,0.4067237969676994,0.4596242584047462,0.9892460609820725,0.9635980555545549,0.7416018457481872,0.8164013848331224,0.2568729817867279,0.3616190254688263,0.31196440342781806,0.3877719182597231,0.44199077125906394,0.9892848372044929,0.9505663789635287,0.7508272907053395,0.8211965642170564
831,"no_changes,universal_edges,all_inverse_edges",2493,2493,3,0.14129877587159476,0,83,,0.37307241559028625,4.671599949942902,1,0.2858658730983734,1,0.08238914608955383,1,0.055641308426856995,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,"no_changes,all_inverse_edges,universal_edges",2496,2496,3,0.05382342108835777,0,83,,0.37307241559028625,4.7209549529943615,1,0.009373833425343037,1,0.009642461314797401,1,0.14245396852493286,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,"all_inverse_edges,universal_edges,no_changes",2499,2499,3,0.1239036088809371,0,83,,0.37307241559028625,4.736684379866347,1,0.28830814361572266,1,0.008488048799335957,1,0.07491463422775269,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,"all_inverse_edges,universal_edges,no_changes",2502,2502,3,0.13893886531392732,0,83,,0.37307241559028625,4.674251853022724,1,0.2804923951625824,1,0.0070013441145420074,1,0.1293228566646576,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,"all_inverse_edges,universal_edges,no_changes",2505,2505,3,0.02028258517384529,0,83,,0.37307241559028625,4.671833812026307,1,0.008993837982416153,1,0.006519883871078491,1,0.04533403366804123,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,"universal_edges,no_changes,all_inverse_edges",2508,2508,3,0.11003873109196623,0,83,,0.37307241559028625,4.671807317063212,1,0.2836635708808899,1,0.006354577373713255,1,0.04009804502129555,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,"universal_edges,no_changes,all_inverse_edges",2511,2511,3,0.10808675053219001,0,83,,0.37307241559028625,4.680711715016514,1,0.27577030658721924,1,0.007784208282828331,1,0.040705736726522446,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,"all_inverse_edges,universal_edges,no_changes",2514,2514,3,0.019708035824199516,0,83,,0.37307241559028625,4.67112848511897,1,0.008249208331108093,1,0.008219755254685879,1,0.04265514388680458,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,"all_inverse_edges,no_changes,universal_edges",2517,2517,3,0.019675581095119316,0,83,,0.37307241559028625,4.666194704826921,1,0.006934254430234432,1,0.007387056946754456,1,0.044705431908369064,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,"no_changes,universal_edges,all_inverse_edges",2520,2520,3,0.017404543546338875,1,84,0.3655333419640859,0.37307241559028625,20.114421729929745,1,0.006670888513326645,1,0.006498976610600948,1,0.039043765515089035,0.24760892987251282,0.361099511384964,0.31641397495056034,0.3877719182597231,0.43605800922874094,0.9886450295345561,0.9570440665483972,0.7286980883322347,0.8034888682856682,0.26922985911369324,0.3867294490337372,0.3442649967040211,0.4077125906394199,0.456493078444298,0.9888712241653418,0.9630665560325609,0.7315589980224126,0.807361604845962,0.25388169288635254,0.3487710654735565,0.2963085036255768,0.3783783783783784,0.4362228081740277,0.9891620458334949,0.9517204063902514,0.7465655899802242,0.8178906637977548
841,"no_changes,universal_edges,all_inverse_edges",2523,2523,3,0.017277857443938654,0,84,,0.37307241559028625,4.694124286994338,1,0.006256458815187216,1,0.006350123323500156,1,0.039226990193128586,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,"no_changes,universal_edges,all_inverse_edges",2526,2526,3,0.044394660430649914,0,84,,0.37307241559028625,4.669865448959172,1,0.006778298877179623,1,0.08774495124816895,1,0.03866073116660118,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,"all_inverse_edges,universal_edges,no_changes",2529,2529,3,0.017079219532509644,0,84,,0.37307241559028625,4.664653490995988,1,0.007230100687593222,1,0.005840520840138197,1,0.038167037069797516,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,"all_inverse_edges,no_changes,universal_edges",2532,2532,3,0.04352723077560464,0,84,,0.37307241559028625,4.685221045045182,1,0.006931014824658632,1,0.08345067501068115,1,0.04020000249147415,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,"all_inverse_edges,universal_edges,no_changes",2535,2535,3,0.016740049390743177,0,84,,0.37307241559028625,4.670208395924419,1,0.0077508436515927315,1,0.006434180308133364,1,0.03603512421250343,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,"all_inverse_edges,universal_edges,no_changes",2538,2538,3,0.10915577535827954,0,84,,0.37307241559028625,4.677296004956588,1,0.2857085168361664,1,0.005198273807764053,1,0.0365605354309082,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,"all_inverse_edges,universal_edges,no_changes",2541,2541,3,0.017080004947880905,0,84,,0.37307241559028625,4.6864088349975646,1,0.009337007999420166,1,0.005452963523566723,1,0.03645004332065582,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,"no_changes,universal_edges,all_inverse_edges",2544,2544,3,0.13953801213453212,0,84,,0.37307241559028625,4.676231958903372,1,0.27951037883758545,1,0.007274067960679531,1,0.13182958960533142,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,"no_changes,universal_edges,all_inverse_edges",2547,2547,3,0.04403199814260006,0,84,,0.37307241559028625,4.666332693072036,1,0.007620209828019142,1,0.08544782549142838,1,0.03902795910835266,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,"no_changes,all_inverse_edges,universal_edges",2550,2550,3,0.06968618246416251,1,85,0.37099651495615643,0.37307241559028625,20.09738192590885,1,0.006782779470086098,1,0.0820777490735054,1,0.12019801884889603,0.24774354696273804,0.36378931999206543,0.3180619644034278,0.3902439024390244,0.44050758075148316,0.9890198663512867,0.9430924189772392,0.7482696110744891,0.8171955073458814,0.2679096758365631,0.3903011977672577,0.3492089650626236,0.40886618325642715,0.46011865524060647,0.9896015096875929,0.9478166580742133,0.7618094924192486,0.8295105350344845,0.25890401005744934,0.3588990271091461,0.3058668424522083,0.3879367172050099,0.4441331575477917,0.9895691961689093,0.9321537758290666,0.7729367172050099,0.8338573255354695
851,"all_inverse_edges,no_changes,universal_edges",2553,2553,3,0.04360853089019656,0,85,,0.37307241559028625,4.682916052872315,1,0.007626453880220652,1,0.08390098810195923,1,0.039298150688409805,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,"no_changes,universal_edges,all_inverse_edges",2556,2556,3,0.04233451606705785,0,85,,0.37307241559028625,4.67002632888034,1,0.006550993770360947,1,0.005502478685230017,1,0.11495007574558258,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,"all_inverse_edges,no_changes,universal_edges",2559,2559,3,0.01658748121311267,0,85,,0.37307241559028625,4.691407341044396,1,0.007425105664879084,1,0.005685469601303339,1,0.036651868373155594,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,"all_inverse_edges,universal_edges,no_changes",2562,2562,3,0.10702717816457152,0,85,,0.37307241559028625,4.672491698991507,1,0.2833348512649536,1,0.005321465898305178,1,0.03242521733045578,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,"no_changes,all_inverse_edges,universal_edges",2565,2565,3,0.019427382852882147,0,85,,0.37307241559028625,4.682725585997105,1,0.007695139851421118,1,0.0061282021924853325,1,0.04445880651473999,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,"universal_edges,all_inverse_edges,no_changes",2568,2568,3,0.04137356113642454,0,85,,0.37307241559028625,4.679318520007655,1,0.007846021093428135,1,0.08285807818174362,1,0.03341658413410187,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,"all_inverse_edges,universal_edges,no_changes",2571,2571,3,0.027259803842753172,0,85,,0.37307241559028625,4.684103568084538,1,0.006662916857749224,1,0.006083467975258827,1,0.06903302669525146,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,"all_inverse_edges,no_changes,universal_edges",2574,2574,3,0.04630999701718489,0,85,,0.37307241559028625,4.676571649033576,1,0.006615071091800928,1,0.006101727019995451,1,0.1262131929397583,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,"universal_edges,no_changes,all_inverse_edges",2577,2577,3,0.04746770719066262,0,85,,0.37307241559028625,4.6792749089654535,1,0.006951286923140287,1,0.08540459722280502,1,0.05004723742604256,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,"all_inverse_edges,universal_edges,no_changes",2580,2580,3,0.02387292341639598,1,86,0.36866727471351624,0.37307241559028625,20.11254674801603,1,0.006046190392225981,1,0.005508688744157553,1,0.06006389111280441,0.24808067083358765,0.36351215839385986,0.31888595912986156,0.38744232036914966,0.4378707976268952,0.9888647614616051,0.9480596131153716,0.7404383651944628,0.8117853285140544,0.26897209882736206,0.38870519399642944,0.34772577455504283,0.40491100856954515,0.4609426499670402,0.9893882404642806,0.9534735225623597,0.7518490441661174,0.8227737993453081,0.2541216313838959,0.3537844717502594,0.30108767303889256,0.38266315095583386,0.44001318391562294,0.9894399420941745,0.9353899488864466,0.7664106789716546,0.829762350124017
861,"universal_edges,no_changes,all_inverse_edges",2583,2583,3,0.04374354022244612,0,86,,0.37307241559028625,4.683507276931778,1,0.005597916431725025,1,0.0059560248628258705,1,0.11967667937278748,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,"universal_edges,no_changes,all_inverse_edges",2586,2586,3,0.031139910997201998,0,86,,0.37307241559028625,4.676810434088111,1,0.007275751791894436,1,0.0045543271116912365,1,0.08158965408802032,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,"all_inverse_edges,no_changes,universal_edges",2589,2589,3,0.025804249414553244,0,86,,0.37307241559028625,4.685312468092889,1,0.005567536689341068,1,0.005229473579674959,1,0.06661573797464371,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,"all_inverse_edges,no_changes,universal_edges",2592,2592,3,0.02277309773489833,0,86,,0.37307241559028625,4.724221033975482,1,0.006204971112310886,1,0.006378145422786474,1,0.055736176669597626,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,"universal_edges,no_changes,all_inverse_edges",2595,2595,3,0.1386456439892451,0,86,,0.37307241559028625,4.697890233015642,1,0.2810666561126709,1,0.013095103204250336,1,0.12177517265081406,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,"no_changes,universal_edges,all_inverse_edges",2598,2598,3,0.05042940533409516,0,86,,0.37307241559028625,4.668652545893565,1,0.007417404092848301,1,0.08495911210775375,1,0.058911699801683426,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,"all_inverse_edges,universal_edges,no_changes",2601,2601,3,0.02142067300155759,0,86,,0.37307241559028625,4.6716352719813585,1,0.007204589433968067,1,0.006274443585425615,1,0.05078298598527908,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,"universal_edges,no_changes,all_inverse_edges",2604,2604,3,0.020873946137726307,0,86,,0.37307241559028625,4.677807102911174,1,0.006541505455970764,1,0.00962922628968954,1,0.046451106667518616,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,"no_changes,all_inverse_edges,universal_edges",2607,2607,3,0.05122924378762642,0,86,,0.37307241559028625,4.67401831317693,1,0.005614270456135273,1,0.008039932698011398,1,0.1400335282087326,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,"all_inverse_edges,universal_edges,no_changes",2610,2610,3,0.1623044361670812,1,87,0.3701839844385783,0.37307241559028625,20.134995371103287,1,0.2778059244155884,1,0.08917684853076935,1,0.11993053555488586,0.24802763760089874,0.36248287558555603,0.3157547791694133,0.39040870138431116,0.4406723796967699,0.9889487766101827,0.9429489325994114,0.7462953197099538,0.8155115742006569,0.2686620354652405,0.3890959322452545,0.3485497692814766,0.4057350032959789,0.4596242584047462,0.9894140912792275,0.9516377275731047,0.7538002636783125,0.823942472957077,0.2580820322036743,0.3589731454849243,0.3073500329597891,0.38546473302570866,0.4456163480553724,0.9892783745007562,0.9289170645499143,0.7668127883981543,0.8282321851426468
871,"universal_edges,all_inverse_edges,no_changes",2613,2613,3,0.16323436796665192,0,87,,0.37307241559028625,4.675129864830524,1,0.2763105034828186,1,0.09197717159986496,1,0.12141542881727219,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,"all_inverse_edges,universal_edges,no_changes",2616,2616,3,0.02426266794403394,0,87,,0.37307241559028625,4.670415987959132,1,0.0061256419867277145,1,0.013627344742417336,1,0.05303501710295677,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,"universal_edges,all_inverse_edges,no_changes",2619,2619,3,0.01883315822730462,0,87,,0.37307241559028625,4.6795409000478685,1,0.006144766695797443,1,0.009677160531282425,1,0.040677547454833984,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,"no_changes,all_inverse_edges,universal_edges",2622,2622,3,0.11898079980164766,0,87,,0.37307241559028625,4.678560690023005,1,0.2780400216579437,1,0.008104546926915646,1,0.07079783082008362,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,"no_changes,all_inverse_edges,universal_edges",2625,2625,3,0.03735523018985987,0,87,,0.37307241559028625,4.68192773219198,1,0.009776284918189049,1,0.008881990797817707,1,0.09340741485357285,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,"all_inverse_edges,no_changes,universal_edges",2628,2628,3,0.04050076970209678,0,87,,0.37307241559028625,4.689699477981776,1,0.008545534685254097,1,0.007164721377193928,1,0.10579205304384232,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,"all_inverse_edges,no_changes,universal_edges",2631,2631,3,0.03042706986889243,0,87,,0.37307241559028625,4.677459015045315,1,0.0073422533459961414,1,0.010091036558151245,1,0.07384791970252991,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,"universal_edges,all_inverse_edges,no_changes",2634,2634,3,0.031115471695860226,0,87,,0.37307241559028625,4.674222779925913,1,0.011710699647665024,1,0.020129719749093056,1,0.0615059956908226,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,"no_changes,all_inverse_edges,universal_edges",2637,2637,3,0.04536249333371719,0,87,,0.37307241559028625,4.674791862023994,1,0.006964392028748989,1,0.01273159310221672,1,0.11639149487018585,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,"all_inverse_edges,universal_edges,no_changes",2640,2640,3,0.12532165087759495,1,88,0.3648634950319926,0.37307241559028625,20.10935586015694,1,0.28169912099838257,1,0.01103312335908413,1,0.08323270827531815,0.24508999288082123,0.3583032786846161,0.31147000659195784,0.3872775214238629,0.43506921555702044,0.9878695050861478,0.8986587231541212,0.7492979564930784,0.8060499986207804,0.26451316475868225,0.38412386178970337,0.3432762030323006,0.4030982201713909,0.45385629531970995,0.988205565680458,0.9025333988808926,0.7567369808833224,0.812845995254642,0.2528288960456848,0.3521633446216583,0.3032300593276203,0.37673038892551086,0.4317732366512854,0.9875399071955744,0.8711549585964142,0.770609756097561,0.8126510271771605
881,"no_changes,universal_edges,all_inverse_edges",2643,2643,3,0.14963154246409735,0,88,,0.37307241559028625,4.6722964299842715,1,0.2777441143989563,1,0.01358785480260849,1,0.15756265819072723,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,"all_inverse_edges,no_changes,universal_edges",2646,2646,3,0.054364096062878765,0,88,,0.37307241559028625,4.6731032258830965,1,0.01523110643029213,1,0.01258793380111456,1,0.13527324795722961,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,"universal_edges,no_changes,all_inverse_edges",2649,2649,3,0.07708778915305932,0,88,,0.37307241559028625,4.690282593946904,1,0.011984830722212791,1,0.1080094426870346,1,0.11126909404993057,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,"all_inverse_edges,no_changes,universal_edges",2652,2652,3,0.03635507154588898,0,88,,0.37307241559028625,4.682839762186632,1,0.012134923599660397,1,0.007478672545403242,1,0.0894516184926033,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,"all_inverse_edges,universal_edges,no_changes",2655,2655,3,0.036690126483639084,0,88,,0.37307241559028625,4.679393242811784,1,0.013362180441617966,1,0.02904192917048931,1,0.06766626983880997,,,,,,,,,,,,,,,,,,,,,,,,,,,
