variant_a,variant_b,kendall_tau_scores,prediction_agreement,max_abs_score_diff,mean_abs_score_diff
no_changes,all_inverse_edges,0.5888231723095625,0.999061526333571,0.9963316321372986,0.001173248514533043
no_changes,universal_edges,0.5162437593259422,0.9976600723250372,0.9981110095977783,0.002587954280897975
all_inverse_edges,universal_edges,0.8007760372524784,0.9981480786315803,0.998908519744873,0.001963056391105056
